s_i,f_i,c_i
1,1,53
1,1,94
1,1,100
1,41,95
17,52,64
20,56,71
29,111,68
1,115,100
133,154,33
9,166,89
1,182,94
166,184,63
142,204,86
90,214,98
30,226,95
96,233,68
1,234,88
85,240,66
197,255,23
41,266,98
12,284,75
1,290,94
34,293,49
1,301,37
26,301,100
1,308,100
274,310,95
138,311,100
19,334,100
31,338,5
1,345,88
223,362,100
13,369,21
33,373,42
203,401,100
251,405,33
199,445,43
114,446,42
350,449,100
328,452,95
68,455,84
428,458,12
425,466,54
304,469,81
168,470,88
416,485,22
119,493,100
484,496,99
383,509,96
221,519,36
264,520,100
408,520,70
451,533,13
176,555,83
163,562,86
215,565,100
382,566,45
275,578,29
389,607,92
407,608,61
273,612,100
482,621,87
372,648,94
616,675,34
491,683,75
583,684,96
516,722,100
596,723,18
350,732,94
409,732,83
542,740,100
657,741,85
748,761,81
422,764,63
414,766,47
721,779,94
634,789,69
693,789,100
587,794,86
766,800,84
757,804,62
434,817,100
636,817,93
710,826,100
637,827,69
746,857,91
652,858,88
710,862,100
542,889,99
730,892,28
755,905,18
802,910,100
816,912,84
790,913,60
688,921,100
662,933,99
632,936,62
936,946,99
563,957,91
685,965,100
580,969,94
692,970,85
849,981,44
703,999,81
747,1001,90
852,1001,100
879,1001,86
921,1007,87
669,1027,93
875,1037,99
714,1039,4
907,1070,89
966,1072,100
1013,1075,79
716,1083,23
988,1092,85
969,1095,48
979,1097,100
741,1110,100
921,1112,67
993,1133,5
888,1150,61
761,1151,100
880,1151,17
810,1164,99
901,1177,97
1119,1183,77
992,1187,65
998,1193,11
1040,1193,100
1135,1203,91
980,1207,42
1120,1209,80
829,1212,97
1037,1227,33
1081,1241,96
958,1270,88
1199,1275,24
925,1283,97
1018,1294,28
996,1303,63
1148,1304,84
1236,1304,92
978,1338,67
1260,1339,98
1184,1345,74
1025,1361,86
1150,1364,84
1170,1371,91
1353,1375,100
1041,1377,35
1294,1382,55
1375,1396,89
1260,1397,99
1244,1400,97
1094,1401,100
1120,1402,5
1371,1404,93
1294,1409,81
1104,1422,100
1402,1427,100
1233,1460,86
1323,1460,100
1397,1466,100
1092,1473,26
1345,1480,93
1340,1488,91
1335,1496,69
1248,1503,74
1229,1505,95
1175,1514,100
1388,1527,100
1152,1530,90
1191,1544,87
1421,1551,81
1390,1554,82
1252,1566,100
1203,1576,64
1227,1581,100
1229,1596,98
1389,1607,92
1503,1612,22
1577,1613,92
1520,1618,82
1402,1628,95
1507,1631,100
1322,1637,29
1394,1642,99
1404,1643,7
1385,1645,100
1412,1646,99
1261,1659,98
1467,1660,95
1610,1660,63
1476,1661,94
1553,1663,21
1329,1668,28
1347,1668,93
1511,1678,100
1332,1681,100
1460,1683,100
1590,1698,98
1391,1713,11
1629,1726,51
1417,1752,80
1631,1759,83
1434,1777,13
1740,1785,99
1466,1799,97
1731,1805,96
1695,1819,92
1767,1834,99
1712,1835,61
1519,1838,73
1586,1846,92
1620,1847,59
1528,1852,6
1665,1854,54
1664,1885,100
1501,1892,18
1747,1903,70
1599,1908,20
1586,1912,15
1673,1925,89
1790,1939,5
1740,1942,70
1722,1947,37
1876,1947,91
1662,1963,100
1753,1963,63
1656,1976,14
1736,1989,64
1783,1992,72
1610,1993,99
1643,1998,96
1653,2000,99
1658,2000,99
1697,2000,24
1719,2000,97
1737,2000,80
1741,2000,80
1779,2000,100
1815,2000,57
1832,2000,68
1934,2000,45
1943,2000,54
1957,2000,24
1960,2000,64
1986,2000,100
2000,2000,95
