s_i,f_i,c_i
1,1,86
1,1,91
1,22,100
1,33,32
3,37,100
28,66,87
1,151,65
1,171,100
59,174,61
133,183,63
170,187,86
8,200,97
1,223,77
1,224,24
58,230,54
205,230,92
1,239,29
1,251,54
20,253,100
126,257,91
198,266,12
119,278,6
225,280,63
145,284,80
182,287,71
202,299,9
119,302,7
9,309,69
228,326,69
78,331,17
216,340,68
1,342,87
20,350,55
21,356,98
1,360,65
263,365,88
266,373,100
9,386,96
348,397,35
264,399,41
310,411,100
372,415,81
114,416,78
248,428,26
331,457,93
371,461,28
127,489,92
386,489,99
463,498,45
485,522,44
205,528,100
313,538,99
391,541,100
193,576,100
466,576,97
500,579,90
553,579,91
281,582,96
352,587,95
374,587,93
420,601,47
513,607,97
420,613,93
555,618,69
361,622,48
391,640,4
413,642,99
308,658,93
286,661,100
416,661,34
592,663,88
570,676,100
501,694,94
542,711,17
325,714,69
566,723,95
431,730,50
382,748,97
559,766,94
563,770,23
771,775,82
625,776,39
661,785,97
507,794,82
591,819,64
682,837,55
638,856,100
761,865,32
481,867,100
537,872,88
848,890,99
809,898,34
572,907,100
900,919,4
901,921,60
739,923,46
702,924,91
686,932,16
747,954,77
830,963,91
959,963,62
938,973,99
793,984,99
821,990,62
906,990,98
617,996,72
989,1015,100
925,1022,100
671,1029,67
703,1044,100
858,1049,84
790,1050,89
698,1067,73
898,1076,99
1051,1078,38
885,1082,75
1068,1082,67
884,1101,99
741,1107,28
718,1108,100
896,1112,100
958,1113,25
984,1113,83
877,1114,32
813,1117,100
1098,1121,95
802,1124,99
903,1128,95
1009,1130,63
905,1135,97
943,1183,100
848,1189,58
898,1193,68
827,1195,100
1117,1200,63
982,1204,100
1125,1208,85
1008,1210,3
1042,1210,90
1138,1212,65
951,1223,26
945,1232,96
951,1232,16
1073,1256,100
936,1262,64
1128,1266,92
1019,1270,1
1122,1276,94
1146,1279,83
1264,1283,100
903,1284,40
951,1291,57
1135,1299,80
950,1314,75
1012,1317,82
1173,1332,89
965,1344,95
1082,1368,83
1286,1368,81
1045,1376,31
1330,1376,88
1210,1396,96
1193,1402,88
1182,1410,99
1240,1436,100
1290,1447,97
1245,1450,98
1110,1471,65
1278,1471,21
1386,1485,100
1380,1491,90
1210,1496,99
1167,1505,100
1149,1511,99
1451,1511,100
1470,1512,63
1164,1521,14
1204,1591,32
1513,1600,85
1222,1607,100
1475,1612,60
1535,1622,71
1304,1626,86
1362,1641,95
1507,1644,95
1410,1664,57
1421,1692,100
1346,1696,98
1392,1701,65
1436,1707,40
1588,1707,99
1336,1721,38
1646,1731,28
1391,1733,53
1687,1734,10
1444,1735,62
1575,1744,95
1642,1753,43
1444,1760,99
1620,1760,100
1601,1763,100
1721,1768,96
1607,1783,34
1487,1786,91
1586,1790,99
1552,1796,56
1631,1798,54
1423,1807,38
1719,1813,100
1423,1817,62
1727,1818,74
1656,1827,99
1445,1834,85
1570,1835,100
1556,1837,96
1694,1845,91
1656,1869,90
1524,1873,26
1540,1889,27
1647,1900,79
1716,1902,100
1811,1904,12
1827,1929,100
1539,1935,100
1801,1943,77
1576,1946,95
1848,1951,84
1877,1952,81
1594,1953,100
1939,1960,99
1616,1969,100
1740,1984,100
1809,1985,43
1890,1988,98
1666,1989,100
1729,1995,88
1622,2000,100
1704,2000,99
1716,2000,85
1721,2000,93
1737,2000,100
1800,2000,100
1878,2000,100
1910,2000,12
1919,2000,35
1944,2000,100
1958,2000,31
1961,2000,85
1982,2000,98
2000,2000,95
