s_i,f_i,c_i
1,4,98
1,39,82
1,42,46
22,44,87
8,49,73
3,61,90
1,66,69
11,88,71
82,153,38
1,155,18
1,195,98
126,206,77
162,208,99
1,216,52
64,223,96
122,227,100
130,228,47
1,231,80
67,231,64
8,242,76
121,252,100
31,266,80
60,270,100
72,271,39
260,281,94
253,285,37
151,291,85
160,309,98
291,309,100
1,315,99
119,325,47
1,347,27
182,351,100
224,358,86
1,380,91
78,380,100
288,397,78
260,409,91
286,410,100
284,419,89
99,420,79
364,466,79
205,467,75
192,472,100
138,482,91
203,484,99
100,488,100
239,491,100
301,521,2
300,522,100
258,530,58
345,532,20
165,535,57
193,542,96
483,542,22
324,550,59
412,555,71
263,556,94
316,563,97
450,570,99
297,573,100
450,581,98
555,581,99
394,587,11
320,605,82
301,608,90
295,612,100
330,649,99
569,664,95
489,665,99
581,680,100
591,690,89
567,694,100
334,700,91
490,723,64
699,724,99
344,725,90
496,727,75
520,727,98
463,743,100
691,744,25
482,752,100
445,761,97
455,764,91
385,767,85
626,788,100
684,804,72
652,822,84
483,833,23
712,852,89
597,859,72
508,866,87
772,867,93
847,878,97
690,883,49
579,903,97
748,903,43
885,913,88
890,919,65
841,926,92
854,933,42
757,935,95
748,944,72
879,944,23
628,947,8
562,953,62
873,956,100
688,957,100
861,965,10
848,984,97
886,985,98
809,995,100
756,1004,38
919,1004,100
935,1006,91
713,1008,92
687,1026,100
711,1031,74
740,1034,89
988,1039,96
829,1046,52
930,1062,96
834,1064,84
725,1068,14
719,1075,36
1018,1077,100
1032,1085,45
1038,1090,62
945,1122,72
1090,1122,3
1120,1132,74
959,1144,67
1025,1149,97
986,1153,100
978,1156,82
1063,1160,82
813,1163,100
1171,1186,92
1028,1195,78
926,1196,100
852,1202,87
836,1203,99
1186,1212,81
1028,1232,88
936,1237,62
1137,1237,47
841,1238,100
985,1245,96
1089,1248,100
1218,1252,94
1189,1264,100
1219,1280,100
1254,1287,97
891,1288,98
1000,1298,51
1068,1298,75
1181,1302,97
1100,1305,53
1316,1320,100
1331,1337,76
1115,1338,97
1074,1339,17
1260,1357,100
994,1361,81
1227,1368,92
1188,1369,78
1189,1373,27
1136,1376,48
1113,1380,35
1190,1380,100
1157,1396,4
1141,1400,86
1018,1415,100
1321,1427,48
1212,1429,30
1280,1448,54
1290,1453,100
1448,1457,33
1181,1482,97
1101,1486,100
1480,1494,83
1453,1500,53
1357,1511,83
1390,1511,66
1426,1522,98
1269,1528,100
1493,1534,72
1312,1537,86
1280,1540,14
1416,1543,100
1446,1548,100
1172,1554,71
1334,1557,97
1408,1557,67
1438,1558,6
1410,1560,100
1207,1578,97
1243,1613,97
1396,1624,23
1354,1633,22
1297,1657,57
1583,1661,10
1313,1675,100
1666,1677,56
1350,1693,100
1465,1701,92
1705,1730,100
1353,1731,99
1662,1735,99
1490,1739,86
1604,1754,100
1722,1756,73
1503,1760,37
1550,1772,35
1612,1776,87
1488,1790,100
1517,1793,70
1529,1804,90
1767,1811,98
1755,1817,59
1736,1820,14
1456,1834,17
1523,1841,100
1572,1847,97
1663,1852,100
1694,1858,81
1800,1871,100
1537,1876,53
1650,1877,100
1801,1890,86
1562,1896,38
1514,1900,47
1758,1918,26
1725,1928,100
1810,1928,100
1869,1932,93
1805,1933,100
1808,1973,71
1623,1983,97
1902,1997,94
1659,2000,100
1690,2000,99
1702,2000,39
1731,2000,54
1795,2000,99
1824,2000,39
1918,2000,61
1968,2000,92
2000,2000,84
2000,2000,94
