s_i,f_i,c_i
1,1,36
19,62,99
24,67,89
1,99,100
35,105,100
1,130,47
114,132,11
1,133,100
109,140,100
99,143,24
128,148,4
119,169,47
114,172,6
143,201,41
74,203,100
1,209,100
59,219,53
153,233,74
192,244,92
66,249,61
1,260,97
1,262,99
115,278,83
57,282,9
198,320,15
39,323,24
34,341,37
1,345,54
1,346,100
117,346,22
256,350,56
1,361,40
249,363,69
129,377,100
64,382,83
315,392,90
10,397,90
10,407,78
36,407,99
44,417,15
161,418,66
65,441,97
410,444,35
112,448,96
170,465,100
476,496,100
164,511,96
145,516,3
365,541,100
296,555,99
422,561,100
513,570,61
342,581,96
517,582,99
209,585,62
438,585,100
337,611,32
497,618,96
242,629,96
322,629,25
522,641,95
587,648,97
392,649,100
444,661,99
651,665,89
561,666,21
435,669,100
480,694,90
695,698,45
588,699,94
553,705,99
642,707,100
382,708,66
497,712,100
604,716,99
544,725,85
452,751,31
693,753,87
744,756,8
583,766,90
621,769,44
651,782,95
642,787,34
707,791,79
568,801,99
727,809,89
461,814,85
537,826,96
569,826,88
449,832,95
760,849,96
702,856,100
539,871,92
823,872,84
614,875,99
514,879,100
642,887,90
610,889,100
687,897,90
760,897,20
713,907,36
725,921,82
829,944,36
747,951,100
646,982,89
749,990,9
828,1005,93
797,1006,79
937,1011,98
728,1018,100
705,1031,75
1029,1031,100
694,1035,91
867,1046,50
990,1050,44
826,1059,3
990,1063,30
783,1080,98
908,1081,99
748,1091,20
781,1126,34
1096,1132,98
897,1136,60
1059,1158,100
1163,1172,95
824,1173,99
863,1181,13
1169,1187,87
1052,1195,99
892,1201,98
990,1201,98
1097,1201,58
1026,1207,100
1010,1208,41
1130,1219,12
1073,1224,74
1105,1226,58
865,1240,100
1064,1244,95
933,1245,99
1193,1246,100
1140,1254,100
1226,1257,100
910,1259,5
1012,1277,96
1011,1292,100
961,1299,100
958,1302,83
1031,1318,16
972,1323,62
1019,1326,84
1007,1330,46
1320,1332,32
986,1339,35
1260,1340,100
1332,1352,99
1377,1387,61
1190,1391,100
1200,1405,96
1401,1405,91
1316,1417,100
1227,1421,88
1089,1425,61
1128,1431,93
1101,1436,100
1098,1445,96
1218,1450,14
1060,1458,86
1254,1461,100
1408,1465,93
1075,1470,99
1461,1483,61
1395,1487,100
1165,1488,81
1382,1508,84
1190,1513,14
1175,1525,91
1212,1544,26
1535,1549,10
1157,1554,100
1556,1560,26
1319,1564,99
1319,1566,12
1345,1577,39
1401,1589,98
1545,1594,3
1410,1600,99
1397,1609,98
1321,1610,32
1472,1613,99
1239,1630,98
1573,1631,100
1304,1659,21
1351,1661,100
1292,1667,32
1597,1669,28
1483,1671,68
1339,1672,78
1655,1697,17
1558,1700,89
1468,1703,96
1612,1707,90
1476,1709,100
1510,1724,100
1421,1737,100
1584,1742,99
1486,1760,100
1428,1765,100
1391,1782,100
1747,1784,20
1452,1789,53
1395,1791,54
1654,1804,100
1646,1813,21
1802,1831,35
1647,1835,100
1728,1838,21
1450,1847,98
1687,1847,19
1849,1853,24
1823,1863,98
1520,1866,92
1775,1870,82
1537,1873,100
1506,1880,44
1563,1907,100
1577,1918,60
1640,1919,98
1685,1919,98
1561,1927,87
1749,1927,30
1895,1945,68
1632,1961,63
1663,1972,99
1693,1973,61
1773,1979,89
1674,1990,62
1679,1999,82
1688,2000,99
1757,2000,100
1773,2000,72
1809,2000,9
1811,2000,30
1838,2000,98
1898,2000,100
1947,2000,67
1956,2000,92
2000,2000,84
2000,2000,99
2000,2000,100
