s_i,f_i,c_i
1,1,84
1,1,100
1,9,99
3,38,86
18,39,65
1,44,32
1,60,99
63,132,100
133,136,22
1,140,70
1,176,21
1,196,100
175,220,100
233,238,92
1,241,100
50,241,86
6,248,100
190,273,90
1,281,90
193,285,17
197,292,94
173,293,12
299,317,98
1,319,100
323,333,85
1,338,99
43,346,78
84,361,89
346,361,89
309,362,100
242,365,100
302,369,100
90,375,27
328,379,98
1,383,100
271,383,100
292,392,71
357,395,35
331,404,86
108,408,29
178,411,96
169,418,23
77,423,50
236,424,100
194,431,100
239,438,64
392,467,84
169,469,100
469,470,100
322,471,1
459,478,7
402,481,82
170,485,99
249,498,10
424,515,100
334,518,80
370,518,76
191,549,92
344,584,100
397,598,98
464,605,99
302,615,100
255,616,100
385,618,100
300,620,96
586,628,80
481,640,100
257,649,100
394,658,91
312,671,100
521,672,79
375,682,90
604,689,98
670,696,91
508,705,78
639,722,100
395,723,89
655,723,37
523,740,100
602,745,100
486,747,96
497,764,42
688,766,99
615,771,100
663,783,72
642,831,66
670,831,100
585,849,78
690,854,89
566,856,99
581,863,74
814,865,95
629,870,77
678,894,73
736,896,100
833,898,92
688,904,2
729,911,32
909,930,85
706,967,100
871,993,82
706,997,45
615,1006,69
700,1009,45
722,1020,93
690,1024,82
864,1024,60
890,1024,8
679,1028,41
933,1038,97
941,1040,96
754,1041,1
832,1046,44
886,1054,64
710,1057,96
971,1069,46
841,1074,14
798,1085,96
856,1088,84
806,1094,96
773,1105,62
874,1105,88
873,1107,94
837,1109,85
910,1114,63
796,1119,93
809,1126,93
983,1131,100
779,1145,99
1084,1146,7
1142,1153,97
864,1155,100
992,1155,36
832,1158,22
1084,1160,72
778,1161,85
822,1163,98
1054,1166,45
966,1168,76
1147,1168,6
1164,1175,100
991,1183,45
1103,1186,88
1056,1195,18
1183,1197,74
1176,1200,75
1108,1201,100
994,1202,98
823,1207,18
1127,1214,99
932,1231,62
965,1238,100
1036,1243,69
1179,1244,100
1135,1250,99
864,1260,93
1064,1260,100
1239,1264,48
926,1276,100
1068,1280,100
1148,1300,89
1052,1311,82
1089,1326,72
980,1337,79
991,1337,77
1021,1341,90
1164,1378,100
1160,1386,100
1351,1388,100
1101,1392,27
1153,1393,96
1159,1398,61
1066,1399,98
1283,1404,100
1352,1407,99
1404,1411,70
1273,1417,90
1125,1426,29
1122,1428,99
1243,1443,97
1093,1451,33
1432,1462,28
1266,1489,100
1283,1489,33
1328,1496,77
1119,1507,100
1330,1510,29
1132,1514,76
1339,1517,96
1407,1517,98
1273,1525,100
1445,1529,86
1182,1539,100
1486,1547,100
1455,1578,96
1211,1579,86
1510,1586,37
1414,1588,26
1394,1592,98
1303,1619,100
1355,1626,100
1459,1633,66
1357,1639,83
1388,1662,92
1389,1664,100
1578,1677,64
1627,1702,7
1630,1720,89
1663,1720,100
1374,1731,100
1579,1733,100
1547,1745,70
1660,1750,92
1687,1767,94
1749,1785,50
1418,1788,3
1473,1788,15
1411,1807,100
1471,1814,97
1727,1821,92
1574,1825,100
1645,1827,20
1662,1837,61
1651,1854,100
1485,1856,73
1622,1857,84
1540,1874,66
1883,1883,27
1767,1884,67
1865,1889,95
1579,1914,100
1643,1920,98
1919,1947,100
1620,1960,51
1771,1977,95
1663,1983,60
1654,2000,98
1680,2000,100
1687,2000,92
1737,2000,77
1741,2000,71
1790,2000,96
1813,2000,28
1839,2000,97
1849,2000,33
1914,2000,80
1937,2000,98
1945,2000,80
1960,2000,27
2000,2000,64
