s_i,f_i,c_i
1,1,33
1,1,93
1,50,90
1,65,29
1,72,99
79,84,97
1,86,88
1,107,83
36,110,70
140,156,49
1,160,75
137,167,100
20,169,51
35,173,100
1,174,68
1,176,82
1,178,93
128,184,100
53,199,71
189,216,44
17,217,90
97,246,37
1,269,93
243,282,98
121,324,92
1,330,90
298,346,99
322,347,18
167,355,42
151,360,93
101,365,100
215,371,68
338,382,84
79,387,100
377,414,99
251,421,99
80,423,100
353,425,94
168,432,60
305,448,98
160,449,46
159,452,85
204,457,97
429,462,100
257,467,100
226,468,53
288,483,99
147,484,28
254,500,98
458,500,93
118,504,82
479,516,40
433,521,78
468,521,1
334,546,95
518,546,43
314,551,100
240,552,55
172,556,70
366,578,83
577,595,99
506,596,100
321,606,100
414,606,94
556,611,64
292,639,62
404,655,21
314,663,100
550,664,24
513,671,95
597,690,31
508,694,38
688,701,96
573,709,99
515,710,80
616,711,99
579,729,92
333,732,77
469,734,100
406,735,79
724,738,74
481,751,23
754,755,100
569,759,96
459,764,72
503,779,82
409,794,99
400,798,100
668,799,97
486,824,98
744,830,100
462,831,88
768,834,99
796,836,20
757,849,90
746,856,98
706,876,97
754,886,39
725,896,100
843,907,78
704,935,92
921,937,100
875,939,4
628,946,100
796,952,73
950,963,90
717,985,100
720,992,94
641,1003,98
821,1008,74
810,1015,95
909,1029,74
932,1032,95
898,1047,65
792,1055,96
924,1067,99
949,1071,87
1013,1074,99
1040,1076,99
991,1107,99
752,1117,36
860,1119,48
1103,1123,78
1085,1125,94
877,1131,83
993,1131,91
1118,1136,54
905,1151,75
843,1152,100
827,1153,75
1023,1164,100
825,1173,97
809,1190,99
1052,1194,50
1077,1195,100
1088,1201,95
1107,1221,16
1030,1239,14
1015,1245,66
977,1263,59
1197,1268,91
956,1285,59
1192,1285,58
1201,1289,94
1206,1290,64
1206,1296,98
1121,1299,12
953,1304,75
1015,1305,37
1131,1313,95
1143,1314,100
1082,1317,59
1285,1318,94
987,1333,26
1192,1334,95
1328,1335,92
1128,1342,100
1143,1343,89
1266,1351,100
1029,1371,69
1013,1374,97
995,1375,81
1158,1376,82
1232,1376,100
1151,1380,97
1016,1386,97
1177,1396,100
1291,1402,66
1325,1405,73
1349,1417,100
1172,1425,16
1363,1425,99
1076,1438,91
1126,1451,50
1128,1475,96
1142,1475,100
1384,1486,86
1320,1490,81
1494,1496,100
1134,1498,86
1271,1508,25
1336,1508,56
1481,1511,98
1231,1520,55
1362,1538,92
1344,1540,100
1368,1540,100
1346,1541,98
1329,1547,100
1405,1548,95
1416,1558,83
1514,1574,15
1214,1583,100
1521,1584,88
1570,1592,12
1292,1594,88
1568,1629,100
1281,1635,100
1526,1649,19
1519,1650,87
1281,1656,95
1278,1661,33
1615,1661,100
1495,1671,100
1519,1671,100
1520,1685,97
1527,1691,100
1416,1694,100
1575,1724,96
1423,1725,62
1365,1733,91
1495,1738,100
1363,1758,99
1672,1763,100
1623,1768,52
1589,1783,99
1407,1789,64
1506,1792,99
1674,1798,53
1593,1799,100
1710,1823,100
1498,1825,64
1616,1828,7
1780,1831,90
1673,1834,90
1528,1837,90
1799,1848,100
1630,1865,45
1822,1880,100
1762,1886,95
1578,1912,81
1736,1945,100
1768,1957,26
1955,1971,22
1911,1972,100
1933,1974,89
1779,1980,58
1620,1985,100
1603,1986,100
1678,2000,93
1735,2000,97
1759,2000,17
1808,2000,92
1894,2000,93
1917,2000,100
1938,2000,76
1967,2000,41
1975,2000,73
1979,2000,76
2000,2000,100
