s_i,f_i,c_i
1,1,72
1,14,46
1,39,100
1,63,99
1,69,96
1,81,100
1,96,82
141,143,93
70,170,99
160,183,100
147,211,81
221,222,100
105,231,100
205,233,100
162,236,94
151,250,97
1,266,42
1,268,20
118,281,97
48,290,98
20,297,66
1,298,99
37,309,93
202,317,100
286,325,84
216,327,100
78,331,35
293,335,100
1,338,25
74,342,39
244,342,63
1,347,100
179,349,97
1,351,100
251,363,96
296,364,41
1,369,61
122,371,100
195,374,100
48,381,41
208,381,21
337,385,42
193,398,100
378,408,51
300,421,28
309,424,76
170,444,52
312,448,100
344,474,86
122,476,67
106,482,100
360,495,83
474,499,85
446,503,8
249,504,75
297,514,100
218,516,11
503,525,99
244,543,63
502,545,84
370,546,100
369,554,100
207,556,91
487,565,84
563,570,86
451,595,55
281,601,65
331,606,100
393,615,35
573,626,95
590,645,10
636,653,93
628,663,74
672,677,93
685,696,98
652,700,79
432,722,98
421,736,99
387,737,98
698,782,79
602,789,100
416,790,100
785,802,100
592,804,61
506,812,78
774,815,79
586,817,96
501,829,13
438,831,96
593,836,25
596,849,98
623,865,19
550,869,97
491,874,17
579,876,86
875,900,17
816,901,99
899,928,47
744,937,30
695,948,100
741,962,98
888,962,100
584,964,69
914,971,100
625,987,87
637,987,100
915,997,6
667,1008,100
794,1011,80
890,1023,21
647,1024,1
730,1025,100
1012,1039,88
1043,1044,73
872,1048,96
785,1062,74
688,1074,88
839,1075,46
1011,1088,5
743,1090,79
979,1092,73
933,1098,69
801,1100,100
828,1104,100
935,1118,99
1048,1119,100
855,1125,14
1067,1143,99
747,1146,96
1078,1150,67
1015,1152,88
948,1157,100
1063,1170,39
1108,1173,70
780,1177,96
893,1181,90
932,1187,34
1083,1187,88
951,1190,67
1121,1195,9
945,1212,97
927,1237,100
972,1245,97
1174,1245,100
1196,1258,52
1175,1260,88
1204,1314,100
1078,1316,97
1096,1318,15
1042,1319,100
945,1337,86
998,1364,100
1012,1369,100
1109,1379,58
1271,1380,85
1386,1391,99
1239,1395,71
1354,1410,32
1122,1422,91
1112,1426,88
1322,1461,90
1192,1467,100
1194,1473,88
1419,1476,89
1363,1487,100
1115,1494,100
1298,1502,100
1249,1517,96
1212,1528,34
1174,1539,81
1202,1544,58
1490,1549,57
1243,1550,80
1456,1554,100
1263,1562,4
1325,1566,99
1187,1579,100
1552,1583,43
1379,1589,97
1439,1610,5
1463,1615,89
1375,1616,24
1399,1620,98
1583,1621,81
1257,1625,81
1290,1625,67
1287,1658,34
1426,1672,98
1661,1674,22
1298,1680,40
1591,1693,100
1316,1694,100
1443,1694,78
1634,1706,92
1605,1719,100
1573,1724,91
1419,1740,100
1616,1743,98
1656,1743,58
1462,1750,92
1614,1764,96
1519,1768,79
1446,1771,56
1558,1772,30
1695,1773,86
1641,1795,77
1588,1809,80
1432,1822,97
1742,1826,53
1839,1840,99
1451,1843,85
1512,1845,41
1781,1846,23
1735,1849,89
1533,1851,83
1463,1853,61
1684,1857,41
1720,1863,26
1546,1867,58
1733,1886,52
1872,1895,98
1797,1905,100
1601,1911,42
1643,1913,95
1779,1919,96
1918,1930,91
1852,1932,96
1783,1934,93
1650,1937,27
1841,1941,76
1911,1947,85
1929,1953,19
1620,1966,65
1821,1986,89
1681,1989,79
1703,2000,100
1723,2000,94
1738,2000,81
1781,2000,82
1795,2000,71
1821,2000,51
1831,2000,100
1857,2000,82
1907,2000,98
1931,2000,71
1945,2000,19
1987,2000,92
2000,2000,57
2000,2000,65
2000,2000,98
