s_i,f_i,c_i
1,1,100
1,23,2
1,62,97
96,103,13
34,109,1
36,110,97
1,143,28
26,144,78
99,149,76
1,174,91
148,176,53
54,179,100
23,182,35
191,196,27
45,211,100
55,222,17
154,222,85
216,228,83
1,233,53
155,235,100
1,238,100
217,252,100
1,264,86
1,264,96
261,268,99
70,271,100
11,275,100
183,275,97
1,277,100
1,280,78
95,299,100
2,319,31
170,323,67
200,357,82
21,378,79
52,385,92
245,385,95
391,398,93
248,408,100
127,418,99
414,436,7
238,464,76
353,468,37
419,473,100
238,474,100
82,476,46
405,492,15
268,501,61
298,503,75
475,510,39
269,517,97
305,518,54
368,521,99
329,543,89
357,545,37
349,557,94
373,559,100
213,569,100
375,572,43
179,576,62
274,591,77
386,597,13
486,603,99
600,605,71
260,606,100
439,616,73
597,633,100
381,638,100
609,641,100
435,643,68
287,669,53
648,676,44
523,700,100
342,706,91
444,707,58
379,715,100
664,719,96
624,732,99
613,736,95
518,738,72
401,750,61
614,758,100
443,760,74
447,770,69
756,776,100
590,780,100
603,803,32
795,806,42
724,809,100
484,816,100
780,817,100
836,850,70
576,855,27
478,858,67
862,869,100
870,876,88
805,879,97
568,904,90
660,904,74
805,915,100
659,942,83
710,942,65
783,943,100
745,944,88
638,971,92
815,977,100
840,979,82
736,989,94
942,989,100
716,1004,67
882,1008,45
912,1025,93
948,1033,87
886,1049,60
827,1061,86
781,1070,100
715,1078,100
985,1079,61
908,1082,93
816,1083,48
839,1096,57
875,1101,43
921,1109,87
991,1111,92
1013,1124,20
965,1125,57
827,1131,11
842,1143,18
963,1147,99
932,1159,92
1002,1163,98
859,1178,20
1159,1184,22
1166,1190,100
998,1193,87
1140,1197,100
1115,1204,100
962,1222,99
1105,1235,99
1037,1243,99
1178,1249,100
1117,1250,74
1115,1256,73
907,1270,92
963,1281,96
1082,1289,95
1122,1290,100
1002,1295,93
977,1301,94
918,1305,95
1310,1319,7
1128,1321,92
1058,1327,83
1066,1331,85
1078,1331,100
974,1336,14
1301,1346,99
1060,1357,95
1201,1359,100
1026,1366,100
1340,1367,62
993,1375,61
1265,1379,54
1196,1380,40
1081,1381,28
1094,1383,66
1208,1384,11
1021,1395,96
1063,1416,52
1169,1432,50
1181,1439,52
1123,1449,100
1174,1449,99
1375,1451,84
1366,1492,68
1128,1494,96
1419,1495,75
1154,1497,56
1377,1510,100
1135,1513,56
1355,1514,99
1303,1531,100
1272,1554,98
1501,1555,56
1403,1566,100
1421,1566,90
1550,1573,99
1379,1583,98
1295,1593,37
1216,1598,35
1345,1598,84
1427,1608,94
1259,1619,83
1285,1630,91
1384,1644,94
1298,1656,69
1591,1670,82
1275,1671,99
1349,1713,84
1342,1718,41
1341,1719,92
1614,1725,100
1692,1733,61
1432,1747,94
1481,1747,85
1735,1752,99
1565,1758,100
1408,1784,62
1667,1802,21
1675,1810,87
1766,1824,88
1572,1850,71
1497,1855,50
1537,1862,81
1682,1864,85
1652,1877,86
1776,1879,98
1699,1894,100
1634,1906,39
1532,1911,92
1879,1916,97
1782,1923,96
1621,1927,41
1560,1932,44
1797,1941,55
1918,1941,38
1725,1958,98
1860,1958,95
1608,1959,37
1625,1960,100
1930,1960,38
1632,2000,85
1654,2000,93
1678,2000,100
1690,2000,99
1700,2000,95
1762,2000,96
1786,2000,94
1845,2000,97
1857,2000,95
1882,2000,11
1906,2000,37
1908,2000,90
1932,2000,92
1936,2000,17
1948,2000,80
1949,2000,100
1962,2000,83
1988,2000,98
2000,2000,14
