s_i,f_i,c_i
1,10,59
1,17,100
1,19,52
1,22,57
1,25,31
1,68,34
34,93,93
1,101,65
1,103,75
50,135,76
12,136,100
1,144,97
1,147,100
1,157,6
13,159,43
1,167,67
29,179,100
163,182,89
1,203,13
45,210,62
1,224,98
218,246,20
191,247,95
191,249,50
212,250,1
129,260,97
79,275,91
290,301,2
96,303,51
230,308,62
230,312,94
128,334,83
36,336,88
301,338,80
1,360,89
196,388,29
301,397,40
142,401,96
28,405,14
348,405,68
313,411,84
148,414,98
261,423,100
362,477,55
213,481,100
491,511,100
497,517,58
403,519,27
135,520,75
187,522,85
511,525,88
484,526,94
242,546,84
399,546,20
438,562,100
378,589,75
431,598,98
278,603,100
452,614,100
264,618,100
339,634,82
322,635,100
591,639,100
574,640,96
613,644,80
362,647,79
483,652,97
376,657,80
580,663,51
517,681,87
650,682,3
664,711,100
392,712,96
448,715,60
385,716,100
568,720,92
534,743,100
746,751,28
536,755,100
757,771,100
589,774,73
474,776,38
413,779,75
525,796,53
786,802,76
742,804,100
578,813,54
790,818,72
726,831,100
783,851,100
784,860,99
510,871,100
859,872,74
852,878,81
622,886,98
712,887,88
726,901,13
640,917,52
766,924,61
905,928,100
905,942,12
934,949,81
592,951,41
642,952,56
844,956,67
732,959,86
704,967,64
606,968,42
643,982,98
611,986,100
924,996,100
750,1016,91
778,1017,76
904,1018,99
746,1019,90
760,1029,80
636,1031,100
1017,1031,70
825,1042,99
763,1043,61
762,1047,95
742,1050,10
673,1066,99
903,1074,53
697,1080,83
907,1088,68
815,1093,100
1040,1095,99
755,1104,93
1047,1105,96
878,1114,58
1030,1116,70
797,1119,79
819,1129,86
1087,1142,100
780,1168,97
1168,1171,100
806,1172,99
1070,1174,100
1129,1190,92
1160,1191,87
1156,1195,61
939,1209,2
1011,1223,100
1143,1227,38
842,1233,100
1230,1234,96
1025,1249,99
1028,1263,99
1091,1263,92
1061,1268,96
1007,1290,1
1128,1298,100
979,1311,80
1161,1327,100
1178,1327,94
1243,1348,57
1036,1413,88
1120,1419,72
1346,1420,22
1306,1421,99
1103,1424,79
1313,1426,15
1325,1428,69
1060,1441,79
1130,1452,94
1141,1452,90
1174,1455,50
1140,1467,17
1153,1470,94
1264,1479,100
1477,1490,16
1202,1497,89
1121,1504,100
1305,1504,52
1171,1512,90
1172,1514,21
1270,1528,100
1321,1535,100
1375,1548,100
1278,1558,85
1413,1578,25
1469,1579,92
1305,1589,99
1351,1597,25
1554,1603,62
1330,1606,29
1357,1611,51
1233,1632,53
1240,1639,72
1364,1656,100
1610,1664,100
1638,1665,100
1400,1668,73
1297,1681,94
1575,1686,90
1572,1690,79
1390,1694,98
1347,1700,100
1686,1700,100
1341,1722,98
1484,1723,5
1628,1725,100
1661,1738,97
1705,1742,88
1403,1757,98
1752,1781,100
1720,1785,40
1713,1797,83
1525,1801,53
1434,1804,59
1635,1809,59
1521,1821,97
1711,1822,57
1831,1842,86
1618,1848,99
1802,1864,81
1639,1870,48
1854,1874,86
1821,1889,36
1882,1890,98
1505,1891,22
1560,1900,100
1610,1904,99
1602,1917,99
1651,1922,96
1776,1922,59
1864,1922,67
1918,1923,100
1660,1937,100
1609,1938,10
1581,1940,50
1936,1949,86
1901,1953,32
1603,1956,83
1842,1964,55
1831,1965,99
1650,2000,82
1658,2000,71
1714,2000,27
1745,2000,100
1776,2000,34
1792,2000,100
1794,2000,15
1868,2000,76
1869,2000,79
1886,2000,32
1924,2000,52
1934,2000,84
1982,2000,100
