s_i,f_i,c_i
1,5,59
1,6,3
1,37,70
3,42,91
1,50,33
1,51,100
48,70,100
1,79,68
1,102,96
28,164,88
121,179,76
1,187,91
2,202,28
106,204,100
122,211,100
204,211,62
1,223,92
155,227,64
51,249,100
121,252,100
230,269,63
1,280,69
245,280,100
110,292,91
288,297,100
252,303,15
196,305,100
222,310,81
108,311,96
198,320,82
52,321,62
294,328,94
127,334,100
113,357,100
85,360,53
364,372,99
261,376,51
255,380,43
244,381,96
338,384,65
117,388,34
228,388,96
261,390,76
313,390,100
114,391,97
84,402,93
237,403,63
103,413,90
211,419,15
346,422,4
417,425,87
265,428,84
393,429,87
131,432,100
381,436,88
411,437,44
185,446,58
142,448,99
313,463,91
129,465,88
147,499,77
274,500,92
216,508,51
208,509,70
396,512,64
392,514,100
264,525,100
274,525,98
474,527,84
404,546,95
382,553,100
315,559,91
268,565,62
596,596,55
230,602,98
278,605,81
215,606,100
612,621,19
481,633,36
368,636,97
631,636,40
573,642,95
521,655,10
324,661,89
289,665,80
333,667,99
516,679,100
502,680,62
370,683,95
566,714,55
357,715,88
532,723,99
742,745,95
362,755,73
628,763,89
704,769,91
547,772,72
706,788,96
771,796,97
550,798,31
455,801,15
756,815,100
452,816,100
630,819,81
579,820,100
745,824,68
801,841,100
549,847,100
623,851,100
530,855,100
722,878,100
789,880,100
514,889,100
617,895,70
836,899,52
750,902,99
899,918,78
786,932,56
647,933,98
538,935,67
663,944,100
742,947,99
770,954,71
646,963,97
665,975,89
790,976,44
802,1011,75
747,1015,65
663,1019,97
986,1022,38
870,1026,100
787,1036,51
792,1043,59
886,1050,73
744,1051,19
834,1051,84
810,1055,100
716,1060,100
754,1060,89
803,1068,100
746,1079,67
728,1081,79
892,1102,100
1069,1105,72
868,1106,72
914,1107,92
1088,1111,100
936,1116,87
1040,1120,98
894,1128,98
947,1128,100
1037,1147,9
797,1149,93
1125,1161,86
1064,1175,45
973,1183,14
1107,1213,39
1032,1216,63
1072,1221,92
928,1240,61
858,1241,100
863,1245,85
883,1253,100
876,1258,94
1078,1263,79
1042,1278,45
1232,1281,100
1181,1287,17
1082,1294,70
1031,1297,100
994,1303,97
1234,1340,69
1281,1344,88
1067,1345,93
1312,1345,40
1309,1353,100
1360,1363,96
1079,1369,19
1214,1369,85
1301,1371,79
1220,1377,12
1010,1406,98
1029,1411,68
1064,1414,69
1270,1414,18
1143,1425,97
1178,1436,100
1409,1439,86
1338,1441,97
1305,1451,92
1145,1458,100
1355,1460,100
1365,1472,99
1228,1476,71
1279,1479,12
1308,1489,95
1391,1500,76
1384,1510,97
1134,1525,100
1299,1557,81
1348,1563,57
1381,1570,55
1258,1601,50
1481,1603,80
1348,1611,58
1560,1673,97
1634,1676,98
1445,1677,100
1358,1681,100
1300,1682,100
1370,1691,100
1475,1691,95
1334,1692,100
1449,1698,10
1354,1706,87
1391,1726,100
1646,1727,35
1562,1741,75
1737,1744,8
1645,1755,93
1660,1763,86
1718,1773,83
1685,1802,90
1516,1807,10
1472,1811,99
1478,1823,72
1495,1827,100
1586,1835,98
1561,1843,82
1758,1853,20
1709,1855,60
1759,1908,100
1768,1919,64
1779,1941,70
1766,1944,69
1593,1948,53
1804,1969,13
1709,1972,68
1715,1978,87
1658,2000,99
1711,2000,82
1830,2000,100
1847,2000,88
1862,2000,81
1924,2000,100
1940,2000,100
1952,2000,59
1988,2000,30
2000,2000,81
2000,2000,83
