s_i,f_i,c_i
1,10,69
1,81,44
100,101,5
66,104,100
1,121,100
74,133,90
1,139,39
147,166,92
95,167,41
1,172,40
1,201,99
1,208,98
1,231,91
67,244,93
204,264,69
253,268,61
91,289,6
224,289,99
236,291,95
150,293,99
101,300,100
286,302,62
43,305,98
1,308,87
127,320,38
258,322,98
160,329,100
290,333,100
79,334,80
172,336,82
325,341,84
94,346,44
49,347,84
301,363,100
352,372,100
265,373,30
175,375,47
230,383,91
307,393,99
277,396,48
2,399,55
227,400,11
248,409,100
133,418,83
376,419,33
67,421,72
79,426,44
348,428,65
362,430,96
430,445,75
126,446,100
301,453,88
231,458,23
143,465,86
215,479,100
489,496,80
185,514,24
219,521,93
206,523,67
157,536,71
249,536,79
520,540,100
477,541,99
202,543,98
246,552,59
336,556,69
189,571,79
357,588,100
592,609,63
297,615,98
475,622,96
393,646,95
539,646,96
640,646,90
354,652,29
435,655,95
480,655,97
648,657,20
393,670,100
670,670,100
456,671,100
565,676,100
472,677,81
312,692,80
483,703,80
367,716,89
521,720,100
603,726,100
335,733,84
669,747,97
571,754,99
564,760,66
401,764,66
650,794,96
711,815,88
795,821,77
648,826,99
821,830,84
791,839,88
588,841,81
637,841,67
800,846,100
746,847,98
507,855,99
491,871,88
788,885,100
722,898,82
761,941,46
669,943,95
751,970,100
579,971,28
791,976,59
860,983,76
885,985,97
887,1011,98
759,1017,92
673,1031,100
1004,1031,16
1015,1034,97
957,1038,100
938,1039,5
912,1042,99
850,1044,82
933,1045,77
1035,1053,43
769,1056,78
727,1081,67
709,1083,55
830,1092,96
843,1096,82
823,1097,100
832,1107,97
840,1111,48
761,1112,89
1000,1115,100
969,1133,98
861,1149,92
932,1153,32
1134,1169,100
1041,1200,97
1108,1219,32
872,1220,98
1085,1234,18
1100,1235,86
1226,1236,97
1108,1238,85
1091,1244,38
855,1254,86
1211,1260,66
995,1270,19
1148,1272,96
1255,1276,92
1217,1293,1
1075,1298,14
1207,1302,80
922,1318,77
1068,1331,96
958,1334,41
1343,1355,100
1144,1369,96
990,1375,100
1039,1388,84
1379,1389,65
1155,1396,80
1341,1396,98
1074,1404,94
1095,1411,97
1080,1413,90
1437,1442,96
1401,1444,73
1382,1448,94
1375,1450,86
1196,1461,100
1247,1461,56
1431,1468,91
1292,1471,63
1501,1512,99
1334,1523,56
1227,1529,100
1419,1536,50
1349,1537,100
1482,1562,10
1204,1580,73
1337,1588,80
1545,1589,100
1350,1591,50
1202,1594,100
1592,1604,42
1602,1612,92
1460,1620,88
1421,1621,100
1294,1630,100
1429,1630,90
1248,1638,95
1448,1639,71
1265,1641,17
1644,1653,66
1559,1656,100
1360,1667,64
1451,1692,100
1368,1696,88
1511,1706,12
1613,1708,99
1386,1710,76
1501,1732,54
1454,1739,89
1647,1769,50
1590,1770,100
1475,1775,100
1467,1776,95
1787,1801,99
1600,1822,81
1517,1843,100
1671,1845,72
1837,1858,95
1680,1864,91
1764,1879,99
1540,1903,11
1898,1904,93
1698,1910,88
1686,1913,100
1751,1932,52
1793,1936,43
1690,1938,97
1577,1951,75
1897,1952,96
1673,1954,43
1745,1955,97
1758,1965,93
1604,1971,56
1868,1971,86
1748,1973,87
1958,1975,83
1922,1983,100
1951,1997,30
1679,1998,100
1739,2000,18
1742,2000,35
1746,2000,88
1781,2000,94
1856,2000,93
1929,2000,92
1936,2000,27
1965,2000,51
1965,2000,87
1992,2000,95
1993,2000,100
2000,2000,76
2000,2000,91
2000,2000,100
