s_i,f_i,c_i
1,1,86
1,1,88
1,22,79
40,41,88
1,49,97
4,57,92
14,67,94
29,100,100
1,106,100
86,125,100
59,135,83
1,149,45
1,149,99
50,156,24
100,175,36
1,177,65
101,203,83
156,228,34
47,255,71
1,258,100
143,296,18
297,298,72
241,319,100
129,325,98
1,326,100
245,334,8
252,334,100
1,335,100
86,338,100
121,341,91
279,341,100
221,348,73
265,353,93
1,360,82
1,367,58
280,387,61
1,397,97
42,401,96
177,407,42
233,408,100
117,409,63
352,415,98
323,419,79
408,425,86
180,442,94
323,453,66
333,453,83
334,467,80
230,472,71
281,483,73
121,489,86
464,502,65
302,507,35
417,509,27
437,511,86
393,513,2
446,513,92
244,517,98
338,527,96
523,535,100
255,552,15
306,557,89
475,564,100
528,573,15
511,581,100
285,593,100
440,602,78
524,612,100
445,619,100
263,623,26
231,624,100
621,628,87
508,629,72
463,632,93
493,632,50
599,640,64
539,645,84
292,655,93
650,655,72
596,656,42
532,672,18
559,677,96
284,680,78
347,683,100
378,718,100
640,726,100
561,737,97
501,743,68
365,746,81
540,748,79
610,758,55
572,768,100
741,768,99
647,785,100
479,793,99
606,796,66
702,796,20
463,825,97
701,828,100
531,829,100
732,830,99
799,833,13
798,839,57
781,860,100
706,907,79
600,910,64
563,921,51
909,925,97
631,931,16
913,940,100
681,948,98
836,958,100
760,961,100
565,964,95
782,972,92
887,982,75
749,983,100
849,994,52
767,1010,34
914,1014,64
992,1016,90
913,1024,100
712,1029,100
961,1034,15
831,1036,100
748,1050,35
695,1055,100
675,1069,84
1085,1089,33
1057,1117,42
1079,1117,60
896,1127,62
795,1132,20
1106,1137,89
1022,1153,100
886,1159,93
1026,1169,99
1059,1189,99
982,1199,69
858,1202,94
881,1223,78
1145,1233,54
1132,1245,46
1103,1248,61
1221,1284,100
1099,1286,100
1157,1289,100
934,1302,100
1095,1303,98
960,1305,50
1268,1307,88
1157,1319,99
1307,1325,100
1319,1327,44
1331,1360,97
1131,1403,95
1271,1404,40
1336,1404,78
1091,1418,74
1414,1419,83
1382,1424,92
1379,1435,100
1130,1444,73
1275,1459,70
1141,1466,50
1107,1472,72
1117,1475,96
1442,1479,56
1312,1481,94
1315,1484,76
1331,1496,100
1418,1531,58
1229,1535,100
1502,1544,100
1225,1546,82
1396,1551,60
1436,1556,100
1335,1558,54
1311,1562,98
1464,1576,70
1525,1590,79
1354,1592,99
1264,1608,99
1599,1608,100
1469,1621,68
1315,1622,100
1619,1638,100
1271,1639,17
1618,1641,99
1246,1645,100
1573,1647,100
1604,1650,62
1505,1661,92
1488,1663,36
1331,1668,80
1556,1669,100
1591,1689,74
1387,1697,64
1387,1697,93
1579,1699,83
1551,1719,66
1576,1727,95
1362,1735,27
1746,1755,50
1668,1777,100
1741,1778,80
1503,1779,100
1669,1786,86
1586,1799,17
1582,1806,94
1693,1810,100
1736,1812,100
1719,1819,100
1433,1821,100
1627,1823,99
1622,1836,100
1471,1840,100
1531,1857,55
1755,1864,60
1714,1866,99
1513,1867,95
1863,1867,52
1755,1872,54
1683,1882,85
1788,1889,96
1708,1906,80
1828,1908,92
1792,1911,82
1551,1938,92
1740,1941,90
1901,1941,73
1773,1972,64
1905,1977,83
1850,1979,48
1950,1985,44
1853,1990,100
1699,2000,54
1738,2000,96
1746,2000,100
1762,2000,86
1772,2000,38
1780,2000,10
1783,2000,81
1785,2000,28
1812,2000,100
1859,2000,97
1876,2000,12
1998,2000,96
2000,2000,99
2000,2000,100
