s_i,f_i,c_i
1,1,48
1,1,75
1,1,99
1,1,100
13,28,19
1,102,92
1,119,98
1,143,88
1,157,5
164,168,74
39,171,98
1,172,46
1,174,99
115,186,84
114,188,35
75,191,94
140,192,57
1,215,4
18,220,100
38,224,88
125,257,47
1,258,79
43,274,89
61,293,82
45,294,43
87,301,81
264,310,100
1,322,94
84,329,100
136,331,3
287,344,98
338,346,91
339,346,91
240,362,25
270,367,98
1,374,99
4,380,100
161,386,17
321,390,100
302,398,18
336,404,70
335,405,100
202,410,99
220,421,89
174,424,17
203,430,65
152,445,50
367,446,96
136,447,97
276,449,90
199,461,100
150,463,86
335,466,73
355,466,97
235,468,94
121,470,87
345,482,98
478,495,96
146,503,33
392,513,100
497,519,92
270,522,100
464,532,100
525,543,31
243,546,94
166,559,25
374,563,67
232,567,88
480,568,99
554,571,77
184,576,96
414,580,100
519,583,85
471,588,58
336,609,49
526,612,42
278,618,90
402,624,76
613,628,96
394,635,50
598,641,23
637,658,95
270,666,100
622,707,19
453,719,100
332,727,100
665,737,93
492,745,34
576,747,98
441,762,100
379,766,92
400,778,54
437,782,95
490,790,52
442,795,94
421,802,11
451,828,96
774,838,100
494,842,90
612,852,28
720,855,76
478,856,94
621,857,7
483,859,98
653,876,89
532,880,98
860,882,92
769,884,69
696,892,11
834,904,41
578,905,56
854,909,65
686,912,99
772,919,100
645,921,67
614,936,7
801,941,72
912,944,97
828,969,97
586,970,100
928,977,100
772,1004,100
728,1027,6
869,1037,1
815,1066,100
904,1082,100
976,1093,65
915,1095,100
1096,1098,100
708,1101,47
1022,1101,100
869,1142,100
1043,1144,1
935,1150,67
1063,1156,100
824,1168,28
928,1171,77
823,1183,100
817,1184,54
1054,1194,85
995,1195,98
1027,1195,100
1036,1203,98
1089,1203,100
1026,1210,77
1093,1210,29
1117,1213,100
1187,1215,100
1177,1216,47
1001,1234,98
998,1237,100
1183,1244,100
1128,1256,100
966,1262,100
1103,1262,34
971,1266,58
1128,1270,100
1057,1272,73
925,1310,100
943,1313,52
1032,1318,41
1200,1322,85
995,1332,17
1033,1337,57
1151,1351,67
1159,1354,18
978,1357,37
1055,1364,100
1239,1382,100
1175,1392,91
1336,1411,96
1114,1417,87
1169,1429,97
1429,1436,94
1190,1464,99
1267,1482,88
1470,1489,100
1322,1490,99
1248,1491,100
1443,1505,10
1263,1533,64
1273,1540,94
1271,1557,97
1530,1561,98
1275,1564,85
1388,1572,100
1249,1576,86
1305,1588,90
1346,1609,96
1375,1618,52
1535,1623,59
1309,1630,100
1561,1643,73
1609,1655,34
1610,1656,67
1486,1664,68
1641,1667,47
1297,1696,89
1526,1696,100
1407,1716,95
1648,1719,97
1515,1720,92
1342,1725,89
1654,1729,94
1398,1755,100
1574,1760,25
1754,1764,80
1547,1768,87
1453,1769,100
1539,1786,100
1781,1804,2
1738,1809,32
1728,1811,85
1746,1811,37
1620,1816,99
1633,1817,1
1493,1833,58
1654,1835,100
1757,1839,18
1809,1843,67
1776,1846,93
1787,1852,64
1758,1860,90
1700,1870,38
1797,1879,87
1819,1895,91
1833,1898,87
1529,1920,100
1670,1922,81
1924,1931,97
1754,1942,80
1777,1947,22
1863,1947,83
1650,1948,98
1629,1954,1
1949,1968,57
1892,1976,90
1865,1995,32
1750,1997,100
1658,2000,97
1669,2000,55
1719,2000,93
1758,2000,83
1767,2000,45
1815,2000,67
1825,2000,62
1866,2000,100
1911,2000,99
1960,2000,83
1977,2000,98
