s_i,f_i,c_i
1,1,26
1,4,31
3,4,100
1,5,79
1,11,65
38,42,100
6,44,90
1,55,81
13,55,87
48,65,15
5,107,70
6,107,66
86,113,42
87,117,35
1,118,91
89,129,90
121,129,59
79,133,78
65,136,83
96,143,72
1,161,66
55,175,92
54,224,61
26,225,21
103,231,99
17,235,89
226,237,100
240,249,100
1,251,77
93,256,100
23,278,52
1,282,99
1,285,17
244,297,84
38,299,100
94,311,83
1,324,99
46,349,32
1,350,25
163,354,100
200,384,100
165,386,74
22,390,68
241,391,54
206,399,97
121,403,19
338,425,99
147,434,95
188,449,57
128,452,99
253,456,13
360,466,62
97,467,84
279,467,100
206,493,100
361,505,59
156,508,99
369,536,99
172,542,100
350,546,98
259,552,49
403,552,1
296,559,100
401,564,100
390,565,96
215,570,100
436,576,94
303,587,7
227,590,81
540,601,94
579,604,94
347,608,47
428,611,100
549,624,99
439,674,97
552,674,100
594,678,95
330,705,1
390,732,98
505,734,90
434,742,100
621,743,94
399,751,100
624,774,70
504,801,90
667,808,79
543,816,100
475,832,99
657,838,17
663,839,100
720,841,100
747,844,19
482,850,82
785,861,52
808,863,100
583,872,99
760,884,51
582,892,98
840,901,94
663,925,97
709,930,68
651,942,96
754,948,90
609,955,39
584,966,66
932,966,95
927,967,99
935,991,100
874,996,90
629,999,99
681,1018,100
863,1028,86
765,1032,69
953,1063,100
1028,1081,9
932,1089,12
980,1109,93
978,1114,93
872,1116,100
1066,1121,96
868,1144,97
1108,1144,86
790,1146,91
1042,1148,80
994,1174,89
1042,1179,92
937,1195,43
808,1199,100
880,1199,59
1106,1204,88
1139,1210,99
923,1215,77
852,1219,100
1090,1223,100
1164,1234,4
883,1237,99
1165,1237,33
894,1244,100
1162,1245,26
1139,1252,42
873,1261,96
872,1262,94
1084,1266,97
956,1269,99
959,1271,18
1234,1274,60
1245,1280,82
1177,1281,12
1156,1286,65
1271,1291,88
947,1293,100
977,1298,100
1000,1298,87
1031,1298,100
1193,1302,88
925,1304,86
1077,1305,87
946,1323,100
1285,1324,97
1062,1325,74
1279,1347,72
1092,1356,89
1017,1357,45
961,1360,100
1254,1373,100
1258,1390,98
1172,1394,88
1224,1399,100
1152,1403,98
1311,1403,100
1266,1419,48
1065,1421,40
1295,1423,100
1298,1427,100
1145,1432,82
1267,1434,79
1313,1434,32
1207,1445,42
1365,1445,74
1306,1447,89
1132,1456,85
1230,1459,21
1317,1472,83
1306,1484,94
1313,1491,95
1288,1493,100
1251,1506,99
1526,1526,88
1239,1541,17
1180,1551,97
1291,1563,54
1432,1564,14
1244,1591,98
1457,1595,88
1576,1596,97
1248,1597,91
1557,1597,6
1367,1603,99
1402,1611,76
1424,1615,94
1410,1662,57
1649,1668,89
1419,1681,98
1374,1686,91
1586,1703,100
1614,1709,71
1689,1724,50
1511,1726,87
1702,1730,38
1394,1734,99
1512,1739,99
1731,1739,98
1553,1740,71
1472,1750,71
1581,1756,99
1618,1776,100
1386,1782,100
1387,1782,63
1571,1782,94
1617,1786,71
1603,1793,35
1500,1805,97
1490,1807,91
1477,1828,80
1795,1841,45
1754,1845,100
1467,1849,68
1698,1855,81
1498,1859,97
1466,1863,100
1517,1876,99
1483,1881,98
1658,1895,81
1783,1921,57
1619,1929,60
1895,1949,41
1935,1954,98
1822,1956,100
1866,1971,100
1601,1972,100
1718,1982,65
1673,2000,70
1720,2000,98
1729,2000,41
1777,2000,52
1787,2000,100
1799,2000,99
1901,2000,95
1964,2000,71
1984,2000,78
