s_i,f_i,c_i
1,1,86
25,85,7
35,86,100
1,92,9
29,92,97
1,107,36
51,122,46
1,132,57
114,139,7
1,151,99
134,156,96
112,173,99
1,192,99
1,208,99
162,210,61
163,213,92
15,254,100
158,277,84
1,303,95
1,306,100
224,308,86
66,309,100
317,322,100
21,333,97
247,342,90
212,344,91
314,349,8
66,351,95
222,356,91
323,363,100
90,376,92
352,384,100
57,405,98
266,405,66
128,410,20
394,421,92
187,427,65
327,431,27
331,433,95
46,434,23
235,437,100
392,443,92
279,451,100
309,453,100
448,453,86
447,456,81
194,469,52
256,483,17
386,489,79
318,494,88
223,505,38
182,508,71
300,508,96
206,509,79
402,513,100
142,525,47
160,528,57
182,529,100
527,532,36
314,552,92
343,554,37
532,589,100
325,606,68
381,608,77
422,609,47
428,609,2
466,609,96
300,612,92
493,612,100
393,617,100
344,625,100
250,634,99
338,639,99
397,642,100
299,657,44
608,708,99
635,723,39
660,723,60
493,728,83
368,733,55
527,734,94
478,751,98
488,761,75
461,779,93
769,788,63
615,792,21
450,804,39
459,808,100
738,810,99
545,838,44
820,841,64
674,857,90
583,859,19
467,864,100
581,873,100
755,874,93
504,875,65
728,875,100
711,882,96
641,895,85
621,896,99
699,911,47
874,912,77
599,914,52
596,918,12
700,937,54
700,949,88
748,969,39
839,980,78
636,989,94
827,995,83
619,1003,95
943,1007,47
927,1014,4
842,1038,33
875,1041,100
911,1047,98
1034,1059,44
830,1065,21
1063,1081,68
711,1098,100
831,1103,100
1107,1108,96
1088,1109,46
1002,1118,86
862,1123,20
899,1132,77
960,1134,100
851,1141,95
766,1149,100
884,1155,84
778,1161,99
1129,1163,88
884,1177,99
1006,1182,21
1016,1212,100
1046,1215,92
945,1217,100
872,1218,93
1185,1235,35
861,1236,80
1217,1240,99
1073,1241,8
1012,1271,54
908,1279,89
959,1280,91
956,1285,100
981,1301,20
1210,1306,100
1009,1317,61
1273,1326,99
975,1329,100
1111,1334,23
992,1338,74
1102,1343,36
1126,1351,88
1260,1372,98
1023,1380,100
1277,1400,100
1147,1408,97
1044,1410,93
1169,1413,100
1170,1437,100
1350,1439,90
1438,1442,95
1285,1483,58
1385,1492,100
1442,1497,96
1437,1498,100
1388,1512,96
1248,1514,95
1170,1516,55
1396,1519,57
1422,1519,30
1369,1530,82
1335,1539,30
1376,1554,56
1445,1562,82
1517,1567,99
1246,1571,23
1319,1579,93
1461,1579,100
1471,1589,35
1396,1620,95
1440,1628,58
1383,1635,66
1249,1637,70
1503,1638,74
1572,1654,72
1649,1664,30
1384,1680,79
1629,1707,55
1596,1718,100
1408,1732,100
1388,1744,58
1586,1750,95
1746,1753,98
1749,1788,77
1788,1799,95
1485,1803,98
1613,1837,82
1500,1838,73
1568,1844,87
1618,1845,89
1619,1849,100
1636,1855,45
1511,1856,86
1580,1866,40
1707,1868,100
1593,1884,68
1500,1885,17
1528,1897,77
1695,1904,33
1754,1907,90
1582,1918,94
1899,1927,100
1864,1936,98
1908,1937,88
1718,1943,67
1878,1943,56
1549,1946,14
1756,1969,97
1874,1970,46
1618,1975,78
1703,1988,2
1894,1997,31
1919,1998,76
1610,2000,99
1651,2000,100
1673,2000,69
1679,2000,56
1688,2000,67
1739,2000,30
1741,2000,60
1750,2000,93
1765,2000,100
1781,2000,100
1790,2000,15
1793,2000,52
1806,2000,100
1870,2000,100
1911,2000,38
1920,2000,24
1952,2000,93
1969,2000,99
1980,2000,100
1991,2000,81
2000,2000,80
2000,2000,85
2000,2000,93
