s_i,f_i,c_i
1,1,98
1,18,100
1,19,86
16,51,99
1,72,92
6,77,100
1,82,99
1,96,99
11,101,100
38,106,100
109,114,49
114,123,88
46,124,100
79,170,99
1,203,51
68,206,3
53,211,87
130,227,100
32,232,91
216,236,44
49,238,69
206,247,92
194,252,100
224,263,86
73,272,100
46,279,100
62,297,79
1,309,100
182,318,96
187,340,82
319,342,100
227,346,100
1,349,100
1,353,30
304,353,64
125,371,93
20,372,93
319,381,59
182,408,99
157,410,89
239,426,92
369,436,1
342,445,63
432,445,85
346,462,32
78,470,98
179,472,68
185,473,89
254,478,35
178,481,100
272,481,47
337,483,100
132,485,100
181,495,95
382,502,36
193,504,60
268,521,50
131,523,30
153,528,100
520,532,95
459,533,100
523,533,84
485,535,59
142,537,89
482,539,99
344,549,98
501,552,100
315,557,100
347,578,98
510,582,73
314,592,100
316,602,99
252,604,24
282,605,92
411,619,22
221,620,100
231,621,94
604,621,31
511,624,53
472,634,58
492,639,75
284,646,90
460,649,69
352,662,1
341,666,78
542,667,79
339,671,100
475,681,100
675,681,89
496,706,2
349,707,10
658,707,99
707,722,25
365,732,96
683,764,100
641,767,97
520,775,100
677,775,88
453,784,6
694,788,100
578,789,23
467,797,100
522,798,92
530,798,100
616,812,100
780,812,84
462,822,100
744,840,94
809,846,32
737,848,10
560,853,100
462,857,100
623,866,54
711,867,29
602,888,94
731,904,34
770,908,99
701,910,45
566,911,99
736,911,62
639,912,29
750,918,97
773,923,47
912,929,22
920,935,69
883,947,100
909,967,100
963,980,95
613,982,100
707,1018,96
941,1021,99
881,1027,100
696,1034,88
910,1034,100
924,1042,100
1030,1059,100
850,1073,98
1020,1074,50
976,1080,93
1050,1108,91
888,1128,100
825,1143,95
915,1149,68
1055,1165,99
984,1174,94
831,1189,12
938,1203,83
906,1208,57
925,1216,23
1062,1225,98
1067,1231,60
1106,1236,25
1155,1238,74
1208,1241,84
941,1248,65
888,1251,52
980,1260,92
1066,1266,59
955,1284,76
1018,1286,96
1175,1300,92
1188,1313,85
1049,1324,93
1327,1351,13
1051,1356,100
1070,1375,23
1168,1390,69
1349,1408,52
1023,1420,97
1092,1421,90
1129,1424,100
1156,1426,6
1323,1467,66
1403,1469,100
1398,1475,39
1117,1478,58
1276,1493,90
1114,1505,96
1129,1524,85
1293,1533,9
1339,1542,41
1319,1559,86
1196,1567,89
1239,1571,83
1257,1572,58
1366,1590,100
1538,1612,28
1248,1620,83
1490,1626,65
1411,1632,80
1247,1633,100
1340,1633,94
1648,1658,81
1314,1659,94
1411,1662,100
1382,1677,79
1618,1681,100
1442,1683,100
1399,1686,100
1619,1689,96
1599,1694,100
1452,1702,100
1319,1717,96
1444,1722,73
1507,1723,100
1607,1734,56
1637,1744,76
1747,1760,94
1527,1773,20
1435,1779,99
1472,1797,38
1405,1798,93
1705,1802,57
1710,1827,81
1563,1833,18
1642,1849,77
1824,1855,19
1644,1865,98
1814,1874,99
1648,1883,64
1509,1901,92
1641,1901,40
1783,1905,100
1847,1905,46
1516,1907,98
1830,1913,100
1820,1917,100
1699,1920,100
1541,1924,70
1554,1928,88
1887,1937,97
1812,1941,81
1882,1948,70
1756,1951,96
1642,1980,25
1606,1989,73
1774,1990,81
1668,2000,100
1672,2000,81
1695,2000,100
1746,2000,23
1766,2000,96
1775,2000,12
1781,2000,2
1785,2000,62
1837,2000,100
1838,2000,29
1892,2000,100
1918,2000,100
2000,2000,71
