s_i,f_i,c_i
1,1,41
76,100,100
34,111,100
92,124,88
1,129,94
6,134,67
102,141,100
41,150,51
103,152,4
1,167,100
1,177,100
2,187,86
167,190,67
103,204,38
1,217,95
109,238,100
1,249,100
76,249,77
1,250,100
1,263,54
195,292,99
142,297,88
98,306,100
180,320,66
304,320,91
327,337,97
1,352,59
195,374,93
257,390,97
102,392,95
86,401,98
234,427,35
135,431,90
160,437,96
343,453,94
345,468,78
302,470,100
331,475,83
413,482,35
373,491,40
357,494,47
349,497,33
231,498,99
317,502,100
393,504,63
370,511,84
509,513,100
260,516,100
306,528,99
252,534,91
324,538,60
360,552,43
559,565,97
210,569,99
501,570,99
538,573,100
299,574,99
575,575,78
403,588,94
451,593,48
537,602,74
393,613,100
394,629,100
440,637,90
434,638,44
426,661,77
506,683,100
539,684,24
627,697,100
347,706,96
609,708,73
545,713,98
506,715,68
634,715,87
387,726,77
589,740,97
444,742,98
734,742,58
710,758,70
511,759,97
763,764,37
538,773,88
670,791,56
398,794,81
741,823,81
575,826,100
548,832,98
734,833,1
713,836,100
561,840,34
835,840,80
737,844,100
697,877,100
856,884,66
712,885,100
793,890,78
606,904,100
748,908,99
662,909,97
697,914,76
565,915,92
853,915,73
537,919,100
893,923,99
645,934,81
579,937,28
870,937,99
753,943,100
689,957,100
653,962,100
874,965,91
814,1012,59
980,1013,99
735,1014,73
626,1016,18
654,1016,31
692,1021,3
857,1034,79
727,1039,99
705,1042,83
888,1043,100
773,1049,100
790,1057,91
766,1058,99
1020,1061,100
903,1064,30
959,1071,57
857,1074,30
871,1085,26
808,1090,95
1022,1090,2
894,1096,97
950,1098,49
850,1120,83
826,1127,48
833,1134,87
801,1146,74
1034,1156,77
970,1165,98
873,1174,74
935,1176,46
960,1188,52
1089,1190,99
841,1201,100
933,1205,46
1075,1211,78
1086,1220,84
1136,1223,6
970,1241,100
974,1243,21
1043,1254,34
1058,1254,98
1041,1255,75
899,1257,100
1253,1263,100
908,1265,25
1168,1276,93
1261,1282,83
1192,1284,94
1117,1298,86
1023,1305,66
1122,1310,21
1135,1326,67
1090,1335,100
1074,1345,86
1164,1350,73
970,1363,69
1027,1388,99
1108,1395,69
1170,1395,38
1042,1418,72
1244,1431,100
1133,1433,5
1310,1436,85
1348,1443,62
1423,1449,88
1257,1454,100
1399,1459,100
1250,1467,87
1350,1470,88
1387,1475,24
1409,1483,88
1456,1483,11
1174,1496,92
1355,1509,49
1172,1517,98
1488,1525,100
1371,1529,100
1167,1530,74
1315,1538,99
1144,1540,52
1344,1547,80
1304,1550,45
1413,1551,23
1304,1552,99
1538,1560,57
1456,1577,100
1279,1578,43
1403,1593,71
1205,1604,100
1505,1607,87
1357,1623,100
1526,1634,20
1423,1644,53
1535,1646,91
1643,1656,96
1530,1668,99
1433,1669,100
1636,1696,75
1541,1716,38
1520,1718,100
1600,1739,80
1481,1745,44
1662,1754,100
1379,1756,34
1437,1770,96
1627,1777,98
1470,1793,82
1405,1804,55
1491,1808,100
1771,1828,73
1736,1833,100
1671,1838,91
1787,1856,43
1889,1901,5
1544,1906,51
1850,1921,96
1579,1923,6
1854,1927,100
1872,1928,100
1874,1937,69
1731,1941,79
1921,1953,64
1745,1965,98
1762,1969,83
1859,1972,100
1674,1984,93
1860,1984,22
1974,1993,85
1666,2000,83
1739,2000,100
1749,2000,90
1792,2000,97
1825,2000,100
1849,2000,49
1870,2000,100
1899,2000,17
1973,2000,54
1976,2000,28
1987,2000,78
