s_i,f_i,c_i
1,1,46
1,1,99
1,3,55
1,51,100
1,70,73
45,130,87
52,141,67
1,154,57
1,165,100
97,185,100
45,186,100
132,192,1
153,198,89
1,216,99
147,217,62
116,218,6
11,224,76
1,230,100
1,247,20
231,261,100
94,272,100
1,273,9
170,274,100
1,280,93
34,280,10
1,282,39
1,312,31
137,312,63
1,313,76
125,327,97
1,333,89
314,334,100
99,355,98
9,357,99
99,362,100
216,365,97
203,381,4
84,386,77
244,398,100
121,402,46
82,405,100
284,412,97
100,437,100
59,456,98
284,461,69
381,470,78
199,474,89
126,484,100
134,487,92
152,499,95
216,514,98
412,521,64
474,532,36
366,540,99
498,540,100
262,584,72
463,602,53
209,606,99
252,617,100
525,622,14
574,643,100
557,644,68
566,655,100
296,665,95
339,667,77
494,674,72
421,681,100
640,681,57
561,683,14
353,686,96
392,692,63
511,692,77
446,693,95
693,712,66
548,715,96
514,720,45
642,735,49
364,738,52
644,744,84
695,752,44
546,771,32
623,780,98
506,781,100
688,781,100
505,787,74
598,797,100
406,801,66
729,804,100
564,815,68
649,820,92
806,821,88
737,847,98
735,850,75
701,860,60
649,862,86
472,863,88
693,877,100
775,900,98
512,903,100
876,908,97
894,922,26
700,923,26
883,923,18
584,958,17
901,966,86
813,979,99
588,987,18
772,992,33
893,1001,90
710,1009,96
793,1010,76
886,1015,100
1012,1020,36
933,1021,80
805,1029,42
869,1044,88
708,1052,26
998,1055,98
1022,1057,28
748,1059,100
824,1073,45
723,1078,33
971,1079,98
1071,1093,72
704,1101,49
854,1106,97
991,1107,56
779,1110,90
989,1112,20
1015,1114,97
808,1122,96
971,1124,42
1034,1131,100
820,1133,56
822,1133,28
780,1135,84
806,1142,98
1014,1146,87
1095,1147,88
1082,1164,100
1023,1169,100
1173,1174,100
1059,1183,41
936,1206,100
1016,1209,46
851,1215,57
1068,1227,59
836,1234,82
851,1242,100
1152,1244,60
885,1248,80
1011,1255,93
960,1264,94
1218,1270,92
970,1277,29
912,1282,57
898,1293,66
939,1297,100
1260,1304,87
1003,1307,55
994,1308,79
1196,1312,59
1075,1316,55
1010,1318,57
1264,1333,100
1269,1336,43
1173,1342,100
1042,1360,99
1360,1373,100
1320,1374,84
1062,1383,86
1030,1384,52
1232,1413,85
1047,1438,44
1184,1438,80
1085,1445,39
1377,1455,16
1144,1479,96
1445,1480,99
1480,1487,100
1402,1498,50
1193,1511,94
1170,1514,100
1268,1521,29
1482,1522,21
1211,1523,98
1448,1545,2
1417,1561,66
1344,1566,100
1564,1567,79
1238,1569,66
1535,1573,82
1422,1591,96
1564,1599,94
1544,1600,100
1559,1604,97
1266,1607,86
1354,1629,77
1568,1635,100
1419,1645,100
1356,1661,93
1343,1668,27
1626,1668,98
1412,1691,96
1677,1706,100
1595,1708,92
1719,1725,14
1390,1763,52
1613,1772,43
1687,1774,100
1531,1799,50
1808,1841,100
1527,1848,85
1690,1849,96
1733,1865,72
1830,1868,5
1495,1872,94
1813,1875,100
1546,1880,32
1768,1891,100
1599,1892,98
1722,1897,100
1634,1903,53
1722,1917,100
1531,1929,88
1921,1933,51
1605,1938,22
1899,1953,10
1611,1966,21
1796,1967,79
1667,1973,36
1618,1980,50
1973,1994,96
1622,2000,56
1629,2000,41
1687,2000,18
1689,2000,10
1743,2000,24
1826,2000,61
1828,2000,23
1893,2000,90
1907,2000,35
1923,2000,99
1982,2000,75
1994,2000,85
2000,2000,4
2000,2000,9
2000,2000,97
2000,2000,100
2000,2000,100
