s_i,f_i,c_i
1,1,86
9,9,94
80,80,92
1,100,99
49,103,100
1,112,32
1,127,46
43,134,98
1,148,50
3,172,91
1,184,100
98,192,83
76,219,94
1,223,100
1,244,97
137,249,82
31,300,55
179,304,90
53,311,100
42,338,100
78,350,100
351,359,100
274,363,51
126,382,13
25,383,96
217,397,51
308,399,13
199,406,100
139,407,100
364,407,100
406,410,77
153,411,39
202,445,37
213,446,98
57,452,27
192,453,97
251,454,94
104,463,86
220,482,100
370,482,35
251,497,96
152,505,70
491,505,63
363,507,81
230,510,50
126,511,98
313,511,43
251,514,100
430,514,79
317,521,21
466,525,46
172,526,97
438,544,55
220,551,73
322,556,100
433,564,28
381,565,100
259,575,100
184,579,70
483,587,100
246,588,32
331,599,47
399,623,98
386,627,60
569,643,100
619,645,89
481,650,100
502,653,89
410,660,100
486,675,100
506,678,100
542,683,68
417,690,21
529,696,66
663,700,53
491,704,28
554,730,100
388,738,100
582,739,48
588,751,100
626,755,98
611,762,36
383,765,100
547,773,73
556,784,99
421,785,39
516,795,91
507,799,63
579,808,57
513,810,35
435,811,99
623,813,66
826,826,19
614,827,95
603,838,13
741,843,100
698,861,99
635,863,53
834,881,100
524,897,100
554,898,100
633,900,100
864,902,92
803,912,66
851,928,54
539,931,88
900,932,98
665,947,64
904,949,53
631,953,100
859,961,100
750,967,88
793,977,20
841,977,23
791,988,14
719,1014,100
963,1028,98
1023,1036,95
955,1039,7
694,1041,72
856,1056,54
1024,1065,84
859,1069,18
713,1071,64
952,1073,91
873,1076,13
1024,1101,99
798,1102,96
947,1105,97
880,1106,90
908,1107,97
873,1118,71
775,1119,69
1113,1123,87
1052,1128,100
1034,1146,79
1134,1150,100
1120,1159,27
1067,1169,70
834,1174,42
1089,1192,58
1021,1200,79
842,1222,100
880,1238,74
880,1250,91
894,1269,100
1244,1281,94
1216,1301,73
1099,1302,97
1136,1309,83
1023,1326,100
1226,1336,100
1240,1336,46
1275,1349,34
1228,1358,91
1020,1364,30
1180,1369,19
1208,1374,100
1044,1384,97
1115,1385,100
1331,1390,34
1281,1392,99
1083,1394,98
1222,1395,36
1245,1399,92
1383,1412,87
1324,1421,45
1301,1439,100
1302,1446,82
1184,1448,55
1095,1449,48
1224,1452,30
1312,1462,100
1169,1468,96
1447,1478,100
1237,1479,92
1428,1482,55
1439,1488,95
1130,1498,100
1458,1505,64
1484,1509,6
1229,1511,100
1282,1523,20
1232,1531,100
1183,1556,100
1400,1567,85
1346,1568,84
1288,1624,40
1274,1629,85
1499,1660,51
1551,1660,85
1458,1664,100
1396,1669,95
1437,1681,19
1327,1685,97
1392,1696,79
1545,1725,97
1455,1729,99
1340,1730,8
1549,1737,91
1513,1740,20
1660,1741,87
1460,1750,96
1483,1755,57
1627,1773,72
1510,1786,4
1466,1789,84
1575,1801,43
1700,1810,45
1715,1810,3
1705,1811,93
1797,1811,92
1505,1813,97
1490,1829,100
1626,1837,96
1729,1864,100
1563,1869,65
1548,1880,100
1750,1884,4
1770,1889,97
1717,1893,67
1744,1899,91
1578,1900,100
1535,1904,100
1666,1917,37
1594,1921,48
1636,1929,51
1802,1943,100
1645,1955,82
1889,1960,56
1625,1972,100
1946,1974,96
1597,1978,100
1909,1980,99
1795,1986,53
1942,1994,76
1663,1997,100
1663,2000,91
1691,2000,24
1716,2000,99
1725,2000,99
1741,2000,87
1819,2000,9
1823,2000,63
1834,2000,87
1849,2000,91
1852,2000,100
1861,2000,72
1939,2000,74
2000,2000,95
