s_i,f_i,c_i
1,17,100
17,28,6
92,112,99
1,122,56
58,141,99
144,163,100
1,197,96
132,213,100
1,214,100
80,230,96
139,245,46
1,249,100
1,251,98
144,251,74
128,256,58
164,261,89
1,264,28
12,271,100
102,283,40
1,292,50
227,301,41
141,316,95
228,316,87
231,335,100
322,341,52
338,344,100
237,362,57
96,375,98
373,381,93
326,388,52
57,395,9
378,409,100
141,414,97
260,415,100
156,425,99
89,433,100
345,450,74
253,451,98
201,463,100
507,522,98
174,532,42
424,535,77
177,538,57
187,546,73
463,549,88
403,554,91
249,557,100
165,560,88
537,588,91
329,590,4
240,613,92
368,633,83
384,633,100
535,644,76
614,649,75
629,650,91
562,665,91
570,665,99
615,668,96
319,673,64
337,673,93
341,673,83
428,674,96
324,677,59
409,681,63
371,682,94
544,685,46
588,692,70
687,717,100
409,719,92
617,719,99
615,744,98
497,751,45
720,761,100
705,774,64
504,777,93
696,779,95
397,786,100
516,795,43
561,797,96
760,798,99
419,808,100
602,817,91
556,824,48
476,825,87
569,826,77
641,827,90
832,836,68
646,840,97
837,846,96
758,898,95
808,913,79
869,934,100
686,948,98
720,959,98
725,960,98
818,962,1
735,986,83
885,987,91
758,998,7
729,999,100
950,1006,97
655,1024,84
851,1027,88
774,1039,100
1009,1042,99
845,1045,100
924,1048,100
980,1048,82
915,1070,100
826,1073,100
947,1075,100
778,1079,89
888,1102,70
858,1112,75
1088,1112,87
904,1114,100
1099,1122,100
1044,1124,14
973,1128,100
997,1155,88
1081,1155,74
1068,1157,38
1052,1174,37
887,1178,97
934,1215,94
1105,1219,64
844,1232,98
842,1233,61
872,1256,100
935,1257,63
886,1262,84
1029,1263,100
971,1275,85
1073,1283,100
985,1284,84
1135,1288,100
1142,1292,98
1016,1295,89
1052,1295,100
940,1303,96
955,1317,100
1078,1323,68
1187,1329,100
1217,1347,84
1109,1368,92
1058,1383,75
1313,1385,84
1286,1397,99
1165,1408,100
1206,1420,100
1199,1422,87
1227,1424,65
1106,1448,30
1319,1450,71
1314,1457,59
1105,1458,91
1350,1462,81
1371,1466,79
1247,1477,94
1360,1488,85
1204,1490,14
1421,1492,76
1358,1495,97
1364,1507,12
1416,1508,100
1318,1516,91
1520,1523,32
1268,1524,98
1374,1526,100
1239,1528,91
1492,1545,100
1524,1550,81
1266,1553,91
1537,1554,80
1494,1557,100
1216,1564,68
1361,1564,96
1404,1570,100
1302,1574,81
1407,1580,11
1311,1586,100
1471,1591,83
1348,1595,100
1442,1599,81
1312,1612,57
1248,1615,65
1493,1623,37
1623,1631,50
1498,1633,98
1522,1640,98
1374,1643,75
1570,1649,100
1479,1650,100
1347,1672,99
1304,1675,100
1673,1693,74
1692,1694,21
1356,1701,47
1346,1706,100
1428,1713,77
1556,1713,100
1450,1717,51
1564,1726,99
1545,1730,65
1405,1738,10
1588,1739,87
1554,1751,87
1523,1753,100
1624,1758,91
1522,1765,99
1656,1766,100
1392,1773,66
1528,1791,30
1676,1795,50
1631,1810,100
1531,1814,48
1628,1816,8
1680,1826,100
1446,1828,19
1757,1828,61
1593,1850,98
1559,1857,89
1616,1869,19
1723,1869,100
1636,1873,87
1774,1874,100
1682,1877,5
1807,1901,89
1566,1902,78
1795,1905,40
1590,1915,79
1877,1918,100
1704,1929,99
1840,1930,98
1565,1948,100
1848,1950,100
1722,1958,100
1749,1970,14
1661,1983,13
1610,2000,79
1770,2000,45
1787,2000,94
1804,2000,100
1863,2000,97
1920,2000,34
1960,2000,100
1972,2000,44
2000,2000,35
2000,2000,39
