s_i,f_i,c_i
1,1,99
1,60,14
1,66,56
10,67,39
74,75,56
1,91,92
82,93,100
27,125,99
55,125,39
1,143,96
1,149,97
1,151,99
17,151,39
8,153,96
104,162,68
22,174,74
77,182,62
49,193,100
114,199,90
140,200,96
19,220,77
1,233,94
1,235,70
167,248,62
160,310,36
305,342,82
206,350,100
14,362,100
174,368,17
210,383,96
109,392,32
236,400,16
343,416,85
207,425,34
365,448,92
128,455,96
375,461,83
266,467,64
95,475,95
270,478,89
130,500,3
256,501,99
413,501,15
206,506,81
187,518,46
317,528,63
241,529,100
151,538,87
242,543,77
347,552,99
180,558,73
187,561,98
345,562,100
554,570,75
296,573,99
556,575,100
563,590,40
233,592,97
371,606,8
535,609,100
424,610,43
379,614,99
489,616,86
425,633,37
565,637,92
514,661,100
477,672,52
524,685,80
678,685,37
335,702,66
341,707,100
698,745,100
422,746,100
515,749,99
407,754,26
543,761,100
382,765,76
683,766,100
705,773,82
382,781,71
645,781,96
408,789,100
535,794,38
739,799,15
500,800,98
516,812,72
763,818,24
613,819,98
639,822,51
644,833,79
820,837,65
500,839,98
627,853,100
838,861,100
791,864,59
781,865,80
732,871,46
865,880,80
638,893,100
516,898,98
554,906,100
641,911,100
855,911,100
891,929,99
846,955,4
806,960,88
831,980,97
670,988,99
857,994,70
613,1001,31
932,1002,100
660,1006,87
744,1032,100
962,1045,38
782,1046,42
860,1046,60
783,1053,60
798,1063,95
920,1064,67
833,1073,64
931,1080,100
1082,1086,100
773,1089,84
765,1097,56
928,1101,96
742,1105,95
837,1117,85
873,1120,95
826,1124,99
1094,1128,43
924,1151,72
807,1153,97
967,1153,100
761,1158,15
1027,1178,100
1047,1193,97
881,1201,99
1033,1204,100
1060,1224,100
863,1230,76
1011,1232,93
1108,1236,60
1086,1237,94
1211,1270,100
1019,1282,4
919,1284,97
960,1294,14
990,1296,12
1080,1297,62
975,1300,72
932,1305,97
962,1306,41
1248,1329,90
1194,1338,46
1303,1338,100
1142,1358,17
1223,1358,1
1151,1361,100
1323,1373,42
1186,1388,10
1027,1402,60
1123,1405,72
1024,1407,71
1237,1414,72
1067,1425,10
1076,1425,33
1378,1433,92
1189,1436,79
1293,1438,100
1112,1443,97
1057,1453,97
1243,1455,100
1184,1468,46
1325,1470,98
1445,1470,63
1408,1476,34
1363,1481,99
1342,1482,67
1284,1483,35
1230,1484,34
1253,1488,3
1176,1489,98
1266,1500,16
1288,1500,65
1498,1501,100
1314,1510,96
1338,1535,100
1344,1551,88
1424,1555,89
1283,1576,70
1554,1578,30
1524,1590,65
1348,1592,44
1441,1593,100
1457,1593,100
1228,1599,10
1541,1612,100
1397,1616,71
1315,1624,73
1534,1626,100
1254,1627,57
1570,1633,41
1309,1640,100
1661,1661,82
1326,1662,100
1368,1676,100
1382,1678,64
1490,1680,100
1623,1690,100
1650,1703,36
1666,1724,2
1702,1727,100
1432,1731,63
1575,1742,99
1665,1744,72
1559,1785,30
1782,1786,100
1476,1795,92
1765,1798,100
1748,1800,59
1641,1809,100
1744,1813,3
1804,1827,19
1554,1844,67
1844,1857,82
1747,1860,73
1779,1885,25
1598,1888,14
1689,1897,79
1845,1907,58
1624,1935,48
1574,1936,74
1853,1938,99
1759,1960,4
1894,1962,77
1775,1967,58
1789,1975,100
1875,1985,69
1632,1993,92
1617,2000,99
1644,2000,54
1646,2000,99
1688,2000,99
1745,2000,94
1761,2000,90
1871,2000,96
1916,2000,100
1932,2000,100
1965,2000,92
1977,2000,90
