s_i,f_i,c_i
1,1,37
1,1,73
1,1,93
1,4,100
1,32,100
11,58,99
1,88,95
1,97,75
1,113,61
14,123,48
1,127,82
20,128,86
64,129,98
1,137,21
120,148,85
47,157,100
112,167,49
78,177,100
1,206,94
172,215,100
121,235,100
5,257,14
172,270,41
150,275,82
196,275,96
96,280,99
1,290,87
136,291,92
1,311,85
74,314,100
25,328,85
1,348,93
252,349,100
7,354,70
1,356,99
118,365,82
200,375,99
77,377,55
374,378,87
101,397,34
340,405,89
88,412,91
76,414,53
64,421,100
382,422,86
206,433,99
62,445,85
241,456,99
90,461,10
183,493,97
414,505,100
447,506,100
292,509,33
210,518,100
414,521,58
214,530,100
451,543,13
502,555,69
277,577,44
374,595,80
599,600,49
571,608,15
347,635,100
456,644,13
291,659,66
407,659,95
446,663,66
362,703,100
508,709,98
484,710,84
536,714,99
404,719,100
566,723,91
605,739,28
624,745,77
578,753,97
412,768,7
386,769,80
621,786,69
678,797,88
503,799,100
408,800,93
612,801,80
454,806,69
557,806,55
600,806,95
574,815,92
615,815,18
478,817,79
752,826,99
578,832,97
532,843,79
508,859,14
827,864,44
632,881,10
728,898,47
626,902,33
625,903,100
829,904,32
569,909,97
858,915,71
882,918,51
672,920,56
594,923,97
815,925,99
559,936,94
873,975,100
624,995,35
682,1006,97
638,1012,83
631,1022,98
1008,1025,78
713,1034,89
860,1035,61
989,1042,89
739,1069,100
831,1079,100
773,1080,84
879,1085,82
875,1114,81
1062,1150,92
788,1158,88
1114,1158,74
1112,1160,26
1007,1167,100
860,1173,36
889,1174,84
1019,1188,97
1102,1192,100
1053,1194,30
1095,1203,100
1151,1207,100
1060,1217,100
1070,1224,56
942,1247,100
1193,1249,92
1172,1256,85
1149,1258,40
919,1272,54
891,1288,38
1182,1289,75
1279,1293,42
991,1302,100
1077,1308,66
1277,1316,100
950,1318,92
969,1323,86
1082,1333,71
962,1338,71
1125,1342,100
1221,1345,63
1206,1353,99
1311,1366,100
1021,1378,89
1354,1388,98
1145,1391,100
1341,1391,100
1247,1395,30
1286,1399,14
1057,1403,53
1373,1460,26
1440,1460,99
1368,1469,92
1220,1471,100
1125,1472,97
1313,1476,72
1226,1480,100
1372,1483,92
1332,1485,60
1135,1487,100
1322,1494,75
1167,1500,38
1482,1502,9
1265,1512,92
1207,1516,96
1222,1528,47
1408,1530,28
1419,1551,97
1234,1554,97
1562,1564,91
1459,1566,100
1479,1575,53
1329,1580,41
1225,1588,70
1527,1588,76
1209,1590,90
1567,1596,32
1359,1630,31
1264,1638,95
1596,1638,100
1553,1650,100
1417,1658,10
1432,1660,100
1534,1671,83
1562,1671,100
1657,1678,61
1604,1684,2
1544,1708,97
1600,1709,39
1552,1714,14
1695,1718,99
1425,1720,100
1544,1727,5
1620,1738,86
1593,1753,100
1395,1758,92
1663,1768,97
1596,1773,80
1752,1802,16
1658,1806,90
1602,1812,96
1560,1817,93
1555,1830,89
1710,1834,100
1735,1839,100
1721,1840,59
1808,1841,2
1661,1842,48
1843,1852,8
1648,1856,97
1655,1858,99
1861,1862,98
1833,1870,99
1794,1882,100
1627,1895,86
1660,1898,100
1643,1915,100
1652,1918,100
1738,1919,100
1812,1922,100
1855,1948,100
1771,1964,95
1907,1975,9
1659,1977,100
1835,1977,92
1929,1980,54
1900,1989,100
1824,1990,23
1887,1999,81
1680,2000,55
1843,2000,64
1918,2000,100
1952,2000,100
1960,2000,71
1974,2000,13
1978,2000,61
1989,2000,10
1994,2000,21
2000,2000,90
2000,2000,100
