s_i,f_i,c_i
1,1,27
1,1,61
1,23,100
1,49,78
1,71,99
1,81,57
1,91,93
95,103,99
7,105,15
1,124,68
102,135,13
1,146,97
48,183,99
1,216,78
1,235,100
93,244,44
72,245,10
111,264,75
15,268,100
110,271,98
142,278,70
131,281,78
1,292,88
264,305,68
284,313,99
252,325,59
189,330,95
178,332,95
106,338,100
32,348,57
228,353,99
5,360,99
219,367,100
43,371,100
6,383,93
83,389,88
226,393,100
255,393,90
270,397,17
216,399,46
140,400,72
321,403,75
110,407,100
346,428,77
383,440,11
137,445,22
323,447,99
126,455,100
200,467,31
255,467,96
175,476,100
270,476,100
178,485,50
203,499,87
417,506,86
405,527,99
152,530,5
198,546,90
308,546,91
481,547,90
191,559,93
257,559,78
260,560,33
304,560,82
476,573,60
282,574,100
200,576,29
462,584,72
477,590,14
540,628,100
372,629,92
469,631,100
335,632,97
314,633,34
315,642,64
452,643,13
509,643,84
473,651,80
443,665,61
478,668,92
435,675,99
388,677,19
608,687,93
340,695,50
695,704,25
428,714,33
631,715,100
664,726,66
674,733,100
526,744,13
647,764,90
695,768,63
435,771,100
490,775,59
459,777,55
542,781,50
672,783,80
543,788,98
710,788,86
686,800,96
808,824,99
811,824,88
693,829,38
763,844,39
638,851,64
600,870,40
806,879,93
622,883,65
890,915,100
826,924,98
618,939,100
809,946,57
738,949,83
906,951,87
581,966,100
790,966,45
802,972,17
960,975,86
865,981,84
775,988,99
814,997,36
745,1009,97
963,1025,78
981,1039,35
711,1042,58
731,1049,99
798,1069,95
797,1070,69
817,1080,75
782,1116,99
796,1123,95
980,1129,94
798,1132,64
781,1137,95
936,1141,18
1012,1157,94
937,1168,61
889,1169,41
1070,1173,100
1163,1185,100
853,1190,95
1026,1195,47
1130,1202,96
849,1237,100
1024,1244,100
936,1262,19
1161,1263,34
894,1267,6
1178,1276,90
1213,1276,100
1268,1287,42
903,1295,86
1235,1300,100
1044,1320,90
1136,1320,86
1317,1337,89
1060,1342,38
1195,1348,6
1192,1354,100
1121,1357,27
1006,1360,15
1212,1374,100
1097,1381,2
1327,1394,76
1045,1412,81
1074,1416,100
1070,1425,99
1291,1447,33
1393,1456,100
1427,1465,98
1220,1478,81
1330,1484,82
1494,1498,99
1263,1507,98
1187,1520,95
1349,1521,3
1301,1523,63
1479,1535,100
1518,1537,100
1340,1543,14
1390,1548,98
1466,1548,93
1394,1549,100
1182,1556,1
1349,1574,99
1224,1599,100
1544,1603,100
1346,1607,72
1389,1607,87
1448,1618,100
1610,1621,99
1517,1642,100
1382,1644,33
1524,1647,97
1442,1656,99
1391,1658,47
1325,1659,43
1629,1670,60
1520,1678,100
1355,1681,80
1560,1681,78
1660,1685,44
1381,1697,99
1596,1708,86
1594,1712,50
1554,1716,24
1422,1717,100
1560,1717,89
1626,1722,56
1589,1723,63
1546,1729,37
1611,1752,97
1534,1753,71
1385,1754,75
1570,1754,99
1759,1767,100
1458,1795,98
1532,1799,88
1574,1805,55
1672,1807,100
1577,1815,88
1609,1821,73
1474,1833,97
1445,1843,100
1846,1851,87
1705,1852,51
1816,1863,100
1811,1880,65
1628,1885,79
1835,1888,51
1528,1905,90
1850,1918,92
1744,1937,95
1668,1942,77
1770,1962,52
1799,1963,98
1884,1963,92
1809,1964,52
1871,1972,98
1813,1977,92
1685,1987,99
1712,1989,91
1928,1994,77
1654,2000,94
1708,2000,99
1726,2000,90
1733,2000,92
1781,2000,10
1931,2000,44
2000,2000,55
