s_i,f_i,c_i
1,1,90
1,1,100
77,108,38
104,108,98
110,120,92
49,123,100
1,129,97
1,136,98
1,137,16
1,140,62
76,148,100
1,194,7
50,201,94
187,217,54
61,229,34
5,258,100
214,260,79
140,266,86
275,275,47
88,321,98
232,342,51
269,344,99
1,345,99
173,362,100
163,366,74
1,367,100
28,378,33
72,378,98
33,384,75
161,388,93
277,396,100
220,429,100
121,436,96
326,443,98
71,452,74
90,452,58
128,453,98
95,461,96
408,471,54
77,472,99
78,472,86
102,473,100
92,488,83
165,490,99
111,495,96
165,496,98
192,502,100
121,506,87
115,508,94
238,519,85
395,541,91
559,559,45
509,565,100
389,576,93
317,580,100
245,605,90
517,610,72
445,625,83
614,645,24
646,661,94
411,663,72
472,663,18
515,678,60
410,714,95
401,726,34
636,728,94
350,729,68
700,753,17
557,762,92
393,773,95
668,791,67
702,791,99
680,793,35
719,796,94
558,800,36
729,801,89
467,809,93
456,822,40
439,823,21
527,828,91
474,834,100
501,838,70
715,840,36
534,841,99
767,842,81
655,846,50
624,859,100
626,864,95
782,866,99
607,874,90
826,879,28
714,880,94
630,882,99
628,883,42
551,900,100
614,901,100
549,904,16
754,923,100
628,925,92
812,932,100
746,967,99
839,970,93
622,984,91
736,1000,100
867,1004,99
710,1008,98
657,1018,98
832,1018,47
720,1024,8
890,1036,45
1036,1037,49
814,1045,66
890,1050,95
753,1061,100
1008,1066,33
896,1072,77
1006,1073,100
702,1077,96
784,1080,84
821,1090,87
967,1100,19
1084,1108,98
935,1124,99
730,1129,92
815,1132,94
1139,1140,82
897,1151,98
828,1156,100
824,1158,98
968,1158,100
921,1161,88
959,1188,81
1131,1188,3
1147,1202,96
906,1211,100
844,1219,57
1039,1236,85
1057,1239,44
1197,1242,1
1210,1244,83
1041,1250,100
1064,1251,88
1232,1256,22
1012,1257,100
1127,1264,94
1062,1280,69
1249,1280,97
1182,1283,95
1083,1285,100
1291,1300,39
1306,1309,45
1161,1322,99
1296,1322,100
961,1354,100
1252,1361,100
1241,1365,85
1274,1374,29
1100,1375,96
1217,1380,100
1079,1381,95
1223,1398,26
1350,1399,99
1287,1400,97
1139,1413,70
1232,1416,97
1363,1433,46
1197,1450,94
1391,1468,18
1414,1469,80
1216,1475,59
1435,1478,49
1168,1482,52
1156,1497,98
1429,1504,100
1450,1517,28
1443,1522,51
1356,1529,100
1190,1547,62
1458,1558,99
1295,1566,100
1321,1579,12
1223,1585,97
1597,1598,27
1328,1600,2
1510,1611,61
1376,1613,1
1338,1615,100
1343,1621,15
1424,1641,97
1491,1641,30
1265,1645,100
1426,1646,1
1550,1647,34
1267,1652,93
1345,1652,13
1378,1680,27
1626,1680,97
1396,1687,82
1353,1689,97
1599,1691,100
1691,1697,97
1590,1708,54
1400,1715,93
1388,1730,95
1731,1746,42
1546,1747,100
1588,1750,15
1486,1753,73
1443,1756,92
1756,1767,99
1503,1770,100
1447,1793,37
1506,1793,98
1748,1797,76
1698,1811,100
1575,1812,43
1786,1816,25
1587,1819,66
1445,1828,57
1678,1839,72
1703,1858,26
1493,1866,14
1488,1875,97
1515,1878,77
1801,1878,96
1818,1881,31
1604,1883,53
1687,1894,61
1568,1899,5
1627,1936,67
1890,1936,98
1771,1937,39
1805,1948,100
1672,1974,99
1613,1985,100
1832,1988,88
1708,1989,51
1860,1994,100
1766,1996,65
1693,2000,37
1738,2000,100
1765,2000,84
1788,2000,100
1912,2000,56
1918,2000,87
1978,2000,100
1981,2000,100
1985,2000,54
1990,2000,100
2000,2000,100
