s_i,f_i,c_i
1,1,37
1,27,18
1,34,100
1,49,95
1,55,94
1,96,91
65,103,95
1,114,64
1,127,93
58,156,53
74,174,100
1,186,97
136,208,58
1,216,100
1,235,87
140,238,90
126,245,100
1,253,87
27,253,7
172,253,97
164,255,91
1,261,19
3,261,100
149,270,25
269,287,76
259,310,100
258,311,51
153,318,86
286,320,95
1,327,59
228,337,93
194,339,51
50,355,87
239,375,100
84,389,36
137,390,87
202,396,65
121,397,89
254,401,32
292,422,100
226,439,100
293,449,72
201,450,49
186,451,27
351,454,100
252,461,46
269,481,100
399,487,67
106,489,85
145,493,95
319,495,100
470,523,100
514,524,85
386,528,97
509,528,23
207,535,100
170,539,8
523,541,100
256,548,84
560,565,81
519,577,100
353,588,69
484,602,99
563,614,98
392,620,100
321,625,81
609,664,100
520,668,1
407,670,23
284,677,94
460,680,95
505,685,83
552,692,86
486,710,100
356,712,100
596,719,51
653,724,100
680,727,97
668,740,100
711,743,100
426,747,51
551,747,86
588,747,78
575,752,93
374,757,66
665,757,97
568,759,80
536,763,92
430,768,77
687,781,49
782,788,87
549,790,94
600,796,68
560,802,87
432,808,89
605,814,54
482,817,47
445,819,36
747,854,98
826,861,71
635,874,89
677,885,30
704,898,99
663,901,100
894,901,94
825,903,100
561,909,65
737,919,89
599,923,35
837,946,38
568,948,38
713,976,89
748,976,31
994,1003,18
962,1018,58
960,1025,100
934,1035,3
908,1042,73
1003,1050,92
977,1076,43
895,1078,72
903,1078,87
736,1087,2
1018,1100,73
769,1105,31
789,1111,91
1015,1127,47
762,1139,3
838,1139,64
1055,1150,93
1118,1151,100
846,1164,100
915,1175,98
868,1189,100
1144,1194,89
1145,1206,75
881,1225,65
1209,1239,98
1105,1241,99
1099,1262,81
1002,1270,87
1092,1275,100
936,1297,100
1152,1307,69
1279,1311,92
1243,1318,91
950,1337,93
1011,1345,27
962,1347,100
1072,1354,100
1312,1355,45
1166,1358,78
1141,1392,62
1174,1397,72
1140,1416,70
1342,1416,100
1100,1417,98
1062,1425,95
1087,1425,40
1216,1429,71
1355,1435,100
1195,1444,100
1113,1448,97
1153,1458,18
1315,1459,97
1183,1462,71
1193,1468,100
1358,1479,76
1121,1486,54
1286,1496,27
1282,1497,10
1122,1520,74
1381,1526,67
1368,1545,35
1184,1554,52
1546,1558,100
1313,1561,100
1324,1563,100
1494,1566,82
1222,1573,100
1345,1573,100
1402,1577,100
1542,1578,96
1423,1581,98
1221,1600,95
1346,1600,100
1246,1607,42
1634,1647,8
1575,1656,93
1450,1658,40
1396,1675,99
1461,1682,100
1458,1686,100
1593,1687,100
1595,1690,75
1651,1702,51
1469,1706,100
1579,1729,99
1480,1740,25
1573,1745,100
1618,1752,66
1543,1756,56
1741,1771,93
1640,1772,100
1724,1775,72
1528,1782,45
1529,1788,100
1780,1791,94
1723,1792,89
1719,1793,96
1541,1800,98
1590,1802,71
1790,1812,97
1689,1815,91
1734,1826,98
1756,1826,76
1661,1835,88
1464,1838,100
1798,1841,19
1558,1860,64
1751,1877,86
1537,1880,77
1882,1896,100
1721,1899,53
1571,1908,100
1815,1915,100
1566,1916,100
1696,1916,60
1882,1930,100
1758,1938,100
1919,1943,77
1745,1946,95
1835,1947,62
1630,1951,23
1666,1954,41
1886,1960,97
1886,1968,55
1828,1970,87
1766,1976,98
1684,1982,33
1671,2000,64
1706,2000,100
1731,2000,72
1739,2000,75
1776,2000,100
1795,2000,82
1815,2000,86
1867,2000,92
1898,2000,100
1909,2000,35
