s_i,f_i,c_i
1,26,100
7,35,100
57,74,91
1,85,16
1,95,92
1,134,48
1,135,98
80,162,93
41,172,54
84,188,100
4,195,88
140,203,93
81,209,56
1,215,71
73,222,80
159,222,100
210,245,48
51,246,83
152,246,40
55,253,48
253,257,100
79,275,45
58,288,38
9,292,76
20,303,100
1,308,100
100,308,50
94,310,78
34,332,54
1,337,27
153,340,73
1,345,38
1,350,37
120,351,90
1,356,98
345,359,100
228,370,32
345,374,30
232,380,93
19,395,45
57,403,100
220,403,89
358,408,100
107,439,93
359,445,99
459,467,62
180,476,93
270,485,89
234,516,98
376,518,46
458,529,100
257,545,87
210,553,77
225,574,74
247,577,26
531,586,85
501,595,89
467,617,92
617,627,97
364,636,100
514,638,100
637,648,76
498,650,75
651,663,80
589,695,81
328,696,17
434,710,84
353,718,85
345,719,100
693,729,100
367,734,84
414,735,100
502,747,86
555,752,100
385,755,94
470,760,100
699,787,31
621,791,100
756,811,44
772,814,39
685,818,100
452,830,95
773,834,88
580,856,100
697,860,87
614,870,73
743,889,100
828,901,100
634,902,93
902,927,62
825,958,100
730,962,59
889,978,90
787,983,99
635,986,90
863,988,66
958,988,96
628,991,74
629,993,100
830,999,44
852,1003,100
843,1006,40
987,1024,100
817,1032,80
881,1034,100
1033,1037,95
683,1052,100
992,1053,100
892,1063,99
942,1068,85
918,1073,99
986,1073,86
880,1086,98
1069,1090,100
1065,1094,91
1100,1107,59
755,1109,70
789,1113,94
1085,1114,89
803,1122,85
745,1139,73
1025,1162,96
867,1166,100
956,1169,93
871,1171,64
933,1174,95
980,1178,47
798,1184,100
943,1196,100
1193,1222,57
1115,1234,100
1080,1241,100
874,1250,100
1091,1270,70
1257,1278,48
892,1279,76
1237,1279,100
933,1297,90
1185,1314,100
1079,1318,81
1173,1325,100
952,1329,98
1054,1335,96
1062,1335,92
972,1342,98
1085,1342,100
1140,1347,99
1208,1363,13
1329,1382,100
997,1385,100
1343,1398,100
1263,1408,38
1076,1419,70
1255,1427,98
1162,1429,52
1147,1445,98
1428,1455,33
1428,1459,76
1427,1470,95
1382,1477,24
1136,1491,95
1123,1496,60
1164,1497,9
1120,1503,98
1410,1509,34
1241,1511,100
1263,1516,31
1472,1516,99
1165,1517,88
1519,1522,100
1204,1528,91
1498,1531,89
1367,1541,19
1548,1566,93
1314,1569,99
1388,1573,100
1194,1576,100
1405,1585,45
1290,1586,100
1392,1617,11
1425,1618,48
1286,1619,95
1486,1630,65
1243,1637,100
1512,1651,97
1625,1651,81
1430,1678,90
1478,1679,28
1509,1679,48
1665,1684,100
1671,1686,96
1669,1688,97
1562,1690,98
1620,1690,100
1402,1703,23
1575,1716,42
1611,1724,50
1633,1737,92
1725,1744,67
1723,1748,68
1362,1749,66
1514,1751,19
1484,1755,98
1534,1788,99
1531,1851,40
1707,1853,100
1771,1859,100
1607,1879,100
1567,1883,39
1701,1898,24
1885,1901,100
1626,1905,100
1660,1916,100
1570,1923,100
1536,1924,94
1570,1925,44
1660,1933,36
1739,1935,20
1566,1941,80
1780,1944,84
1883,1954,89
1671,1958,69
1745,1962,7
1594,1976,65
1868,1981,89
1965,1987,27
1643,1988,52
1908,1993,14
1677,2000,88
1679,2000,100
1681,2000,27
1695,2000,99
1715,2000,57
1758,2000,90
1767,2000,96
1773,2000,29
1797,2000,47
1827,2000,95
1878,2000,4
1920,2000,74
1939,2000,98
1954,2000,15
1956,2000,100
1957,2000,52
1984,2000,98
2000,2000,32
2000,2000,97
2000,2000,98
2000,2000,100
2000,2000,100
