s_i,f_i,c_i
1,1,90
1,29,99
1,43,75
31,46,83
39,61,100
42,74,99
1,102,53
34,113,68
1,122,100
1,125,98
110,126,93
1,129,92
99,136,100
81,145,83
30,155,96
108,171,84
128,175,100
48,192,80
175,202,64
20,205,99
36,206,98
3,210,77
181,237,33
1,246,82
1,253,75
225,256,81
48,258,93
159,262,98
1,269,25
1,273,100
65,273,21
145,274,84
47,275,73
102,279,98
65,281,56
32,286,100
46,288,97
114,290,100
1,291,43
266,292,100
162,298,95
1,300,65
104,303,71
25,305,100
33,322,100
57,325,100
77,328,48
242,339,44
27,344,100
76,361,88
110,361,32
62,368,100
91,371,96
307,371,6
176,380,67
125,386,98
309,396,100
32,400,73
120,413,91
308,425,79
187,432,79
220,434,100
399,439,100
440,448,100
228,451,100
408,452,97
224,461,95
384,464,100
220,473,89
171,474,86
398,527,97
363,549,74
360,555,89
179,558,97
184,564,100
528,565,99
468,581,97
429,584,32
586,588,100
261,597,85
205,598,100
590,605,100
293,624,95
578,630,100
473,642,99
441,647,100
310,652,99
558,653,55
295,661,96
553,686,100
473,694,9
633,701,20
601,743,65
542,746,100
449,751,98
361,757,55
460,757,76
504,760,74
632,772,33
724,779,99
567,786,67
654,787,100
724,798,93
648,804,69
456,817,52
755,821,98
827,827,81
727,831,94
667,832,9
788,848,70
660,851,93
706,852,93
687,863,5
762,868,40
871,887,51
561,908,84
640,911,77
938,942,93
660,948,100
731,958,92
856,960,100
842,981,19
611,986,52
701,998,61
605,1002,100
987,1006,100
697,1010,85
879,1016,94
650,1032,77
753,1037,100
1005,1039,100
828,1052,100
1000,1054,87
713,1061,95
750,1061,70
885,1063,22
933,1078,96
926,1098,10
974,1111,94
1052,1115,17
809,1158,98
889,1167,68
1016,1176,94
1098,1178,100
903,1188,60
926,1190,80
831,1201,96
869,1207,100
998,1224,98
877,1240,86
890,1253,96
1170,1268,84
1268,1272,61
1134,1286,99
946,1295,99
939,1296,64
971,1306,43
1048,1338,70
1318,1341,97
1092,1343,100
1112,1349,60
954,1351,62
1247,1367,67
1030,1379,41
1217,1380,91
1248,1399,91
1234,1415,93
1197,1434,98
1107,1450,86
1200,1453,61
1420,1482,100
1301,1492,57
1138,1501,99
1428,1501,1
1460,1511,62
1208,1515,98
1171,1517,100
1300,1518,81
1293,1519,39
1186,1531,42
1302,1531,95
1313,1533,65
1333,1533,100
1480,1538,57
1508,1550,37
1303,1567,89
1331,1581,99
1315,1585,84
1385,1599,99
1376,1613,46
1307,1627,71
1315,1643,100
1396,1645,27
1564,1649,86
1355,1656,67
1654,1661,100
1368,1668,19
1594,1676,54
1350,1680,96
1419,1692,100
1645,1704,72
1554,1720,99
1535,1734,100
1525,1743,36
1502,1756,80
1554,1762,100
1742,1771,92
1769,1774,100
1711,1792,100
1608,1794,54
1686,1800,71
1500,1807,70
1705,1807,99
1756,1809,100
1791,1814,74
1688,1822,93
1554,1828,19
1663,1842,98
1541,1852,64
1531,1859,94
1726,1860,94
1503,1866,94
1618,1872,59
1762,1874,100
1729,1886,100
1496,1894,44
1894,1901,98
1653,1902,45
1817,1906,99
1594,1929,17
1641,1929,84
1645,1932,63
1562,1948,23
1762,1957,49
1795,1962,93
1598,1992,63
1989,1992,87
1625,1995,100
1626,1996,84
1710,2000,52
1725,2000,10
1768,2000,99
1814,2000,7
1872,2000,34
1910,2000,98
1916,2000,33
1935,2000,85
1959,2000,100
1961,2000,69
1990,2000,90
