s_i,f_i,c_i
1,1,71
1,1,100
1,20,99
1,66,68
1,66,76
53,103,100
59,150,24
15,151,91
1,171,95
1,173,97
65,183,95
6,190,73
207,207,99
1,211,99
3,230,46
126,243,75
17,246,97
191,247,37
1,256,99
259,261,99
169,262,31
114,269,97
151,281,45
124,321,100
153,329,98
78,337,71
68,342,94
134,343,62
1,354,100
86,360,14
112,363,6
304,364,42
301,399,56
300,405,100
83,413,18
265,431,99
120,434,98
353,434,100
193,435,100
294,447,31
194,452,11
387,472,91
351,481,34
326,531,100
186,537,100
172,539,100
490,540,77
521,556,100
218,557,69
288,575,100
501,575,99
248,581,21
289,583,100
459,595,39
434,606,52
448,645,43
321,662,36
292,676,25
384,677,90
651,688,71
609,689,100
314,690,29
413,701,90
399,706,55
375,710,88
541,722,100
716,723,31
536,760,77
382,761,100
624,766,48
531,771,95
501,776,94
438,778,93
441,780,48
481,791,97
674,802,64
436,820,100
423,821,50
561,833,7
689,851,100
706,851,95
766,862,69
571,870,99
736,885,56
684,908,98
600,923,38
724,924,100
713,938,96
630,945,23
579,960,100
807,962,70
750,976,30
752,979,100
697,982,97
657,988,68
791,990,98
760,991,81
698,1009,74
733,1009,85
987,1009,100
876,1017,66
803,1030,100
896,1032,99
979,1053,99
1024,1054,81
752,1055,95
861,1055,100
840,1058,45
949,1058,65
951,1061,100
949,1063,94
998,1063,95
840,1067,16
955,1072,58
980,1073,100
1070,1078,100
751,1094,100
745,1097,100
1059,1106,100
962,1110,58
982,1122,100
996,1124,97
752,1135,58
1056,1148,34
988,1158,98
973,1174,69
998,1181,100
890,1194,100
993,1199,18
929,1202,61
1057,1205,100
879,1210,68
1176,1212,18
829,1224,22
1127,1226,100
1196,1226,88
1115,1231,57
889,1244,100
898,1256,100
917,1268,99
900,1287,95
1224,1305,76
1299,1315,72
1152,1318,13
1088,1325,78
1030,1328,99
1010,1334,100
1132,1334,75
1022,1337,69
1221,1343,50
969,1345,73
1293,1349,27
1250,1354,73
1308,1366,99
1261,1370,78
1149,1388,87
1261,1393,100
1351,1393,100
1368,1403,63
1215,1410,98
1391,1416,96
1290,1421,38
1341,1429,100
1070,1441,100
1383,1445,80
1405,1450,69
1424,1466,5
1129,1472,97
1098,1475,97
1148,1486,38
1259,1494,81
1177,1526,100
1162,1528,100
1131,1530,88
1201,1531,41
1213,1532,91
1444,1536,93
1336,1540,100
1440,1544,99
1322,1554,89
1285,1563,91
1298,1565,3
1473,1578,100
1269,1579,81
1388,1582,94
1524,1598,59
1574,1607,100
1255,1611,89
1254,1628,100
1439,1638,100
1468,1654,68
1571,1654,23
1526,1660,92
1552,1666,99
1621,1683,88
1348,1691,85
1408,1720,100
1462,1724,28
1599,1729,22
1519,1732,86
1341,1733,9
1501,1735,45
1646,1762,71
1482,1781,59
1424,1783,51
1557,1789,100
1434,1791,75
1485,1795,84
1683,1801,100
1579,1804,34
1482,1818,94
1707,1833,96
1569,1850,95
1635,1872,99
1535,1879,100
1620,1879,37
1615,1885,94
1552,1890,57
1640,1903,33
1804,1907,88
1725,1908,95
1747,1915,97
1687,1926,50
1845,1931,66
1619,1944,56
1822,1945,100
1885,1953,98
1867,1954,94
1922,1973,17
1766,1978,87
1660,1989,100
1838,1998,62
1707,2000,100
1748,2000,96
1752,2000,31
1758,2000,31
1762,2000,97
1766,2000,95
1788,2000,93
1844,2000,97
1846,2000,79
1861,2000,100
1893,2000,51
1903,2000,52
1922,2000,68
2000,2000,6
2000,2000,29
2000,2000,62
2000,2000,69
2000,2000,92
