s_i,f_i,c_i
1,3,39
1,7,100
22,28,98
1,95,89
109,110,57
57,120,4
1,150,75
79,155,72
1,164,63
40,171,92
1,187,78
23,188,91
17,197,85
190,200,13
183,214,100
186,225,58
1,228,97
24,229,95
17,233,92
164,233,35
1,236,88
53,241,99
244,248,71
1,254,84
142,260,70
114,284,100
133,291,98
139,291,80
265,291,56
102,299,2
52,300,99
201,306,100
31,308,76
38,316,100
249,319,84
204,322,92
1,332,100
205,341,60
329,353,32
133,359,100
38,368,100
157,403,90
231,415,87
364,430,97
171,441,58
99,442,8
195,443,86
278,447,97
412,450,100
156,477,93
152,489,79
419,490,96
458,493,88
271,500,88
258,521,77
307,528,87
237,547,15
452,549,100
360,563,58
245,565,100
505,566,98
489,567,32
217,573,100
421,587,100
559,611,95
252,612,99
520,616,96
437,625,12
374,627,14
318,632,79
349,640,3
470,647,12
578,654,94
466,673,100
529,681,100
535,681,14
556,687,64
675,696,75
478,704,100
558,748,89
499,760,16
752,761,68
437,766,100
776,802,87
424,807,43
433,813,99
810,814,100
761,822,95
669,839,100
759,849,79
744,850,100
694,866,65
613,868,99
561,874,100
791,874,98
820,902,71
825,914,96
731,923,94
576,931,100
667,934,44
752,937,85
692,943,42
550,944,51
796,945,23
849,954,100
803,962,78
707,963,100
594,968,100
837,975,83
595,979,96
857,980,53
751,986,79
707,988,95
914,989,100
624,990,70
864,992,100
953,997,98
655,1001,100
847,1017,69
713,1027,36
1012,1039,76
695,1043,99
891,1045,10
830,1047,72
961,1047,100
906,1056,44
1009,1061,100
996,1071,97
786,1072,100
875,1072,95
1005,1075,69
845,1077,80
804,1078,40
840,1099,11
1044,1111,99
937,1148,82
1024,1158,89
913,1160,34
990,1165,62
787,1168,62
982,1175,58
809,1186,9
1088,1204,87
839,1216,70
871,1216,95
917,1225,96
950,1226,96
1203,1226,74
1216,1232,23
1086,1237,97
945,1248,100
1103,1265,100
1144,1287,99
1178,1287,80
1149,1292,89
1214,1295,75
1036,1299,80
977,1332,93
1105,1333,82
1156,1339,77
1077,1347,24
1099,1353,34
971,1364,54
1293,1376,79
1221,1386,17
1205,1404,80
1206,1409,36
1026,1415,52
1333,1417,76
1357,1427,33
1158,1432,84
1099,1435,18
1130,1435,96
1185,1435,100
1284,1437,100
1137,1465,95
1455,1465,100
1210,1475,100
1318,1476,100
1345,1491,53
1258,1505,100
1423,1523,78
1510,1525,93
1246,1527,6
1403,1531,76
1370,1538,5
1411,1538,46
1461,1538,91
1503,1548,100
1193,1550,99
1290,1551,71
1437,1551,99
1224,1558,96
1517,1584,32
1321,1612,93
1394,1613,35
1220,1614,98
1521,1615,5
1487,1627,27
1319,1633,50
1622,1634,48
1541,1635,100
1615,1635,27
1557,1674,91
1536,1685,19
1444,1692,79
1495,1698,86
1399,1709,30
1403,1711,92
1437,1718,64
1424,1728,91
1659,1734,36
1728,1737,99
1624,1763,100
1445,1772,95
1469,1776,79
1766,1787,78
1553,1788,40
1472,1795,76
1484,1796,97
1637,1796,6
1708,1822,50
1489,1824,95
1581,1824,100
1609,1826,33
1577,1834,99
1796,1866,24
1540,1915,100
1528,1917,100
1576,1918,91
1666,1930,98
1653,1932,93
1746,1933,75
1887,1936,31
1665,1940,100
1755,1949,29
1662,1951,98
1697,1958,95
1666,1974,59
1881,1976,49
1758,1996,100
1653,1999,78
1683,2000,92
1759,2000,82
1764,2000,8
1774,2000,100
1879,2000,68
1897,2000,46
1916,2000,100
1947,2000,100
