s_i,f_i,c_i
1,1,39
1,1,90
1,39,100
43,46,83
1,70,1
1,79,73
1,91,99
31,94,50
51,94,100
1,110,23
15,119,9
26,119,80
125,142,16
1,147,90
55,175,100
1,186,100
180,220,100
1,247,100
238,252,100
103,263,97
1,271,92
1,274,81
151,277,37
188,305,99
120,313,99
1,323,94
120,335,20
230,343,100
38,359,43
241,362,93
279,370,98
58,373,84
294,376,66
305,385,90
247,386,99
338,406,59
361,411,84
270,427,29
335,437,49
191,461,57
246,463,97
154,465,100
157,467,88
238,475,100
445,478,42
179,484,100
451,489,96
340,495,75
427,508,100
398,509,44
371,514,73
299,526,27
368,540,95
542,554,50
457,574,100
469,613,85
421,650,93
475,653,88
402,660,50
643,665,96
464,677,98
442,679,5
518,681,76
596,683,60
715,721,39
390,729,100
650,737,74
519,741,64
408,743,96
385,749,92
738,754,96
442,761,94
621,778,70
514,785,100
458,795,67
503,810,100
567,818,36
764,822,64
430,823,86
501,824,80
610,824,97
456,830,53
493,833,82
671,840,78
784,886,100
894,894,71
655,895,97
831,900,100
809,901,100
693,911,52
715,928,2
916,938,69
624,944,100
704,947,6
819,951,34
906,960,55
873,987,15
636,998,93
759,1000,48
681,1003,87
939,1003,98
896,1050,97
967,1051,100
909,1065,92
774,1067,84
1042,1068,73
1023,1069,90
973,1075,94
845,1077,56
997,1085,99
862,1087,98
750,1097,95
1081,1098,96
715,1099,76
863,1106,100
847,1119,79
883,1126,98
1076,1127,100
876,1138,98
992,1158,99
894,1159,92
1141,1168,92
786,1173,100
984,1181,95
810,1185,100
985,1196,11
911,1198,98
1103,1200,88
1158,1203,47
1084,1206,100
844,1211,100
823,1214,100
893,1216,100
836,1225,50
981,1240,25
1231,1243,82
1072,1245,100
978,1248,75
975,1294,70
1091,1299,92
1049,1302,94
982,1307,95
1233,1308,99
1268,1308,99
1187,1309,100
983,1310,77
1188,1328,26
989,1329,91
997,1337,100
1028,1348,46
1051,1348,100
1059,1372,12
1045,1404,100
1273,1418,55
1109,1419,88
1213,1419,100
1373,1421,99
1087,1430,14
1345,1436,97
1381,1437,100
1241,1438,3
1388,1442,89
1260,1457,30
1280,1472,82
1172,1481,88
1189,1484,99
1379,1484,75
1287,1499,100
1199,1505,81
1267,1512,81
1130,1517,96
1412,1538,99
1280,1549,9
1374,1564,100
1286,1565,100
1549,1579,92
1198,1580,98
1247,1582,33
1465,1586,5
1236,1591,31
1380,1614,94
1284,1618,100
1613,1623,63
1468,1632,89
1470,1637,68
1383,1640,99
1318,1648,94
1438,1655,87
1282,1656,100
1447,1658,64
1359,1659,99
1333,1665,77
1375,1691,66
1556,1691,100
1677,1700,98
1315,1705,14
1495,1715,67
1534,1722,100
1343,1729,91
1446,1729,100
1559,1734,86
1375,1737,99
1403,1739,100
1537,1740,73
1752,1760,96
1382,1762,100
1381,1765,79
1375,1768,92
1559,1772,54
1751,1785,100
1636,1794,69
1752,1794,99
1577,1798,75
1469,1815,71
1525,1844,98
1625,1844,86
1639,1855,20
1493,1858,19
1649,1878,96
1862,1880,43
1699,1889,17
1696,1906,70
1738,1910,99
1797,1923,100
1822,1929,29
1857,1938,100
1874,1939,3
1671,1948,50
1555,1951,86
1885,1952,100
1901,1965,90
1812,1977,68
1707,1979,67
1618,1986,88
1942,1989,97
1664,2000,86
1675,2000,99
1723,2000,40
1766,2000,99
1842,2000,98
1871,2000,100
1877,2000,82
1948,2000,93
1962,2000,53
1976,2000,81
1985,2000,92
2000,2000,64
2000,2000,79
2000,2000,93
2000,2000,98
