s_i,f_i,c_i
1,1,98
1,64,99
8,66,64
1,70,88
1,72,56
94,95,96
1,133,61
107,137,26
1,144,93
1,173,100
106,175,99
9,177,96
202,206,100
212,223,100
154,244,29
1,246,81
150,250,100
1,257,98
225,257,100
1,282,100
57,285,81
83,293,85
81,295,66
1,301,3
17,311,82
268,313,20
1,319,53
102,323,81
264,325,100
148,329,51
286,339,42
271,349,99
314,349,100
2,350,94
1,360,40
90,405,32
211,417,94
230,442,26
185,448,44
245,456,100
136,478,99
265,481,26
498,508,89
339,510,100
354,512,52
302,531,74
419,536,60
285,541,65
368,545,100
518,557,95
474,566,100
205,567,3
350,569,71
269,570,89
406,573,43
422,577,100
519,580,28
453,592,100
422,596,94
493,608,100
564,611,100
390,618,82
442,620,98
624,631,43
585,634,18
485,635,100
575,641,44
365,642,12
507,654,84
300,673,96
503,676,93
428,678,87
348,690,20
582,691,85
507,702,100
577,732,12
677,734,100
716,735,97
581,737,9
617,745,94
628,746,99
657,747,24
563,766,100
768,775,83
625,776,88
458,792,81
542,802,26
738,806,85
519,813,58
564,818,59
503,826,22
677,829,100
487,838,100
766,844,99
658,868,8
614,883,53
593,894,58
900,901,96
557,908,87
887,919,100
727,921,100
905,921,74
817,930,99
921,957,91
691,988,75
765,997,99
968,997,82
973,999,99
661,1015,30
661,1018,100
761,1025,100
651,1027,100
1000,1028,93
780,1029,43
798,1036,100
1027,1044,100
801,1050,94
754,1055,99
822,1058,20
1035,1064,49
777,1068,38
903,1079,100
914,1082,36
968,1086,70
970,1087,76
725,1092,24
739,1097,90
910,1098,96
1078,1127,99
844,1134,100
1093,1143,86
806,1160,98
913,1168,100
1017,1175,83
999,1178,62
1146,1183,41
854,1186,72
899,1218,69
1191,1222,100
1085,1223,97
1040,1227,66
1161,1231,39
870,1254,100
919,1258,19
1075,1262,96
966,1263,92
906,1277,62
1089,1279,89
1064,1286,34
1032,1287,68
1077,1305,61
1118,1324,100
1086,1331,48
1122,1335,93
1041,1338,94
1302,1346,60
1193,1382,53
1375,1383,39
1362,1385,57
1155,1386,56
1124,1389,89
1316,1400,17
1371,1411,88
1116,1418,98
1337,1422,61
1162,1439,95
1073,1444,48
1253,1444,73
1202,1462,45
1443,1465,83
1460,1471,80
1381,1481,95
1294,1484,45
1183,1488,39
1364,1491,65
1239,1505,6
1514,1536,87
1465,1538,54
1500,1550,99
1503,1553,17
1372,1564,77
1204,1569,99
1457,1572,48
1342,1580,21
1309,1582,25
1353,1583,58
1422,1597,61
1477,1619,100
1518,1623,36
1360,1624,32
1532,1633,100
1634,1643,92
1611,1661,86
1583,1668,100
1351,1669,100
1320,1679,96
1526,1690,98
1514,1699,5
1685,1708,84
1577,1751,96
1667,1767,97
1419,1769,80
1657,1778,96
1470,1780,94
1513,1782,99
1440,1783,26
1784,1791,95
1703,1801,86
1578,1803,100
1672,1818,86
1590,1822,44
1710,1830,96
1496,1833,80
1463,1838,100
1619,1847,60
1744,1851,100
1457,1852,14
1828,1856,55
1845,1861,94
1525,1871,99
1778,1877,96
1660,1914,73
1537,1922,96
1916,1929,51
1634,1933,100
1626,1936,95
1669,1945,80
1892,1950,93
1694,1956,90
1720,1956,75
1809,1956,45
1879,1965,100
1979,1994,85
1664,1997,100
1728,2000,99
1733,2000,85
1744,2000,48
1783,2000,100
1785,2000,88
1796,2000,99
1821,2000,100
1861,2000,100
1898,2000,75
1910,2000,72
1918,2000,16
1942,2000,100
1943,2000,85
1943,2000,98
1975,2000,52
2000,2000,89
