s_i,f_i,c_i
1,49,78
1,80,64
1,92,100
1,100,100
1,106,55
39,117,88
1,126,93
16,137,100
97,163,95
1,165,98
152,172,92
1,177,100
25,181,100
1,188,98
49,195,97
1,199,77
1,220,66
166,233,14
33,258,99
93,262,45
1,278,93
96,289,53
139,293,92
1,297,86
1,315,100
265,318,91
46,322,45
320,327,54
100,330,100
104,333,35
102,337,29
182,346,96
222,359,92
352,362,48
6,375,100
338,382,100
250,385,82
331,399,54
294,420,25
127,429,100
243,430,99
156,431,13
423,439,100
267,440,82
59,443,53
452,452,28
430,458,36
330,474,100
173,490,82
316,497,100
125,502,100
424,521,100
128,527,35
458,535,94
359,550,28
228,552,68
339,578,7
574,584,100
563,590,53
542,623,37
396,627,64
585,627,96
267,628,93
618,628,86
609,631,90
410,633,100
576,634,94
565,635,24
448,642,61
575,652,6
513,658,57
573,665,82
324,669,92
372,671,87
277,674,87
463,689,81
517,699,86
586,724,97
721,735,54
341,737,100
644,740,100
448,748,100
454,763,98
513,782,100
576,786,96
545,793,92
669,804,100
717,804,99
551,826,98
535,832,72
566,840,36
598,868,21
643,869,100
583,882,100
561,885,100
748,892,100
548,895,100
749,899,98
669,902,54
827,916,93
916,916,100
852,917,95
819,921,51
682,922,72
700,923,55
902,925,16
865,932,66
916,940,83
577,944,100
656,960,99
842,964,100
719,965,100
971,972,100
807,981,91
924,983,92
715,989,6
658,996,100
783,1004,73
944,1014,90
895,1016,44
889,1023,24
987,1023,96
664,1024,97
884,1031,45
642,1032,61
893,1036,97
744,1044,71
966,1049,99
902,1055,69
986,1073,34
704,1074,100
922,1074,48
901,1075,100
1030,1077,100
734,1086,6
832,1094,99
835,1094,89
808,1097,91
835,1102,77
775,1104,100
967,1106,100
772,1109,99
938,1114,100
1065,1121,69
788,1122,79
810,1125,100
851,1126,48
826,1129,98
849,1142,97
807,1147,47
950,1155,98
782,1169,100
1142,1190,89
892,1194,29
841,1198,60
990,1220,81
1132,1225,7
1143,1225,100
1141,1231,66
867,1232,100
933,1242,75
904,1246,15
1033,1247,99
1180,1266,39
1245,1268,99
1003,1270,72
937,1277,69
1087,1278,100
1040,1293,100
1316,1324,88
944,1337,62
1151,1370,87
1241,1371,59
1199,1372,73
1215,1381,100
1043,1384,60
1208,1388,85
1198,1395,100
1314,1398,98
1286,1413,67
1400,1418,100
1255,1424,95
1123,1427,67
1308,1453,81
1324,1504,44
1496,1504,100
1301,1511,51
1469,1517,100
1153,1519,81
1146,1523,93
1374,1545,16
1405,1548,100
1448,1562,80
1306,1563,97
1444,1563,48
1506,1577,74
1215,1592,62
1299,1600,8
1545,1603,82
1440,1604,98
1508,1607,2
1586,1611,100
1283,1622,82
1562,1626,54
1539,1638,53
1351,1663,97
1385,1685,100
1317,1700,100
1345,1700,29
1419,1700,72
1538,1715,96
1580,1764,67
1600,1764,100
1732,1766,79
1618,1769,96
1659,1773,96
1485,1774,60
1753,1797,8
1456,1815,6
1651,1816,100
1743,1820,99
1683,1832,100
1608,1841,80
1840,1850,97
1736,1888,99
1853,1889,100
1873,1907,40
1850,1916,91
1694,1921,100
1692,1925,100
1806,1951,94
1876,1953,100
1631,1954,100
1640,2000,57
1702,2000,90
1794,2000,55
1843,2000,82
1844,2000,60
1844,2000,78
1853,2000,24
1855,2000,64
1873,2000,64
1878,2000,23
1937,2000,100
1960,2000,100
1964,2000,99
1999,2000,54
2000,2000,90
2000,2000,96
2000,2000,100
