s_i,f_i,c_i
1,1,99
1,25,71
1,73,95
1,75,88
1,81,100
1,89,60
9,98,100
20,143,40
1,161,43
9,172,65
50,185,95
21,192,95
99,199,86
83,206,31
1,210,68
186,210,100
190,220,96
211,227,95
38,229,47
1,247,32
1,247,99
115,274,19
225,283,99
100,290,100
82,291,21
10,299,100
124,301,96
1,304,100
19,308,93
140,320,35
318,326,100
78,331,68
175,347,97
109,359,98
309,360,92
24,367,98
1,369,100
14,374,95
28,387,16
213,394,91
83,398,87
143,399,84
171,410,82
200,422,92
165,438,11
267,441,100
182,442,100
259,447,90
369,448,43
296,452,99
370,454,99
460,467,83
89,478,90
365,496,99
429,505,86
398,506,43
470,513,43
276,515,43
499,515,47
471,516,59
213,519,100
342,523,69
365,524,49
326,559,90
267,561,100
385,564,92
224,565,11
576,607,100
570,631,93
290,647,100
291,654,39
624,657,100
672,673,1
539,681,100
448,684,100
296,694,80
344,702,100
541,705,55
705,710,98
475,727,100
494,736,92
718,740,38
722,740,21
727,752,99
556,753,100
508,757,96
522,765,97
617,775,37
392,788,48
627,799,95
569,801,68
700,811,100
446,815,76
718,818,59
561,819,84
651,819,88
467,820,100
593,820,64
641,827,62
445,830,98
764,830,24
646,869,4
679,873,46
805,880,81
543,889,62
645,890,98
518,894,83
623,899,100
630,906,100
535,926,100
829,928,90
827,929,6
558,953,99
831,953,2
651,954,100
559,955,84
905,960,37
664,963,77
643,971,84
877,996,76
843,1001,72
685,1014,99
774,1015,24
954,1016,82
846,1019,85
906,1045,5
832,1046,89
821,1053,28
872,1053,99
812,1055,95
793,1065,89
773,1068,97
946,1068,6
870,1073,94
784,1096,95
744,1112,100
1074,1115,42
902,1121,91
1125,1133,100
815,1138,100
942,1154,79
1119,1201,97
1161,1208,98
825,1220,99
914,1223,87
1099,1256,51
1235,1270,55
1027,1277,96
1255,1279,38
1129,1280,74
1223,1291,100
980,1306,100
1235,1313,88
1314,1314,48
1229,1316,86
1042,1318,21
962,1335,100
956,1340,99
970,1356,100
1043,1371,96
997,1372,98
1292,1373,26
1293,1381,42
1189,1382,99
1140,1385,93
1076,1387,49
997,1391,51
1102,1394,98
1056,1395,80
1243,1397,100
1322,1402,89
1179,1406,100
1232,1409,98
1161,1410,75
1258,1412,65
1188,1447,35
1158,1452,100
1146,1453,66
1267,1456,76
1404,1460,26
1450,1462,100
1100,1495,40
1139,1512,55
1359,1514,97
1225,1517,90
1231,1527,76
1267,1533,41
1377,1534,61
1390,1539,65
1451,1556,98
1358,1562,80
1462,1582,99
1504,1585,100
1279,1591,80
1470,1602,65
1307,1614,96
1378,1621,100
1320,1626,100
1597,1629,21
1564,1634,99
1368,1637,91
1305,1647,22
1300,1648,92
1553,1678,22
1499,1682,97
1665,1704,100
1571,1709,16
1579,1709,76
1360,1727,44
1507,1731,2
1466,1734,40
1678,1758,100
1375,1760,100
1726,1763,100
1744,1769,83
1463,1770,83
1516,1773,70
1619,1773,100
1473,1774,18
1673,1791,60
1765,1800,94
1787,1805,57
1538,1807,94
1618,1814,56
1818,1831,97
1752,1854,86
1672,1860,100
1679,1894,92
1796,1899,100
1780,1918,95
1641,1919,100
1887,1926,98
1678,1931,26
1587,1959,94
1757,1963,56
1656,1973,91
1750,1996,89
1637,2000,50
1673,2000,98
1676,2000,70
1742,2000,98
1809,2000,100
1821,2000,88
1846,2000,100
1881,2000,21
1918,2000,29
1932,2000,70
1970,2000,84
1975,2000,7
2000,2000,34
