s_i,f_i,c_i
1,25,47
1,28,100
1,62,100
23,99,67
94,110,17
1,117,55
87,131,65
75,133,47
55,134,90
1,136,8
108,138,99
1,143,82
2,154,55
1,179,14
1,182,34
139,185,40
42,210,99
165,246,61
1,260,33
118,309,79
122,320,99
211,320,74
1,322,100
73,325,77
293,370,70
26,376,91
370,393,68
13,401,49
264,403,15
124,425,12
253,435,100
53,450,77
76,458,97
160,459,21
92,465,99
283,465,65
230,468,60
244,469,81
412,476,100
247,479,100
413,480,66
216,505,87
317,519,60
521,522,73
415,529,100
477,529,100
530,535,97
376,537,100
335,556,95
238,559,92
197,572,71
190,577,19
382,577,26
344,582,100
300,609,92
521,620,99
311,621,100
526,624,15
283,637,100
346,640,100
625,650,47
376,654,100
640,676,69
369,707,10
473,711,88
621,716,35
537,717,34
329,725,100
604,725,51
684,733,100
527,738,68
474,750,94
675,753,51
411,756,12
633,777,56
756,779,100
604,784,100
555,787,93
520,803,74
628,806,98
498,808,71
675,813,99
470,828,65
477,832,95
575,834,60
500,842,98
831,846,33
507,849,71
673,853,70
692,868,99
744,880,88
853,882,91
526,890,100
647,893,56
838,926,95
905,931,84
647,933,67
783,943,100
610,944,100
589,951,84
911,953,76
746,956,98
616,957,90
616,969,92
648,971,68
734,979,99
797,994,79
731,997,30
934,998,38
623,1009,5
916,1032,72
981,1051,75
960,1054,95
931,1061,39
1067,1093,81
796,1094,83
794,1107,76
976,1108,58
793,1114,36
941,1115,58
835,1142,30
903,1159,19
1039,1160,86
1172,1178,82
1094,1190,100
1009,1191,69
1120,1193,68
1140,1195,31
1187,1207,100
1060,1216,84
1119,1224,24
1229,1233,97
1159,1244,95
998,1245,38
1171,1246,98
936,1248,100
1044,1250,100
958,1252,74
1129,1255,98
1201,1256,90
987,1257,81
939,1260,95
990,1261,84
984,1270,100
1030,1276,51
1059,1276,100
1141,1282,24
1041,1291,39
1277,1301,66
1298,1304,71
922,1310,76
1138,1311,100
1133,1314,100
1241,1320,26
1151,1322,64
1086,1323,100
1096,1329,36
1240,1331,78
1041,1380,59
1079,1381,100
1098,1397,56
1107,1398,92
1184,1403,67
1187,1404,1
1358,1407,73
1377,1417,4
1166,1419,50
1363,1430,100
1369,1435,97
1077,1445,31
1385,1455,98
1243,1456,35
1262,1459,99
1146,1489,100
1105,1495,94
1175,1501,39
1362,1507,46
1246,1516,100
1376,1521,86
1258,1532,84
1417,1532,100
1495,1540,100
1218,1543,100
1399,1547,33
1434,1548,100
1200,1555,97
1317,1569,97
1507,1579,43
1384,1583,86
1416,1590,1
1424,1595,24
1554,1595,44
1290,1597,5
1256,1598,17
1356,1614,68
1402,1630,100
1629,1636,100
1537,1638,91
1533,1644,54
1295,1665,99
1647,1674,71
1328,1696,8
1351,1698,100
1471,1712,100
1585,1714,95
1569,1728,98
1335,1729,2
1371,1742,23
1669,1751,65
1731,1759,58
1380,1771,100
1426,1777,32
1565,1801,9
1645,1808,99
1659,1819,86
1458,1826,100
1573,1835,77
1825,1835,85
1556,1837,66
1579,1839,38
1748,1840,65
1747,1842,55
1532,1843,93
1623,1852,38
1582,1867,100
1714,1869,46
1626,1870,48
1507,1878,43
1516,1898,99
1861,1909,99
1750,1927,100
1928,1932,58
1583,1940,20
1579,1945,100
1787,1945,73
1722,1964,100
1857,1985,99
1875,1985,97
1770,1997,67
1669,2000,100
1736,2000,99
1768,2000,72
1795,2000,74
1827,2000,90
1849,2000,86
1921,2000,93
1926,2000,100
1948,2000,100
1970,2000,100
2000,2000,73
