s_i,f_i,c_i
1,8,47
1,34,46
1,39,98
46,46,78
1,58,41
19,61,100
1,113,99
1,138,52
1,170,95
15,178,97
27,215,85
178,218,90
1,219,100
174,223,99
188,255,71
1,266,72
36,276,93
124,278,96
98,280,67
81,283,55
156,290,100
1,296,40
96,296,94
155,310,95
279,312,65
128,329,52
27,336,100
54,342,98
278,343,20
3,365,21
337,380,100
59,385,100
250,387,51
386,392,100
1,394,93
244,394,96
239,421,50
213,434,93
304,438,72
166,452,99
208,461,97
446,463,8
336,465,87
397,465,100
254,475,100
182,480,83
298,483,61
168,491,99
469,495,7
273,500,99
195,504,100
406,508,95
302,518,96
306,518,80
430,528,100
180,539,89
326,545,67
252,548,80
255,549,96
557,563,74
419,567,86
324,569,43
439,570,13
451,573,48
260,575,99
441,592,84
216,595,2
221,596,99
274,597,13
264,599,100
416,610,6
281,611,97
496,611,85
432,621,87
351,622,100
618,622,100
267,626,53
472,629,89
390,644,1
584,654,88
459,660,100
621,666,97
433,682,52
663,684,95
371,687,98
363,692,63
342,693,100
477,696,100
522,703,48
621,723,94
514,727,93
353,739,48
446,750,97
356,753,99
592,775,97
446,777,96
412,804,100
784,811,99
454,813,100
464,817,88
543,822,96
484,834,100
567,837,1
746,850,97
528,859,98
547,860,2
550,860,64
563,897,85
638,897,100
534,899,76
744,920,64
797,922,95
776,924,99
898,926,85
639,931,100
624,932,100
865,957,84
828,958,97
699,959,99
873,969,25
756,971,56
836,973,15
803,982,49
711,989,12
916,1003,49
984,1009,59
862,1011,90
934,1011,29
673,1016,98
827,1019,91
929,1022,100
960,1023,98
681,1024,100
919,1031,99
782,1034,48
833,1041,66
761,1055,73
854,1067,68
675,1069,93
945,1071,45
834,1073,82
701,1081,49
891,1094,100
1014,1097,74
1064,1102,55
1071,1114,100
885,1130,40
822,1132,93
1092,1161,100
885,1169,41
1017,1169,95
1064,1173,87
845,1174,90
1159,1187,100
896,1203,5
1178,1212,30
986,1235,91
1126,1245,99
909,1250,71
1132,1263,74
985,1279,100
1059,1284,64
1266,1287,96
1104,1288,99
1172,1292,100
1124,1315,83
965,1326,77
963,1327,100
1113,1331,100
954,1350,79
1225,1383,43
1329,1395,100
1105,1400,35
1162,1412,89
1427,1431,49
1267,1444,100
1342,1445,76
1220,1450,89
1354,1450,94
1230,1465,58
1170,1468,86
1196,1470,100
1131,1476,21
1239,1489,77
1499,1513,100
1136,1514,95
1194,1519,87
1147,1521,88
1272,1521,36
1228,1547,100
1436,1547,39
1196,1565,85
1224,1573,97
1381,1585,97
1221,1594,99
1355,1599,64
1548,1599,100
1336,1605,13
1251,1606,51
1402,1613,77
1471,1620,94
1620,1625,99
1494,1635,50
1462,1636,3
1384,1663,62
1568,1675,30
1360,1676,100
1417,1676,32
1565,1682,100
1312,1692,88
1342,1698,93
1705,1709,26
1569,1711,70
1434,1715,88
1690,1733,25
1429,1789,70
1719,1804,87
1747,1809,89
1776,1816,64
1816,1826,100
1617,1843,47
1543,1852,83
1748,1862,99
1759,1862,29
1673,1872,91
1598,1874,100
1770,1889,100
1533,1890,17
1888,1905,98
1822,1912,17
1610,1916,20
1629,1924,100
1921,1935,99
1805,1950,98
1673,1969,98
1916,1970,28
1712,1973,11
1929,1980,20
1708,1982,97
1970,1987,15
1666,1990,66
1903,1999,80
1679,2000,21
1718,2000,36
1728,2000,90
1810,2000,75
1843,2000,100
1914,2000,93
1923,2000,96
1975,2000,96
