s_i,f_i,c_i
1,1,97
1,1,100
1,22,98
1,24,100
1,43,99
1,49,99
1,61,30
1,74,57
24,90,100
27,95,86
28,132,61
67,147,1
113,161,100
1,179,99
1,181,89
1,212,100
209,212,14
179,215,97
1,217,41
79,217,69
85,218,83
53,229,100
1,238,96
47,240,14
13,254,100
29,257,21
223,272,47
1,280,33
149,281,83
110,292,44
267,293,97
29,298,79
1,311,95
135,323,93
243,356,41
347,356,68
353,359,98
1,367,44
52,367,3
285,374,95
28,380,46
195,381,100
378,386,51
52,387,96
202,390,90
94,395,98
233,396,17
151,406,100
273,416,88
224,454,41
297,474,40
265,478,72
97,479,95
299,491,100
358,495,100
494,502,68
485,508,30
344,517,39
454,519,100
488,535,100
225,537,100
433,553,52
525,558,72
458,561,94
412,562,54
494,575,77
304,579,71
335,585,29
353,585,51
283,587,96
489,591,100
317,607,99
509,611,100
543,611,100
263,627,98
315,648,100
333,655,35
567,655,100
326,682,28
519,682,98
634,684,25
421,691,35
623,693,91
655,693,74
309,700,99
564,715,99
556,718,88
568,722,97
518,724,65
597,734,34
505,751,97
727,783,96
421,798,100
601,800,97
784,821,31
687,824,100
633,838,22
616,839,21
450,841,13
687,861,99
588,868,100
719,871,5
803,886,93
870,903,31
566,907,14
606,914,100
536,918,89
896,920,86
842,923,98
896,925,88
566,935,28
801,951,98
808,958,69
848,962,56
583,967,41
625,979,85
889,983,78
747,988,96
910,1015,71
931,1015,99
706,1019,57
833,1022,82
740,1027,10
747,1028,99
1019,1028,92
1016,1030,91
1020,1031,82
812,1054,17
843,1056,83
820,1057,98
705,1070,48
729,1070,90
929,1093,97
993,1110,9
1099,1135,36
1098,1139,63
895,1142,79
992,1145,69
1129,1160,89
1064,1168,100
860,1172,99
859,1193,67
1037,1208,96
865,1225,52
973,1242,77
956,1251,100
1180,1259,40
1130,1263,68
1214,1264,77
888,1268,100
1148,1279,95
1243,1291,79
1217,1295,98
937,1302,63
1342,1343,68
982,1348,64
1221,1348,34
1354,1363,97
1154,1390,42
1204,1397,98
1229,1399,47
1243,1405,100
1130,1413,82
1250,1423,19
1281,1426,63
1276,1427,100
1357,1450,20
1382,1462,83
1121,1467,32
1403,1477,96
1313,1489,100
1401,1515,24
1307,1516,100
1184,1517,98
1419,1525,75
1352,1537,31
1491,1542,70
1469,1547,68
1409,1548,48
1316,1551,41
1507,1552,89
1277,1557,50
1220,1567,95
1432,1576,28
1283,1583,100
1303,1585,96
1495,1594,99
1595,1608,69
1595,1615,52
1530,1620,54
1596,1638,100
1445,1651,30
1596,1653,99
1475,1660,12
1531,1662,26
1432,1663,98
1600,1663,48
1453,1682,89
1580,1686,100
1689,1698,49
1534,1704,100
1405,1710,53
1350,1745,91
1471,1749,100
1583,1766,98
1763,1779,81
1715,1782,87
1545,1783,35
1521,1789,8
1706,1789,100
1452,1795,100
1681,1800,94
1522,1812,90
1562,1820,100
1645,1837,100
1717,1845,87
1816,1849,93
1808,1854,90
1552,1858,13
1667,1858,72
1818,1869,100
1618,1870,95
1701,1872,99
1476,1873,13
1585,1874,100
1596,1876,72
1551,1877,50
1580,1884,93
1572,1885,88
1745,1901,82
1507,1902,100
1766,1905,100
1893,1910,23
1903,1919,30
1836,1945,41
1631,1948,92
1808,1955,100
1724,1964,100
1750,1965,100
1822,1965,74
1802,1969,64
1824,1976,62
1684,1982,96
1676,2000,87
1751,2000,100
1818,2000,99
1867,2000,93
1894,2000,100
1992,2000,42
2000,2000,100
