s_i,f_i,c_i
1,1,99
1,49,100
1,81,99
1,90,82
107,139,99
131,151,50
125,153,99
1,154,86
1,166,87
19,167,21
83,184,76
1,208,99
116,226,95
185,231,77
3,240,36
186,240,60
37,261,94
1,284,29
1,293,33
176,299,89
140,310,80
1,334,100
1,339,100
96,344,100
80,352,80
24,368,100
66,371,95
133,371,100
164,377,100
92,382,100
191,384,38
89,387,99
274,390,37
186,391,3
30,397,67
139,403,99
387,403,88
50,408,67
81,408,52
255,412,100
404,417,10
62,434,86
132,437,86
437,466,96
374,476,96
330,487,87
129,490,66
447,491,99
364,499,100
144,522,100
431,525,91
533,558,68
365,580,100
559,583,95
345,592,100
472,594,53
546,616,53
569,631,100
350,633,86
420,644,100
365,650,100
490,668,36
535,681,100
543,685,31
350,690,100
502,692,100
526,692,16
319,695,100
517,709,67
645,713,66
660,713,100
574,720,100
363,738,98
398,739,64
583,743,2
692,759,98
684,779,100
399,782,90
538,787,100
798,811,92
720,835,97
721,840,44
495,851,100
766,852,39
618,858,94
490,859,67
572,880,33
530,885,100
565,886,90
611,896,94
699,900,79
622,902,58
643,903,99
539,906,100
756,906,16
512,909,100
652,909,71
812,915,57
714,929,94
783,943,70
661,944,25
732,968,92
909,970,99
639,975,80
700,979,74
910,998,96
658,1003,63
692,1006,87
773,1016,40
750,1028,96
825,1033,86
988,1034,54
773,1041,64
976,1047,38
750,1049,100
791,1050,86
892,1053,4
1050,1069,10
716,1087,95
837,1087,3
933,1096,100
741,1100,80
715,1108,10
937,1110,98
807,1119,23
787,1121,85
915,1122,64
1115,1124,39
749,1126,32
869,1133,98
869,1136,89
752,1147,81
1047,1161,100
861,1185,100
924,1188,98
1175,1189,75
956,1196,99
1145,1204,91
848,1213,45
841,1219,90
1046,1219,48
1168,1224,98
1134,1225,95
1201,1230,100
922,1235,93
1155,1242,96
901,1246,100
1096,1255,82
908,1274,100
934,1284,62
1118,1285,10
1135,1292,79
1296,1307,19
1168,1316,23
1318,1324,54
1196,1330,96
1277,1335,100
1196,1354,100
1274,1377,56
1182,1378,100
1051,1384,27
998,1397,94
1237,1404,62
1327,1407,100
1299,1413,100
1384,1421,100
1132,1422,82
1231,1427,85
1223,1428,25
1241,1434,37
1430,1435,36
1346,1450,39
1199,1451,83
1103,1453,95
1268,1460,99
1338,1464,53
1274,1480,100
1438,1482,40
1312,1496,100
1312,1505,93
1170,1506,86
1370,1513,100
1484,1517,100
1303,1520,100
1347,1535,100
1496,1540,22
1339,1545,88
1440,1551,81
1261,1559,64
1564,1584,100
1546,1596,38
1279,1601,48
1494,1611,100
1293,1634,97
1619,1649,100
1611,1654,33
1307,1656,51
1471,1672,84
1541,1674,76
1373,1692,74
1533,1696,100
1644,1707,56
1555,1710,45
1496,1723,87
1684,1759,100
1658,1760,100
1389,1762,100
1721,1770,100
1674,1773,69
1529,1793,81
1425,1805,100
1609,1810,98
1502,1812,94
1790,1812,86
1647,1826,92
1696,1830,88
1445,1831,100
1498,1832,86
1833,1834,54
1753,1844,91
1830,1849,73
1509,1863,100
1631,1866,98
1555,1882,96
1723,1884,99
1705,1897,88
1823,1901,28
1898,1903,89
1720,1904,100
1590,1911,39
1640,1916,96
1851,1917,84
1658,1932,99
1858,1942,90
1931,1942,88
1822,1970,82
1831,1991,58
1696,1997,100
1941,1997,92
1657,2000,53
1710,2000,95
1745,2000,100
1783,2000,35
1789,2000,56
1805,2000,100
1811,2000,96
1831,2000,63
1846,2000,100
1940,2000,74
2000,2000,35
