s_i,f_i,c_i
1,1,71
1,1,96
1,1,100
1,21,95
1,55,96
1,64,100
1,89,94
70,116,15
1,122,71
1,147,41
27,151,99
116,181,14
1,202,92
1,213,100
195,223,100
1,229,69
1,230,100
86,237,100
1,239,100
1,263,5
172,264,24
161,269,83
166,280,1
1,281,96
148,283,99
151,294,99
1,308,96
171,329,86
329,344,14
249,349,100
49,360,95
148,371,100
218,374,98
75,375,99
1,383,99
294,385,53
29,394,46
59,395,99
220,405,81
350,409,80
93,425,84
100,426,91
301,432,92
174,459,100
210,478,59
265,483,42
245,498,79
378,502,22
241,514,100
396,531,98
276,539,75
416,556,80
300,560,2
516,569,92
426,580,100
302,584,97
464,586,94
566,592,99
341,642,50
527,644,100
263,649,79
308,651,100
436,655,100
588,655,80
445,670,95
465,670,52
446,674,96
731,732,100
526,733,92
586,736,21
663,744,79
379,760,23
629,767,41
669,792,59
421,802,100
492,808,42
589,811,49
609,813,100
503,832,68
682,842,100
549,844,96
724,847,68
741,861,2
689,865,78
800,871,70
808,874,10
710,878,100
628,895,100
730,903,44
554,912,91
609,919,61
794,932,100
544,936,87
634,938,18
899,941,88
815,951,91
717,961,84
633,962,11
858,962,37
801,963,63
769,974,65
702,983,100
619,984,36
687,1005,83
801,1006,96
826,1021,100
866,1021,89
669,1030,36
898,1039,89
988,1045,100
785,1047,66
921,1047,99
791,1056,83
716,1063,22
903,1067,56
839,1086,100
769,1090,98
787,1094,4
841,1102,84
1011,1104,95
1086,1106,94
857,1118,92
1114,1126,78
988,1136,43
868,1150,1
810,1151,47
1070,1167,49
958,1185,98
974,1185,27
831,1188,100
1103,1191,2
950,1203,82
1167,1212,48
1116,1231,65
1185,1246,100
937,1252,51
1251,1286,13
995,1290,58
1098,1290,100
1028,1302,100
1078,1312,90
941,1318,33
1018,1321,96
1295,1321,11
1105,1339,63
1125,1339,63
1250,1339,96
1096,1343,88
1158,1349,35
1308,1356,100
1261,1384,100
1162,1398,80
1260,1401,72
1361,1403,10
1081,1405,78
1105,1409,99
1096,1413,99
1409,1420,87
1401,1425,59
1045,1426,33
1152,1426,78
1365,1431,91
1399,1431,99
1294,1437,27
1211,1439,76
1249,1460,92
1089,1462,100
1426,1463,100
1086,1472,100
1421,1476,85
1417,1482,2
1474,1488,100
1462,1492,100
1405,1516,18
1287,1521,51
1150,1528,88
1184,1529,87
1375,1531,99
1352,1532,83
1510,1540,74
1168,1541,83
1262,1545,66
1484,1548,64
1190,1554,53
1552,1556,100
1537,1570,20
1252,1586,30
1591,1601,84
1455,1607,100
1368,1619,49
1388,1623,1
1554,1631,90
1454,1643,100
1444,1649,96
1342,1659,100
1347,1660,19
1513,1664,99
1428,1668,87
1666,1672,72
1546,1680,4
1513,1686,100
1466,1690,77
1561,1690,66
1471,1709,91
1417,1736,96
1362,1738,36
1686,1741,83
1490,1745,71
1492,1748,45
1441,1755,83
1625,1759,25
1489,1786,100
1609,1793,64
1649,1800,99
1733,1819,100
1625,1835,98
1663,1858,99
1684,1869,58
1712,1874,93
1697,1880,100
1643,1901,97
1879,1903,48
1621,1917,29
1749,1920,80
1755,1930,85
1694,1932,100
1885,1934,99
1784,1940,31
1643,1949,65
1571,1952,77
1765,1957,16
1794,1991,100
1936,1997,100
1639,2000,96
1660,2000,35
1679,2000,100
1743,2000,99
1757,2000,100
1787,2000,92
1804,2000,100
1837,2000,70
1910,2000,77
1938,2000,90
1972,2000,96
2000,2000,37
2000,2000,70
2000,2000,76
2000,2000,87
2000,2000,89
2000,2000,99
