s_i,f_i,c_i
1,1,100
1,25,82
1,56,30
83,108,92
1,123,79
1,124,27
133,142,64
47,143,99
21,149,65
1,179,61
1,180,91
1,182,93
1,210,100
103,211,58
47,236,70
181,242,97
45,248,100
161,251,99
1,259,87
56,265,63
1,276,43
1,293,5
114,309,100
275,313,7
300,316,83
53,340,33
226,351,93
108,359,97
260,363,97
70,391,100
238,392,99
218,394,44
209,399,97
130,400,99
143,411,98
136,418,100
22,420,99
267,422,86
43,425,99
99,435,100
265,436,75
380,436,99
410,437,98
336,446,96
440,457,99
414,474,100
123,490,72
428,493,96
114,495,100
252,495,59
228,512,100
389,526,24
405,526,97
319,528,100
293,534,26
520,537,99
252,548,100
224,569,77
499,572,99
476,576,100
413,592,100
488,599,81
352,609,100
483,612,55
299,615,100
403,618,100
579,630,99
411,633,77
486,644,100
502,644,100
351,653,100
457,674,14
626,676,10
535,678,98
311,701,100
545,704,55
419,711,86
699,714,76
457,745,100
390,746,96
461,752,99
374,764,100
406,780,88
716,786,68
405,789,100
458,789,46
435,794,99
594,799,17
421,803,100
605,814,8
445,823,74
564,842,21
625,846,100
707,849,50
547,851,35
806,857,4
852,857,92
725,858,74
502,859,14
607,860,87
604,862,100
676,869,69
791,871,73
823,878,96
558,880,34
645,895,95
873,899,82
740,917,69
537,921,34
790,940,10
582,945,42
642,945,41
858,960,87
602,961,100
871,961,97
920,963,95
707,976,97
906,978,11
781,981,95
907,983,71
958,990,82
854,992,100
783,1014,100
954,1016,39
1006,1018,86
655,1022,67
632,1028,89
747,1030,5
764,1032,92
806,1039,99
733,1054,95
956,1056,100
703,1068,88
670,1069,67
1020,1093,99
1040,1098,48
887,1104,78
778,1116,84
765,1123,97
953,1128,86
1100,1138,99
963,1141,24
1067,1142,93
1061,1153,32
1159,1159,100
1036,1166,78
1096,1169,82
973,1170,100
937,1175,95
1009,1177,100
1032,1177,90
1031,1198,58
1121,1209,77
1089,1222,98
1011,1230,55
1227,1233,93
1115,1257,58
1250,1271,19
934,1272,79
889,1278,85
1059,1298,100
1287,1302,53
1083,1315,29
1180,1316,100
1199,1341,84
1118,1360,92
1074,1362,33
1359,1370,100
1203,1373,92
1173,1375,79
1377,1380,89
1245,1391,100
1302,1393,100
1259,1412,99
1398,1430,47
1354,1449,18
1429,1478,99
1475,1481,70
1257,1486,100
1433,1486,63
1403,1494,100
1166,1501,100
1253,1525,100
1213,1531,24
1209,1535,58
1333,1536,70
1427,1536,33
1197,1537,95
1276,1538,93
1229,1560,84
1284,1560,57
1465,1573,94
1201,1576,100
1359,1576,49
1227,1582,64
1320,1586,35
1307,1597,96
1581,1597,71
1255,1625,93
1518,1626,99
1320,1628,77
1309,1656,82
1282,1662,42
1300,1693,25
1495,1706,98
1583,1725,100
1341,1738,84
1384,1747,97
1531,1751,90
1682,1755,69
1751,1761,55
1537,1763,38
1605,1771,93
1648,1771,11
1622,1777,89
1714,1778,17
1774,1781,100
1389,1783,74
1423,1784,71
1611,1785,100
1624,1809,100
1611,1812,64
1546,1821,78
1628,1824,89
1630,1856,27
1822,1859,100
1662,1897,92
1898,1905,85
1592,1910,19
1639,1924,89
1786,1933,100
1590,1934,100
1692,1938,100
1843,1939,87
1595,1941,96
1814,1945,89
1746,1947,75
1770,1949,99
1815,1955,73
1793,1960,43
1763,1994,96
1743,1995,76
1961,1995,98
1687,2000,98
1734,2000,46
1791,2000,4
1799,2000,87
1832,2000,100
1936,2000,33
1986,2000,89
