s_i,f_i,c_i
1,1,94
1,1,100
1,25,85
1,50,19
63,65,100
1,88,100
20,102,21
113,138,6
6,139,36
120,147,47
1,158,100
1,162,26
1,192,51
1,204,79
74,206,86
150,209,83
1,212,98
1,216,93
7,218,82
1,236,21
206,242,100
111,253,100
1,258,57
92,258,24
122,300,83
1,303,99
132,304,99
1,306,94
203,307,69
275,323,97
1,335,100
164,342,84
116,351,30
120,360,88
1,365,100
297,367,80
231,381,100
273,391,100
261,396,34
131,398,73
102,409,80
350,443,87
165,450,100
134,458,96
386,477,97
435,482,40
169,489,20
163,496,92
480,498,87
368,501,100
374,514,29
378,519,100
406,541,43
370,544,73
545,555,99
557,564,89
280,570,90
371,583,97
375,611,100
356,622,35
341,627,97
609,633,100
454,643,33
478,674,10
501,675,79
418,683,100
414,692,18
523,697,100
320,698,99
344,718,100
431,725,5
669,731,100
490,734,90
553,738,100
666,743,98
416,745,100
388,747,95
393,755,5
515,756,58
552,756,98
469,757,47
615,758,12
756,758,60
611,764,82
635,766,77
753,767,83
499,768,9
422,774,93
450,774,98
751,781,92
478,792,12
499,796,29
577,799,73
602,801,98
564,802,80
740,809,96
547,812,100
488,824,78
758,824,89
433,828,86
537,839,84
481,848,50
704,849,78
776,850,100
661,858,51
720,860,22
642,863,99
558,868,94
591,885,71
565,892,42
651,896,98
524,900,79
746,902,86
821,902,81
760,906,6
657,922,100
764,927,36
780,953,27
775,955,99
933,959,100
772,960,98
839,982,59
891,989,92
799,999,14
673,1013,84
998,1017,67
960,1021,99
741,1022,80
831,1048,100
791,1077,18
898,1078,69
861,1085,25
706,1093,100
732,1095,30
801,1103,100
752,1108,96
1036,1130,88
884,1138,44
1060,1138,88
853,1140,94
1041,1145,56
802,1147,83
973,1161,86
1161,1165,100
1125,1166,73
832,1167,100
1152,1169,100
778,1175,73
1012,1200,100
1119,1202,72
1081,1207,98
1198,1213,85
1117,1218,10
852,1232,99
1014,1237,95
861,1239,85
1105,1275,66
1024,1276,100
1226,1283,98
1276,1286,47
1217,1324,77
1222,1346,34
1215,1353,100
1205,1366,25
1223,1366,82
1273,1366,99
1290,1370,93
1273,1373,100
1048,1382,97
1323,1383,94
1185,1384,35
1235,1384,69
1354,1385,100
1192,1392,3
1182,1405,100
1308,1423,96
1390,1425,89
1070,1440,91
1197,1454,41
1329,1473,100
1167,1501,75
1433,1515,39
1224,1516,96
1237,1517,98
1398,1522,70
1180,1525,12
1310,1528,91
1330,1542,86
1249,1556,17
1220,1569,100
1456,1569,100
1541,1571,84
1287,1613,94
1429,1639,26
1374,1640,47
1300,1648,63
1325,1648,99
1296,1655,100
1384,1660,87
1617,1665,90
1654,1675,100
1465,1684,76
1631,1687,97
1355,1689,92
1448,1691,97
1481,1695,7
1694,1706,39
1351,1707,65
1409,1708,62
1659,1735,88
1522,1738,41
1397,1740,78
1614,1742,77
1716,1755,100
1729,1758,30
1515,1763,100
1386,1774,90
1613,1777,95
1725,1777,29
1526,1786,49
1723,1789,100
1527,1790,92
1673,1816,100
1734,1817,9
1514,1819,97
1465,1820,100
1707,1828,97
1691,1854,16
1857,1865,64
1714,1884,93
1762,1884,30
1852,1893,84
1746,1902,90
1648,1927,90
1900,1936,66
1553,1944,85
1644,1945,38
1575,1961,87
1801,1974,78
1795,1992,62
1926,1995,70
1744,2000,99
1805,2000,100
2000,2000,45
2000,2000,58
2000,2000,61
2000,2000,72
2000,2000,92
2000,2000,100
2000,2000,100
