s_i,f_i,c_i
1,85,98
1,103,94
1,109,39
41,132,87
56,152,21
129,166,36
137,172,72
1,196,39
88,198,24
1,218,100
1,224,15
197,237,100
162,242,92
148,252,18
3,271,100
42,273,95
211,273,16
47,290,95
143,297,66
11,302,77
251,318,100
122,319,98
6,320,97
112,337,56
1,338,99
286,341,31
295,350,89
27,353,97
256,363,87
1,367,52
115,369,80
60,370,9
65,378,95
155,384,14
8,386,99
8,390,64
139,395,18
130,399,39
118,406,100
16,408,5
107,421,100
35,422,91
226,427,61
414,457,34
206,459,72
92,460,50
279,484,99
361,494,100
210,496,100
323,520,100
485,523,93
385,530,70
297,548,100
486,549,91
407,554,92
270,555,100
491,569,27
244,572,63
419,575,78
574,577,100
466,581,95
456,585,69
515,609,72
539,622,83
494,625,100
533,627,96
576,636,37
422,642,72
432,664,8
598,669,100
319,680,100
642,683,100
324,713,100
598,729,89
571,737,100
616,744,81
534,754,97
641,757,95
543,761,97
444,764,10
632,766,95
475,808,48
626,815,44
526,817,79
739,818,70
497,824,59
488,829,100
705,831,100
808,839,77
603,841,19
446,844,77
798,845,57
716,863,86
814,864,39
860,876,45
803,880,83
586,881,98
600,900,74
686,912,78
592,916,51
884,944,47
604,950,54
727,950,98
921,962,94
599,973,99
648,978,98
658,984,100
839,987,10
759,1005,99
737,1015,16
647,1029,23
704,1034,83
1030,1042,99
961,1048,97
1026,1055,100
858,1061,97
713,1093,100
725,1101,100
936,1103,94
956,1104,58
1060,1107,100
941,1114,89
930,1116,86
816,1125,86
837,1125,99
917,1136,11
955,1137,87
1028,1158,98
932,1161,100
897,1167,97
1151,1168,42
971,1173,80
1061,1181,99
997,1183,96
984,1197,99
1060,1198,79
1100,1204,79
828,1206,27
919,1208,100
1188,1213,87
940,1215,49
975,1217,85
918,1222,40
1221,1226,79
997,1240,100
1065,1245,100
1142,1250,36
1114,1251,53
1238,1254,38
1057,1255,33
1018,1262,99
1108,1280,49
939,1284,9
932,1287,78
1252,1293,98
1133,1294,56
1226,1295,72
965,1302,100
1113,1302,100
1064,1316,100
1000,1329,100
1079,1350,77
1046,1356,94
1163,1364,79
1318,1380,62
1081,1382,67
1098,1387,88
1356,1390,90
1363,1390,74
1254,1391,66
1097,1397,28
1162,1397,99
1017,1413,66
1301,1415,100
1394,1418,96
1048,1437,4
1129,1438,94
1280,1463,100
1090,1471,27
1391,1486,88
1224,1499,98
1345,1502,100
1540,1554,3
1384,1567,100
1339,1568,95
1439,1584,40
1217,1590,51
1280,1592,90
1585,1592,56
1438,1601,100
1476,1601,30
1290,1606,95
1323,1613,98
1423,1622,97
1525,1624,17
1460,1634,11
1602,1635,97
1516,1663,15
1457,1667,54
1441,1691,94
1453,1698,52
1384,1719,93
1348,1720,54
1499,1721,17
1483,1725,99
1647,1727,100
1379,1734,53
1439,1747,26
1633,1750,99
1758,1761,74
1423,1765,78
1532,1781,49
1424,1789,81
1499,1789,56
1597,1812,94
1794,1816,100
1444,1820,12
1568,1820,100
1686,1827,66
1560,1845,97
1621,1848,84
1701,1849,98
1547,1853,6
1776,1854,70
1565,1872,95
1801,1877,99
1645,1888,57
1822,1895,97
1552,1903,100
1758,1906,99
1827,1909,100
1660,1919,97
1824,1933,95
1542,1938,98
1689,1940,91
1812,1946,100
1817,1946,93
1844,1956,9
1629,1960,32
1881,1960,99
1711,1971,48
1944,1977,28
1732,2000,19
1756,2000,66
1792,2000,40
1797,2000,100
1817,2000,100
1910,2000,72
1931,2000,74
1945,2000,95
