s_i,f_i,c_i
1,1,97
1,50,68
1,67,99
50,86,89
82,93,85
95,98,100
34,101,66
1,103,79
69,110,100
17,113,100
99,114,81
1,121,100
111,173,18
91,177,100
29,191,90
37,200,58
99,215,100
71,217,70
84,218,100
1,224,98
97,233,58
166,256,72
101,260,45
110,281,9
1,290,97
1,308,94
4,309,26
299,312,82
308,318,83
1,347,76
273,347,63
1,351,100
216,367,60
366,374,79
322,376,91
172,394,95
45,397,84
252,413,100
385,416,73
56,423,92
78,432,63
209,435,99
288,439,100
286,442,99
114,444,95
172,450,100
284,467,96
85,479,66
475,485,75
474,488,52
359,498,96
337,510,78
327,550,98
554,555,67
526,557,100
334,560,92
205,581,85
286,596,73
273,600,69
288,611,75
476,611,69
224,616,98
262,617,97
520,642,99
600,660,45
554,662,100
429,664,76
602,668,8
512,684,3
489,696,22
509,697,28
575,707,79
398,721,91
349,732,98
420,761,86
587,770,27
447,773,100
406,785,100
444,791,46
486,791,60
584,791,100
750,793,53
690,801,67
743,825,54
765,828,100
434,829,97
640,832,93
736,834,97
749,841,100
840,843,66
458,849,100
849,852,100
755,871,100
609,872,29
866,878,27
796,882,100
762,884,95
641,888,96
655,899,68
564,900,43
654,904,46
668,913,71
860,918,69
781,936,47
625,940,23
899,967,40
640,974,70
735,981,99
657,984,88
866,1009,42
638,1014,100
905,1022,63
690,1026,95
882,1028,5
959,1029,66
961,1031,84
940,1033,96
889,1040,100
995,1042,100
823,1051,71
901,1054,91
1023,1056,93
885,1067,81
751,1068,92
966,1068,94
739,1073,100
995,1076,47
717,1077,82
787,1079,98
761,1083,97
1011,1103,100
1027,1126,98
1098,1129,84
1099,1136,49
1046,1138,100
1124,1141,62
792,1157,99
1024,1167,17
835,1175,55
996,1182,100
1083,1196,100
840,1197,86
1141,1202,59
1071,1206,19
1036,1210,16
1103,1210,67
1196,1211,98
1056,1213,100
1159,1216,88
1163,1224,55
1079,1232,85
1047,1236,100
1215,1248,99
1012,1256,97
1167,1262,87
1009,1265,100
1135,1271,79
1035,1278,46
947,1292,100
976,1301,100
934,1302,96
1114,1340,99
1141,1350,88
1334,1355,98
1206,1363,65
1247,1372,100
1210,1380,95
1258,1384,48
1282,1399,59
1220,1405,92
1220,1408,4
1137,1411,100
1355,1432,74
1134,1449,55
1434,1454,98
1143,1457,97
1081,1464,100
1368,1472,99
1303,1483,77
1385,1493,54
1439,1498,74
1157,1504,100
1173,1543,100
1239,1557,99
1482,1560,3
1406,1567,100
1431,1567,77
1414,1568,100
1474,1570,45
1470,1590,100
1313,1600,4
1502,1602,98
1512,1606,96
1260,1609,49
1548,1612,84
1259,1621,55
1596,1646,85
1275,1656,30
1562,1661,93
1624,1662,94
1631,1672,5
1474,1686,99
1559,1689,31
1341,1690,92
1612,1706,89
1472,1731,100
1523,1755,86
1565,1759,100
1643,1779,21
1688,1779,99
1620,1780,91
1499,1785,69
1679,1794,100
1606,1798,95
1479,1804,33
1631,1807,95
1806,1819,42
1670,1820,96
1614,1824,100
1702,1843,100
1590,1849,93
1583,1853,100
1835,1879,35
1564,1886,39
1703,1914,98
1765,1918,64
1589,1922,97
1807,1924,76
1654,1926,75
1848,1935,100
1695,1936,65
1718,1959,92
1566,1964,19
1919,1964,29
1665,1984,96
1676,1986,13
1766,1993,51
1793,2000,80
1822,2000,41
1824,2000,100
1828,2000,89
1867,2000,98
1878,2000,81
1896,2000,53
1928,2000,95
1973,2000,68
1984,2000,45
1991,2000,100
2000,2000,66
2000,2000,99
