s_i,f_i,c_i
1,1,40
1,1,100
1,67,100
36,73,99
1,102,71
5,111,75
1,129,90
1,163,10
1,168,50
1,180,84
19,185,98
1,191,100
66,205,63
120,215,94
214,228,76
184,266,48
1,271,98
149,305,84
68,315,41
1,328,53
1,340,100
104,340,95
354,365,91
282,375,47
287,386,100
20,403,93
351,406,80
299,429,76
92,432,100
47,442,84
340,444,99
417,451,100
138,457,81
255,470,84
359,478,1
301,481,85
223,496,99
297,508,80
315,513,89
336,515,100
520,529,52
459,539,81
363,554,96
183,557,100
527,571,67
256,576,70
335,586,68
209,588,54
531,596,58
437,603,100
290,611,100
430,615,100
537,618,97
603,624,57
280,633,50
484,634,98
580,640,17
607,655,89
451,656,75
293,662,1
278,670,100
617,673,37
498,680,62
677,681,100
646,694,72
330,701,86
585,725,100
599,742,94
668,743,96
593,745,77
584,753,100
378,755,99
646,770,74
401,778,100
484,800,30
696,800,39
521,818,82
814,835,26
649,851,100
608,852,76
642,852,100
815,858,96
708,862,100
834,867,100
487,872,37
859,897,99
796,916,47
755,928,23
693,934,100
901,939,46
732,968,78
838,977,66
661,987,81
889,990,100
625,996,100
872,1002,94
652,1010,100
813,1015,97
784,1018,97
659,1019,100
891,1042,43
961,1042,100
965,1044,27
705,1051,75
701,1065,99
923,1065,78
1054,1080,16
700,1082,23
932,1083,60
867,1091,94
1020,1101,94
998,1108,20
1004,1124,22
1073,1125,100
890,1126,12
880,1127,26
737,1128,54
1038,1163,99
908,1169,99
1134,1180,78
1112,1183,2
1067,1185,6
1163,1194,86
1164,1198,100
939,1206,73
923,1212,57
863,1215,30
1215,1216,13
1110,1219,100
937,1222,18
885,1243,96
1173,1249,56
880,1252,97
920,1258,100
1000,1289,99
1273,1289,25
1119,1326,89
940,1328,86
1021,1328,86
1110,1335,76
1263,1354,55
1043,1368,95
998,1371,46
1108,1371,98
1012,1381,33
1152,1385,57
1170,1399,95
1311,1404,98
1046,1411,21
1410,1411,85
1088,1413,36
1159,1425,78
1033,1429,72
1274,1433,74
1257,1443,80
1164,1453,77
1285,1454,32
1192,1465,92
1323,1485,100
1211,1491,87
1183,1492,48
1474,1493,100
1330,1498,75
1225,1508,96
1132,1515,91
1169,1523,7
1302,1534,30
1222,1546,66
1345,1564,43
1413,1569,100
1249,1575,6
1469,1578,82
1380,1585,99
1540,1587,100
1542,1595,95
1325,1601,8
1495,1622,100
1452,1626,100
1439,1630,100
1260,1643,99
1642,1662,99
1446,1672,100
1674,1677,59
1318,1679,8
1398,1679,3
1590,1686,100
1348,1687,99
1698,1711,100
1377,1712,23
1516,1725,34
1436,1728,64
1411,1730,100
1714,1737,51
1485,1742,94
1373,1754,99
1701,1758,100
1587,1764,88
1377,1768,86
1484,1772,100
1485,1785,100
1545,1785,100
1653,1789,26
1529,1799,48
1553,1813,29
1568,1817,79
1585,1822,97
1614,1825,100
1544,1863,73
1563,1865,90
1780,1870,98
1761,1871,99
1710,1878,80
1801,1878,100
1504,1882,27
1679,1890,29
1693,1890,92
1862,1902,100
1601,1913,93
1647,1913,20
1739,1916,100
1591,1918,73
1858,1936,16
1711,1947,93
1860,1948,100
1600,1951,97
1784,1957,100
1625,1959,56
1830,1985,38
1631,1994,92
1684,1996,86
1625,1997,89
1643,1997,90
1654,2000,96
1654,2000,100
1692,2000,93
1704,2000,100
1747,2000,100
1773,2000,70
1806,2000,99
1819,2000,9
1829,2000,94
1840,2000,89
1857,2000,16
1868,2000,93
1893,2000,41
1946,2000,64
1983,2000,90
2000,2000,16
2000,2000,81
2000,2000,96
