s_i,f_i,c_i
1,1,74
1,1,81
1,38,67
17,53,100
66,84,94
79,84,99
1,98,98
1,110,77
23,112,91
66,121,72
1,149,11
46,169,76
146,193,71
26,204,99
121,206,69
1,226,100
123,227,97
156,228,61
1,231,95
26,232,94
46,242,77
1,290,100
70,310,39
28,318,83
73,321,100
218,322,100
37,328,39
1,336,97
35,337,81
167,350,45
181,351,97
347,360,66
328,361,95
7,377,9
344,387,100
85,393,66
298,394,34
159,397,67
295,398,100
230,403,99
231,424,100
142,456,99
58,457,61
287,462,86
349,466,94
172,483,79
374,487,85
172,492,100
423,496,98
109,498,91
184,498,19
178,513,82
488,513,92
494,519,74
515,519,100
370,531,100
482,542,69
173,553,100
329,555,85
274,561,14
391,569,60
208,589,32
502,590,49
300,605,100
449,605,81
245,611,69
470,623,90
509,623,96
394,633,82
541,634,100
381,643,100
317,650,100
286,653,98
527,660,99
455,666,90
287,667,33
567,700,100
409,703,60
336,721,82
684,731,25
721,731,59
473,763,99
610,769,31
508,774,19
692,794,83
515,797,28
506,804,100
667,813,94
681,820,16
461,848,100
533,853,81
590,854,100
653,863,82
573,874,83
616,874,41
533,885,90
753,888,82
738,891,85
549,892,100
740,893,98
779,898,59
650,902,71
726,905,100
653,926,91
823,942,41
659,948,77
636,956,24
765,973,100
916,974,99
599,987,75
887,987,29
795,1000,20
873,1001,74
959,1002,84
970,1003,89
867,1025,100
675,1040,100
1023,1102,100
863,1124,85
1067,1124,84
1124,1140,50
1077,1146,97
895,1148,63
1060,1151,22
854,1165,33
847,1169,85
918,1171,97
1144,1171,67
1034,1185,90
1045,1212,57
854,1215,82
989,1217,100
910,1226,98
854,1231,79
1114,1231,99
1035,1237,87
1054,1238,59
1237,1250,92
925,1254,24
941,1255,56
904,1256,93
1098,1259,79
1063,1266,100
1090,1270,99
958,1283,99
1060,1285,74
938,1289,80
1107,1295,98
1204,1306,88
1137,1308,96
1184,1341,86
1153,1346,48
1318,1347,25
1204,1348,84
1089,1353,84
1344,1354,100
1044,1355,100
1086,1359,85
1112,1365,98
1361,1368,24
1181,1371,100
1254,1381,8
1210,1384,91
1396,1403,97
1304,1407,10
1224,1414,99
1345,1414,98
1054,1442,100
1234,1442,43
1442,1478,99
1302,1484,98
1162,1499,99
1371,1507,67
1313,1512,68
1438,1522,88
1305,1526,100
1274,1545,75
1247,1556,100
1260,1556,93
1206,1563,100
1440,1574,76
1366,1609,100
1258,1610,44
1424,1614,96
1569,1618,90
1612,1623,100
1294,1627,42
1293,1631,95
1266,1638,100
1528,1650,62
1284,1654,100
1636,1678,96
1526,1683,87
1490,1689,89
1303,1701,97
1639,1704,62
1459,1707,47
1665,1710,96
1396,1727,100
1424,1730,68
1545,1736,96
1411,1738,94
1718,1740,91
1455,1758,99
1538,1762,100
1399,1764,73
1426,1770,95
1525,1771,100
1792,1799,86
1519,1804,76
1666,1812,51
1421,1813,18
1528,1821,9
1594,1821,95
1542,1827,100
1750,1828,83
1568,1830,96
1757,1834,53
1469,1847,74
1571,1848,59
1848,1851,98
1787,1852,85
1812,1856,92
1741,1861,100
1711,1865,96
1752,1876,41
1557,1880,100
1611,1881,88
1488,1884,100
1692,1892,99
1884,1899,41
1663,1920,71
1752,1930,25
1633,1938,70
1620,1941,9
1919,1944,86
1627,1946,20
1862,1959,96
1624,1964,9
1793,1977,100
1641,2000,99
1710,2000,100
1728,2000,99
1801,2000,96
1804,2000,71
1814,2000,42
1814,2000,95
1929,2000,81
1974,2000,99
2000,2000,100
