s_i,f_i,c_i
1,1,100
1,16,13
1,33,100
53,56,88
1,89,29
1,112,43
1,124,86
39,127,50
1,130,99
110,167,100
75,171,99
1,187,86
1,194,27
1,196,100
1,199,96
176,203,75
110,219,74
25,220,71
64,220,28
151,225,91
1,227,91
1,230,65
153,245,51
234,250,71
44,251,100
104,254,66
143,254,86
80,258,68
93,277,80
239,278,100
1,291,28
108,300,100
217,312,100
308,312,20
68,319,10
292,324,48
212,341,91
1,358,79
62,373,82
249,376,100
175,381,41
127,382,100
355,384,97
76,390,80
308,392,28
194,402,95
74,408,3
270,418,24
262,422,4
222,429,8
100,434,100
158,436,89
321,438,100
150,448,100
216,449,78
301,450,29
285,471,100
388,473,91
301,475,59
162,478,26
177,478,76
363,478,34
487,495,99
123,502,100
164,524,70
290,556,98
495,567,95
209,573,95
314,592,88
438,600,88
570,610,27
346,611,17
553,623,69
358,638,62
609,643,100
465,647,91
520,651,99
613,663,99
653,664,14
597,665,100
528,676,100
626,685,87
525,713,100
452,715,78
481,724,98
435,726,50
618,733,27
361,756,100
634,760,100
516,768,100
400,772,57
473,776,100
484,789,100
455,796,61
784,826,17
472,830,83
804,833,78
505,846,19
753,854,100
497,856,76
648,857,35
551,865,97
555,868,93
701,873,94
598,891,5
515,898,49
702,907,100
648,910,99
695,959,25
630,961,70
741,975,100
626,1012,30
980,1041,44
730,1055,100
824,1056,84
683,1057,50
954,1058,98
1036,1075,91
899,1081,53
697,1089,89
1084,1129,99
1030,1137,18
917,1141,70
819,1143,39
1018,1153,51
1087,1156,100
807,1167,5
1172,1184,48
1100,1187,100
809,1190,12
998,1210,87
1058,1228,69
1214,1231,97
887,1234,21
902,1236,100
860,1239,88
1105,1240,96
1034,1249,100
1147,1257,64
1168,1266,57
949,1271,34
901,1279,96
918,1284,99
1256,1291,91
1001,1310,61
1059,1349,91
1188,1350,80
1073,1365,71
1292,1370,100
1156,1372,33
1078,1374,78
1085,1380,33
1076,1382,94
1150,1383,92
1349,1383,98
1099,1402,99
1400,1417,100
1077,1419,83
1057,1427,99
1165,1442,100
1234,1447,100
1071,1449,86
1368,1460,92
1391,1470,100
1319,1475,92
1222,1481,100
1107,1491,39
1138,1491,100
1146,1507,32
1110,1508,92
1236,1512,98
1180,1516,99
1348,1516,30
1482,1524,100
1367,1525,63
1264,1526,7
1188,1535,99
1491,1539,84
1167,1540,81
1510,1556,31
1189,1572,100
1366,1590,15
1412,1593,100
1572,1601,96
1584,1608,81
1528,1610,100
1418,1617,47
1306,1618,42
1280,1629,100
1334,1632,87
1309,1644,100
1462,1645,70
1447,1653,100
1359,1655,98
1647,1659,81
1350,1682,35
1308,1689,68
1674,1697,43
1469,1724,97
1586,1730,24
1650,1741,67
1511,1748,86
1703,1759,83
1707,1772,19
1518,1779,81
1640,1806,100
1573,1809,98
1647,1815,100
1639,1819,100
1807,1824,93
1464,1832,97
1492,1833,5
1715,1850,32
1531,1854,78
1492,1861,100
1576,1878,74
1644,1890,67
1892,1895,86
1637,1908,68
1814,1923,61
1774,1925,40
1643,1933,100
1764,1936,24
1771,1946,48
1905,1952,68
1616,1960,64
1903,1965,87
1945,1977,3
1641,1989,86
1666,1991,68
1606,1995,60
1989,1999,92
1691,2000,11
1696,2000,77
1698,2000,93
1702,2000,35
1705,2000,93
1711,2000,100
1737,2000,81
1772,2000,100
1782,2000,24
1832,2000,42
1840,2000,87
1842,2000,11
1874,2000,18
1934,2000,70
1971,2000,89
1998,2000,65
2000,2000,39
2000,2000,56
