s_i,f_i,c_i
1,1,48
1,16,55
15,27,100
26,39,41
1,66,73
1,72,55
1,112,84
24,123,81
121,129,27
1,139,95
25,147,95
153,159,75
167,184,96
52,188,96
108,193,100
1,194,99
1,199,3
178,206,50
57,208,36
1,218,100
113,223,99
1,232,57
17,233,100
64,234,91
98,238,98
167,244,100
158,267,86
232,267,100
40,286,43
131,306,77
254,307,68
1,310,97
91,316,100
259,322,32
67,326,90
292,338,73
164,347,91
147,353,88
19,355,100
1,367,99
164,378,94
308,399,1
60,416,99
94,422,96
225,422,5
336,427,100
366,428,8
371,441,94
56,455,79
320,457,73
384,471,91
176,486,43
319,493,31
112,502,17
360,503,85
501,509,95
203,514,4
287,517,92
166,523,100
180,528,78
190,552,58
569,571,22
534,590,100
242,598,7
247,599,97
303,612,52
373,622,81
327,628,100
472,637,96
365,639,43
523,640,98
358,654,9
283,664,100
387,675,68
527,675,95
536,676,100
584,680,86
656,681,99
664,684,85
641,688,45
450,689,99
550,693,41
299,696,81
705,726,84
402,738,97
564,738,91
700,750,50
388,787,98
602,798,100
789,815,100
547,819,79
801,822,18
599,826,100
571,831,100
475,859,82
763,877,8
679,880,98
574,893,52
580,893,1
593,898,75
625,900,99
838,902,52
862,902,98
563,903,52
609,925,86
786,947,78
755,951,99
694,952,81
902,953,37
813,963,32
649,969,35
826,988,84
663,1000,14
878,1005,39
894,1009,96
679,1013,100
687,1016,100
722,1027,98
725,1035,30
972,1047,39
792,1049,94
855,1049,6
973,1056,98
1053,1060,6
935,1085,100
735,1088,66
854,1101,100
1100,1116,22
918,1128,99
804,1132,67
770,1137,100
1016,1152,85
840,1179,98
1172,1181,91
1173,1181,64
880,1191,99
816,1204,100
896,1207,100
1129,1216,88
1189,1235,92
1010,1248,51
1247,1261,94
988,1266,37
1253,1278,100
989,1299,24
1028,1300,100
1091,1307,74
1083,1327,54
1257,1329,100
1121,1333,50
1025,1334,98
1193,1336,99
1125,1339,77
1325,1345,61
1259,1349,19
1247,1353,22
1286,1359,95
1181,1365,86
1164,1368,100
1020,1382,89
1290,1386,47
1255,1397,53
1380,1399,97
1280,1417,77
1310,1423,92
1316,1433,95
1110,1438,100
1086,1455,100
1222,1462,70
1176,1481,10
1407,1488,100
1319,1495,92
1287,1496,100
1356,1496,93
1383,1503,96
1430,1505,3
1305,1511,58
1461,1517,98
1363,1528,27
1444,1530,82
1351,1542,100
1493,1542,100
1219,1545,2
1432,1549,68
1263,1567,79
1378,1568,100
1364,1580,49
1408,1590,40
1418,1603,100
1566,1613,26
1263,1614,93
1600,1615,42
1607,1615,100
1401,1620,83
1452,1624,79
1331,1640,79
1557,1651,100
1604,1654,82
1260,1657,100
1322,1658,43
1500,1658,99
1509,1679,90
1463,1700,100
1328,1702,100
1364,1703,97
1484,1704,14
1321,1710,98
1711,1714,31
1461,1735,6
1380,1741,95
1502,1749,83
1475,1755,58
1549,1766,64
1691,1768,100
1658,1781,100
1775,1792,100
1624,1800,100
1431,1801,100
1790,1812,42
1483,1816,100
1713,1819,21
1550,1825,90
1527,1828,90
1586,1829,100
1621,1831,65
1751,1849,63
1517,1855,89
1687,1882,84
1544,1894,69
1694,1906,100
1567,1922,98
1651,1923,100
1898,1931,95
1903,1942,100
1907,1948,100
1738,1951,98
1790,1960,11
1622,1966,92
1632,1968,62
1783,1975,100
1664,1983,100
1780,2000,15
1790,2000,61
1825,2000,33
1850,2000,94
1863,2000,98
1874,2000,30
1876,2000,95
1945,2000,71
2000,2000,85
