s_i,f_i,c_i
1,11,16
1,56,100
5,77,83
38,81,86
1,87,100
76,103,100
1,115,98
1,149,3
1,151,82
88,161,25
120,163,99
1,192,61
84,208,47
1,216,100
1,220,63
197,225,82
51,230,95
1,233,100
64,239,55
28,248,52
118,257,76
87,268,99
1,271,100
192,291,65
198,298,72
1,299,62
201,304,98
285,305,54
152,313,100
276,320,25
2,325,100
298,332,100
34,390,53
80,406,77
46,408,30
159,419,88
188,419,99
277,419,10
341,455,100
449,455,91
340,459,100
485,496,15
149,497,55
440,498,87
132,507,100
231,518,15
255,522,30
507,522,46
379,534,99
382,547,100
162,549,6
329,557,100
503,569,97
369,577,92
497,585,60
523,589,32
334,613,100
492,619,91
335,620,85
428,622,55
245,644,84
544,657,67
346,666,100
446,675,100
599,679,98
503,683,98
338,686,81
655,700,90
550,712,99
667,724,92
653,729,73
560,734,94
595,742,100
503,754,38
678,762,100
380,766,100
402,771,100
469,774,79
394,778,78
608,789,96
773,792,41
708,797,4
624,828,17
824,832,71
675,834,87
805,837,13
796,849,93
775,857,83
619,858,100
619,872,8
488,881,98
642,895,92
540,904,86
724,912,81
639,914,84
575,917,90
616,926,74
690,929,100
600,946,62
909,948,100
591,949,82
950,956,76
678,958,68
758,959,97
624,965,88
645,974,49
759,974,30
702,981,71
917,1012,64
841,1013,96
747,1029,94
739,1043,100
807,1048,22
1046,1052,95
995,1073,76
972,1084,100
719,1085,68
796,1098,63
960,1110,29
1027,1119,100
1104,1121,80
1040,1125,100
822,1133,98
830,1141,100
774,1151,37
924,1163,100
820,1166,100
806,1171,97
787,1182,95
1031,1186,9
1040,1186,75
848,1194,55
839,1200,85
963,1211,100
912,1251,66
927,1252,66
862,1256,98
995,1266,94
1014,1266,76
1086,1266,59
1014,1274,100
1217,1282,24
1260,1288,79
908,1299,98
1172,1302,100
935,1304,55
1060,1312,91
1231,1321,11
1032,1331,100
1113,1331,90
1243,1347,64
1016,1361,68
1047,1368,100
1289,1380,50
1029,1388,81
999,1395,100
1303,1397,88
1151,1400,100
1232,1408,77
1121,1413,24
1192,1416,21
1161,1417,99
1187,1427,93
1411,1443,11
1111,1449,37
1430,1458,99
1360,1461,76
1363,1472,76
1463,1483,59
1175,1519,62
1211,1536,78
1454,1556,89
1284,1565,63
1455,1569,3
1322,1582,93
1294,1595,97
1261,1608,98
1432,1612,6
1406,1617,100
1355,1626,99
1585,1630,87
1245,1637,53
1453,1672,100
1668,1693,100
1531,1695,74
1350,1698,85
1434,1707,98
1501,1719,5
1391,1720,100
1668,1730,100
1627,1741,80
1582,1748,28
1421,1754,100
1506,1774,96
1399,1778,92
1466,1780,69
1549,1780,30
1404,1787,25
1744,1788,92
1712,1791,77
1594,1797,100
1722,1797,32
1734,1804,100
1742,1806,41
1782,1814,99
1475,1817,88
1537,1817,16
1581,1821,57
1741,1825,88
1591,1833,36
1521,1834,95
1699,1844,99
1563,1845,81
1833,1858,34
1562,1859,41
1583,1875,93
1714,1875,71
1585,1880,66
1600,1885,94
1821,1885,100
1894,1904,86
1850,1909,87
1609,1918,99
1599,1920,100
1624,1921,63
1549,1922,5
1543,1932,66
1758,1954,20
1583,1962,2
1920,1962,81
1875,1967,97
1923,1972,93
1940,1990,69
1840,1991,69
1879,1993,100
1676,1994,66
1668,1999,77
1650,2000,57
1656,2000,6
1721,2000,61
1746,2000,100
1779,2000,100
1795,2000,99
1804,2000,9
1947,2000,87
1966,2000,100
1987,2000,52
1995,2000,88
2000,2000,22
2000,2000,91
