s_i,f_i,c_i
1,1,54
1,1,91
1,39,100
1,47,95
9,60,33
25,65,92
1,77,91
100,104,59
113,131,49
1,148,80
14,152,100
1,153,56
77,180,94
104,180,100
1,196,99
110,199,83
74,201,100
1,209,72
157,216,96
1,217,62
172,240,99
60,248,10
23,250,66
223,253,61
43,262,100
240,279,100
157,285,92
231,289,94
1,298,100
244,309,93
1,321,13
46,321,72
1,328,100
205,344,99
160,355,45
115,364,100
269,379,16
315,381,66
342,390,95
323,398,36
114,404,59
382,415,100
246,416,97
250,422,29
45,425,51
93,425,27
221,432,81
396,441,82
130,475,6
440,480,100
282,484,94
303,490,16
119,493,90
137,504,80
256,506,30
380,512,25
220,515,5
329,527,81
390,554,92
275,556,99
239,574,69
291,582,21
400,590,95
585,592,38
379,599,11
319,602,75
411,602,89
468,603,98
437,612,92
526,614,13
351,615,92
491,620,84
419,625,98
569,675,23
534,679,96
512,685,78
536,688,100
436,719,43
436,737,95
618,739,63
479,741,79
580,743,100
683,743,72
588,751,43
682,753,100
606,766,98
603,768,20
393,773,93
439,775,38
443,775,97
514,783,91
627,792,32
455,797,100
698,799,58
738,803,68
447,804,66
602,809,35
755,809,2
756,817,81
791,848,40
854,866,77
857,874,86
816,885,100
678,889,40
617,904,1
523,921,92
654,922,51
607,924,98
785,935,55
724,951,11
945,964,34
707,969,47
729,976,100
648,979,67
734,979,98
684,988,69
835,994,96
968,994,67
988,995,89
900,1031,91
902,1055,72
867,1070,100
788,1071,57
1006,1072,15
766,1074,96
686,1078,82
886,1093,71
1030,1095,90
972,1100,41
999,1102,1
1032,1119,86
797,1120,100
1120,1126,83
1127,1139,100
1113,1157,56
945,1167,100
1000,1174,52
870,1186,76
1084,1186,100
794,1193,98
1133,1200,86
958,1206,96
1017,1211,79
941,1213,96
835,1218,49
832,1225,97
1175,1248,91
1105,1252,100
1230,1277,100
1038,1289,88
1129,1293,76
1037,1308,33
1125,1317,99
991,1319,96
1295,1321,100
1267,1328,99
1326,1383,47
1247,1389,47
1054,1399,100
1216,1406,98
1353,1408,86
1128,1409,94
1194,1411,100
1338,1413,79
1399,1414,100
1396,1425,6
1208,1434,100
1095,1446,32
1055,1451,100
1469,1477,98
1311,1484,81
1217,1509,100
1483,1517,100
1343,1529,100
1405,1532,70
1408,1534,100
1348,1535,100
1253,1536,2
1318,1542,67
1492,1564,100
1426,1568,76
1234,1569,100
1410,1571,100
1193,1586,80
1300,1590,62
1453,1592,69
1471,1598,36
1286,1611,100
1373,1611,87
1599,1617,100
1515,1624,24
1589,1626,78
1449,1632,99
1280,1649,99
1492,1663,99
1647,1670,100
1393,1681,82
1684,1686,59
1447,1697,100
1687,1700,73
1635,1715,51
1508,1723,27
1614,1749,47
1548,1766,92
1414,1777,99
1588,1777,7
1785,1807,100
1522,1812,61
1538,1813,100
1749,1816,100
1708,1827,98
1460,1836,90
1638,1838,92
1686,1838,54
1540,1839,13
1638,1847,23
1757,1855,83
1504,1858,86
1699,1862,100
1505,1865,62
1489,1868,85
1774,1874,70
1712,1878,52
1823,1895,9
1556,1897,93
1533,1901,100
1614,1909,99
1817,1912,84
1654,1915,54
1697,1918,6
1843,1920,66
1733,1932,96
1566,1963,42
1837,1976,80
1830,1989,77
1821,1996,38
1807,1997,100
1644,2000,100
1649,2000,96
1672,2000,86
1676,2000,94
1682,2000,77
1715,2000,97
1736,2000,27
1873,2000,39
1875,2000,100
1890,2000,82
1919,2000,93
1987,2000,99
2000,2000,21
