s_i,f_i,c_i
1,1,97
1,8,98
1,13,10
1,13,36
10,40,83
1,47,75
39,54,94
32,71,96
1,91,17
102,118,91
50,124,20
31,148,63
1,162,29
1,165,49
1,185,34
33,209,90
1,233,98
1,239,100
134,243,100
1,247,70
1,249,70
1,249,100
81,257,100
1,258,32
168,272,23
1,274,93
155,278,49
40,283,77
1,288,100
1,313,6
21,323,100
139,323,96
116,336,65
252,339,74
242,346,97
133,350,53
1,351,100
300,354,76
51,386,99
63,397,25
221,400,83
332,412,100
399,418,95
202,435,83
59,439,82
359,451,95
190,455,92
388,469,76
286,480,56
107,502,98
129,502,30
459,559,38
520,574,100
292,582,35
315,585,98
482,586,33
248,606,96
330,620,97
383,625,98
546,629,85
539,634,65
593,642,65
406,652,55
466,656,99
557,660,97
637,670,25
667,671,60
573,684,100
428,690,78
483,694,98
683,702,31
323,704,100
393,708,77
321,712,91
491,729,73
489,730,67
524,756,98
690,760,72
468,763,19
645,768,98
736,768,85
737,771,27
759,779,8
699,783,89
505,790,90
721,793,100
624,794,29
596,795,99
442,798,100
673,800,82
727,804,79
705,823,99
438,824,100
736,834,98
552,853,100
771,869,80
802,874,18
754,881,97
799,885,65
880,885,14
767,900,70
615,906,94
673,913,98
616,921,12
572,922,97
824,924,89
845,925,67
741,934,100
636,941,98
551,948,8
884,952,58
695,987,81
837,1009,96
853,1021,92
683,1037,90
895,1046,100
677,1050,52
683,1058,11
973,1062,80
975,1062,67
710,1065,49
857,1072,91
795,1073,99
1069,1078,90
788,1081,100
820,1091,91
746,1094,73
788,1117,100
877,1122,82
1064,1124,74
989,1128,60
941,1148,47
1036,1155,61
850,1166,49
800,1185,78
990,1191,88
1099,1204,100
1196,1206,100
920,1228,10
1152,1256,100
1071,1260,100
1156,1261,97
1004,1271,100
987,1272,89
1253,1273,27
982,1277,98
1036,1277,15
1225,1283,100
1063,1294,100
1249,1302,2
979,1314,77
1053,1330,100
1150,1335,49
1013,1336,100
1237,1338,66
985,1351,68
1163,1361,90
1220,1370,23
1282,1374,47
1088,1375,93
1264,1381,35
1040,1388,97
1105,1393,94
1304,1416,100
1255,1419,100
1409,1422,99
1149,1425,100
1193,1427,2
1096,1446,44
1344,1462,28
1235,1464,97
1101,1472,98
1347,1484,26
1282,1491,88
1391,1499,97
1440,1500,100
1144,1504,69
1207,1504,35
1300,1531,70
1316,1533,83
1210,1552,78
1316,1560,60
1199,1562,96
1361,1562,97
1295,1568,78
1387,1573,100
1476,1578,85
1232,1595,76
1581,1623,100
1619,1627,100
1447,1630,67
1353,1646,100
1299,1650,99
1599,1656,100
1267,1660,59
1328,1662,100
1524,1668,47
1558,1690,100
1637,1694,90
1458,1696,47
1510,1719,100
1705,1736,89
1422,1760,100
1420,1763,100
1709,1768,91
1716,1769,99
1503,1772,100
1581,1790,83
1623,1792,61
1476,1798,85
1675,1802,96
1590,1807,68
1432,1808,100
1605,1808,80
1663,1817,40
1549,1832,95
1594,1836,84
1741,1837,100
1601,1855,94
1767,1865,93
1786,1867,100
1799,1871,40
1572,1875,100
1579,1884,90
1595,1886,66
1544,1890,60
1506,1905,77
1645,1923,97
1846,1923,100
1719,1927,100
1743,1939,87
1769,1948,87
1896,1988,100
1647,2000,94
1712,2000,91
1713,2000,84
1799,2000,16
1817,2000,79
1848,2000,99
1882,2000,73
1893,2000,99
1917,2000,92
1923,2000,100
1963,2000,87
1969,2000,100
1971,2000,100
1978,2000,100
2000,2000,51
2000,2000,54
2000,2000,88
