s_i,f_i,c_i
1,25,27
34,37,100
1,62,23
1,62,48
1,65,91
1,80,100
120,120,85
1,126,97
70,149,100
25,163,88
1,178,92
222,224,90
1,248,97
158,252,80
163,257,79
150,265,91
24,271,57
1,275,39
181,283,56
152,292,100
221,294,69
185,295,100
245,298,24
1,320,97
1,324,34
129,329,84
62,332,12
1,336,93
1,340,99
250,356,40
78,364,100
1,367,86
18,372,73
144,375,100
41,381,90
398,409,96
76,417,100
37,421,32
26,425,98
102,436,28
126,438,100
232,439,100
402,442,88
405,459,85
293,471,69
198,480,100
260,481,72
160,488,100
369,489,96
284,502,38
303,502,33
319,507,99
390,523,100
233,526,9
279,545,57
182,555,73
241,556,54
316,558,94
390,561,100
538,566,90
491,569,88
330,584,90
575,592,45
361,604,25
214,613,97
230,616,92
346,616,76
597,623,99
299,640,100
277,658,2
334,659,93
311,661,100
394,676,38
517,680,82
617,698,100
560,708,51
663,708,70
447,710,53
465,711,98
594,721,88
603,726,45
660,732,100
611,739,100
689,742,95
392,746,25
531,750,99
657,752,98
644,756,37
628,759,57
716,777,2
570,780,100
429,781,92
443,784,100
453,790,100
515,806,91
501,810,94
586,819,84
472,863,100
608,869,99
589,870,51
517,883,100
758,908,71
821,909,84
901,910,83
879,915,99
657,916,92
663,917,74
627,924,54
813,924,44
705,939,100
748,943,100
795,944,100
930,948,81
675,957,81
569,966,100
917,967,70
685,977,100
846,988,74
787,1003,41
816,1018,100
879,1023,100
727,1036,92
799,1040,100
939,1047,99
677,1068,21
861,1082,22
880,1085,100
835,1089,92
945,1138,100
1104,1143,42
881,1147,89
1026,1153,77
951,1161,100
1002,1162,94
856,1172,100
946,1178,100
829,1188,25
1081,1193,100
817,1195,72
1110,1212,94
911,1230,27
841,1231,96
985,1255,82
978,1283,38
912,1292,100
1071,1306,23
1139,1316,100
1116,1325,87
1298,1329,38
1137,1330,31
1074,1333,4
961,1334,6
1139,1340,97
979,1343,27
979,1358,83
1088,1361,78
1212,1393,42
1066,1396,18
1077,1404,21
1343,1418,55
1335,1448,18
1406,1467,76
1137,1477,97
1114,1496,59
1416,1497,58
1269,1519,43
1447,1540,100
1265,1556,98
1451,1579,98
1205,1580,92
1412,1581,49
1490,1589,63
1454,1599,100
1496,1599,100
1458,1604,100
1271,1609,93
1369,1614,97
1403,1619,99
1267,1629,97
1260,1634,97
1338,1635,20
1467,1635,87
1306,1636,100
1257,1641,19
1338,1641,88
1345,1641,98
1520,1652,63
1286,1655,97
1263,1661,100
1484,1667,16
1389,1694,1
1396,1713,79
1622,1723,100
1395,1729,100
1470,1733,86
1360,1734,79
1609,1735,52
1719,1745,100
1375,1755,65
1652,1759,100
1532,1763,17
1739,1773,86
1616,1777,96
1723,1782,98
1542,1786,82
1470,1787,100
1606,1797,99
1567,1809,93
1469,1810,18
1770,1810,100
1618,1816,100
1557,1833,74
1534,1834,100
1630,1836,100
1755,1837,67
1654,1847,45
1792,1855,100
1592,1856,100
1502,1882,66
1774,1884,49
1711,1887,67
1773,1892,84
1885,1892,4
1801,1907,98
1685,1912,98
1527,1914,100
1619,1942,62
1817,1943,94
1855,1959,88
1876,1962,39
1747,1967,100
1894,1970,96
1944,1976,100
1891,1979,100
1687,2000,81
1717,2000,90
1719,2000,93
1724,2000,81
1728,2000,64
1737,2000,97
1789,2000,78
1812,2000,99
1832,2000,72
1856,2000,29
1925,2000,35
1947,2000,67
1985,2000,62
2000,2000,45
2000,2000,87
2000,2000,89
