s_i,f_i,c_i
1,1,86
1,1,100
1,7,99
1,52,36
10,55,42
48,55,2
57,57,73
39,103,63
71,130,69
1,143,51
100,143,95
4,160,91
99,161,100
136,161,48
1,162,100
160,162,22
1,167,100
109,198,53
1,214,50
129,226,100
1,276,90
266,279,62
1,302,100
1,304,94
204,304,100
261,305,90
289,310,100
222,317,31
34,319,4
151,329,97
1,334,94
27,334,97
157,337,22
323,349,100
156,357,77
321,388,88
37,389,94
172,394,100
33,398,100
245,408,26
392,417,99
275,429,5
430,433,100
228,443,16
155,463,100
465,471,100
140,473,15
169,486,97
296,499,46
457,507,100
479,511,98
434,524,100
413,525,99
510,530,30
394,534,92
229,536,51
486,548,76
512,554,100
352,556,90
183,557,84
301,563,97
493,569,96
437,571,99
474,574,84
225,575,100
571,583,100
433,586,58
278,600,90
506,604,84
253,616,91
305,620,81
331,625,89
430,626,97
604,626,100
302,627,100
419,629,46
513,635,83
622,645,33
407,656,89
415,661,66
376,686,77
449,710,96
522,710,48
376,716,91
622,718,16
496,777,15
661,803,56
463,811,88
689,813,99
695,816,48
731,827,64
496,831,99
792,848,75
730,852,87
774,863,37
504,868,75
555,871,86
558,873,84
672,881,98
613,892,23
644,898,100
889,908,99
749,910,40
755,928,80
662,933,75
565,948,100
752,949,100
633,952,83
633,956,100
916,968,94
721,970,10
740,974,96
577,975,78
835,986,52
629,998,45
693,1002,8
999,1004,100
883,1014,100
935,1023,100
961,1023,100
733,1026,96
798,1056,99
681,1064,100
730,1071,61
727,1091,97
723,1111,43
881,1130,58
773,1149,77
895,1151,100
1063,1152,5
970,1153,10
809,1154,100
795,1158,96
808,1188,99
949,1193,100
1033,1196,98
1152,1198,96
812,1200,94
909,1215,90
913,1221,14
962,1221,95
1017,1234,92
1034,1237,18
1127,1242,40
1008,1244,88
1173,1245,100
869,1246,61
882,1247,35
1171,1264,87
1277,1293,18
947,1294,94
1182,1294,70
1073,1308,50
1109,1310,89
1058,1321,27
1260,1347,79
1308,1351,89
1307,1362,98
1259,1376,84
1063,1385,93
1270,1396,86
1148,1397,4
1361,1398,62
1295,1405,56
1192,1410,52
1384,1412,12
1285,1419,99
1350,1427,25
1195,1435,100
1337,1435,9
1307,1454,65
1439,1456,91
1182,1507,94
1259,1507,98
1119,1513,80
1448,1528,95
1277,1529,17
1379,1530,39
1363,1537,98
1439,1537,81
1455,1540,99
1465,1545,97
1301,1562,92
1504,1567,97
1306,1587,100
1340,1588,100
1570,1595,16
1322,1603,77
1343,1603,36
1526,1617,10
1326,1621,71
1371,1622,99
1630,1663,100
1477,1664,90
1341,1665,99
1457,1666,89
1685,1688,98
1480,1690,86
1561,1698,50
1699,1700,95
1545,1702,100
1665,1706,100
1383,1707,95
1393,1713,60
1483,1713,21
1599,1715,22
1340,1716,25
1495,1729,92
1597,1732,83
1387,1747,68
1373,1749,15
1405,1750,44
1616,1755,90
1491,1757,60
1420,1758,92
1670,1764,72
1508,1772,95
1390,1782,89
1773,1802,99
1711,1809,2
1577,1822,100
1756,1824,96
1487,1830,90
1595,1844,98
1686,1851,81
1832,1851,35
1523,1854,51
1486,1859,99
1626,1861,89
1614,1863,100
1752,1871,47
1650,1878,5
1807,1883,26
1584,1895,100
1789,1895,95
1843,1905,23
1576,1920,86
1546,1931,97
1825,1935,33
1800,1950,85
1871,1970,78
1672,2000,100
1705,2000,52
1846,2000,100
1869,2000,88
1886,2000,100
1905,2000,100
1929,2000,23
1995,2000,94
2000,2000,100
