s_i,f_i,c_i
1,1,49
1,1,65
1,1,93
1,4,59
1,9,93
1,49,57
1,58,40
1,59,100
1,76,46
1,103,98
39,103,99
1,109,42
44,119,41
43,134,83
9,138,98
7,144,3
75,154,99
1,162,11
176,185,82
179,197,64
28,205,78
42,212,100
106,212,100
105,214,99
1,218,75
36,219,50
140,253,22
1,259,86
1,265,93
220,268,30
281,308,97
22,312,97
214,321,100
145,323,82
65,328,6
313,329,100
125,331,99
190,336,90
343,347,86
90,361,100
68,365,100
60,372,94
341,381,96
291,392,75
18,404,72
184,410,36
358,410,100
324,421,48
204,425,100
236,428,99
327,434,71
357,447,100
209,448,66
155,454,72
306,464,100
97,477,100
247,481,100
162,486,2
476,488,80
206,502,36
297,504,93
205,511,73
290,511,55
353,518,62
519,530,100
260,534,99
350,547,63
180,555,86
537,555,77
555,566,73
424,569,94
355,572,59
462,595,82
279,607,100
429,614,100
376,619,12
375,637,80
312,638,88
523,654,37
368,661,3
359,672,100
337,673,3
336,675,83
584,677,97
649,682,24
648,692,19
598,712,91
665,732,58
691,733,12
403,738,70
571,775,32
388,784,83
752,785,82
708,797,100
568,801,12
773,826,63
687,836,72
553,851,42
599,851,100
672,854,47
510,857,86
677,865,62
864,873,100
592,886,99
793,889,99
567,904,79
574,923,100
556,924,100
678,939,59
925,942,61
592,950,94
699,958,87
878,958,100
891,959,26
722,961,97
578,964,84
838,978,91
606,979,2
690,984,90
806,1001,89
820,1002,34
989,1009,100
699,1035,15
705,1063,100
781,1065,100
673,1066,92
690,1071,100
854,1088,100
990,1095,63
1014,1100,96
1031,1109,100
999,1111,34
846,1127,84
929,1137,85
1088,1144,96
847,1155,60
860,1165,100
1108,1165,65
807,1173,95
1081,1185,61
932,1190,100
931,1207,91
1012,1220,100
831,1221,88
1059,1221,56
1034,1226,97
1041,1233,18
953,1235,97
1023,1236,72
962,1249,91
1097,1252,82
1070,1277,57
1175,1289,95
1074,1295,73
932,1299,71
1119,1306,12
1197,1312,100
973,1314,76
1058,1317,100
1223,1329,100
958,1332,92
1098,1332,85
1214,1367,100
1095,1370,80
1086,1404,100
1095,1413,43
1089,1414,90
1072,1415,20
1121,1417,100
1249,1424,21
1397,1426,28
1102,1446,97
1238,1452,100
1172,1453,63
1116,1455,7
1185,1455,83
1413,1460,100
1141,1466,87
1300,1482,97
1359,1490,74
1458,1492,83
1128,1505,100
1405,1506,34
1509,1514,97
1248,1530,85
1500,1556,93
1400,1583,100
1401,1585,97
1571,1591,94
1247,1607,59
1600,1607,96
1348,1633,100
1278,1645,34
1447,1648,65
1459,1659,100
1566,1660,95
1453,1663,35
1663,1665,47
1397,1666,52
1456,1680,98
1641,1687,19
1559,1707,80
1493,1711,92
1426,1714,7
1437,1719,31
1688,1724,63
1693,1729,88
1434,1741,83
1465,1751,77
1469,1753,68
1721,1757,70
1661,1774,88
1625,1788,66
1568,1791,83
1671,1798,83
1684,1800,100
1786,1802,97
1772,1803,95
1437,1822,100
1504,1825,100
1503,1845,74
1648,1863,50
1790,1868,100
1835,1871,97
1720,1893,84
1858,1893,35
1732,1899,100
1777,1908,78
1730,1927,100
1914,1928,98
1651,1929,9
1645,1942,100
1867,1945,100
1927,1948,97
1854,1954,100
1633,1974,56
1668,1999,100
1690,2000,93
1710,2000,91
1769,2000,94
1775,2000,100
1787,2000,86
1793,2000,26
1837,2000,26
1842,2000,69
1855,2000,41
1889,2000,84
1986,2000,98
1997,2000,76
2000,2000,97
