s_i,f_i,c_i
1,44,100
1,45,80
61,85,88
79,102,73
17,103,65
61,104,17
1,118,72
1,122,100
1,127,66
18,151,100
42,158,62
1,173,83
1,184,100
46,187,86
104,190,100
181,197,60
1,202,19
73,227,91
29,228,98
140,247,66
1,248,99
177,254,93
195,257,100
1,262,75
7,266,15
80,294,98
269,310,99
44,316,88
191,318,70
324,336,16
1,338,8
56,340,83
83,343,91
31,346,82
28,351,74
1,373,72
6,386,27
138,388,80
340,397,100
269,403,96
107,442,100
445,455,100
251,457,95
388,465,79
315,472,52
449,483,81
142,508,89
478,518,99
468,519,22
520,522,99
339,528,76
362,536,83
462,547,66
423,549,58
219,557,40
261,559,100
286,581,100
251,586,73
548,587,98
291,590,51
394,590,87
399,593,100
221,597,86
240,607,89
384,608,40
523,611,95
322,624,100
246,626,88
297,630,72
246,631,100
313,642,65
425,645,82
306,661,100
571,671,24
497,674,13
545,676,98
402,679,91
650,681,94
541,682,98
491,704,99
395,707,94
662,729,25
595,739,100
729,748,100
575,760,97
409,769,98
556,773,100
719,780,87
501,781,100
698,781,94
441,790,100
513,796,100
443,802,100
636,804,100
631,817,99
730,818,88
515,848,55
471,860,66
802,862,71
721,863,95
520,878,100
651,884,96
817,895,12
820,897,2
841,898,89
748,944,100
841,952,87
744,954,97
734,956,89
713,961,1
644,967,59
697,980,93
746,985,100
687,990,38
625,1005,99
682,1005,100
816,1012,97
754,1029,94
864,1031,79
1024,1047,50
687,1061,67
674,1063,100
1050,1068,15
917,1070,55
953,1095,97
1017,1097,39
912,1109,100
745,1114,87
797,1145,100
913,1150,42
900,1168,93
914,1170,84
1079,1174,99
1028,1180,100
1183,1191,79
1195,1219,100
844,1224,95
1215,1224,100
1155,1272,100
1280,1290,100
1102,1292,99
1065,1304,36
1096,1304,1
1205,1312,81
990,1320,56
1317,1326,100
1144,1357,99
1371,1382,100
1021,1406,100
1278,1416,100
1182,1422,50
1245,1436,22
1318,1449,85
1129,1458,14
1429,1465,61
1401,1466,81
1177,1477,93
1466,1486,84
1259,1487,100
1182,1500,27
1334,1502,100
1471,1524,52
1504,1527,83
1390,1528,88
1515,1534,80
1157,1551,31
1395,1553,96
1451,1553,92
1524,1562,100
1406,1568,38
1520,1569,100
1322,1584,93
1294,1587,100
1514,1591,17
1260,1602,58
1518,1608,93
1431,1609,100
1232,1612,87
1335,1617,100
1348,1626,100
1273,1631,80
1510,1647,83
1322,1658,98
1505,1660,97
1556,1669,28
1475,1671,56
1655,1680,98
1330,1681,89
1425,1691,34
1481,1699,18
1661,1705,95
1578,1708,66
1704,1714,99
1617,1719,88
1686,1722,30
1390,1728,100
1613,1730,39
1392,1736,100
1467,1738,65
1606,1742,84
1384,1748,81
1393,1758,58
1484,1762,78
1730,1774,82
1455,1776,71
1534,1777,75
1443,1781,98
1748,1784,39
1544,1795,71
1463,1812,98
1451,1819,69
1572,1820,23
1438,1824,97
1496,1829,25
1486,1839,100
1765,1841,88
1767,1856,70
1778,1859,65
1815,1874,98
1499,1890,91
1773,1905,92
1839,1910,98
1750,1912,89
1817,1920,92
1568,1933,100
1579,1934,32
1888,1934,30
1841,1935,100
1881,1939,57
1832,1969,100
1661,1980,93
1806,1980,94
1914,1987,25
1712,2000,100
1755,2000,43
1760,2000,41
1833,2000,93
1911,2000,100
1912,2000,84
1914,2000,100
1915,2000,44
1935,2000,100
1938,2000,76
1964,2000,100
1971,2000,77
2000,2000,27
2000,2000,95
2000,2000,95
2000,2000,99
2000,2000,100
