s_i,f_i,c_i
1,1,67
1,1,100
1,24,91
1,31,100
1,33,63
1,47,79
3,62,15
1,84,97
68,88,62
55,91,54
24,113,100
1,131,28
95,172,47
55,207,2
1,212,97
129,218,24
38,227,94
166,231,46
218,231,100
195,256,40
114,258,97
172,265,97
155,292,24
36,293,100
230,311,100
1,319,100
66,329,39
286,331,99
175,334,95
1,337,98
57,338,99
49,354,100
351,355,67
1,369,98
33,379,100
340,383,84
302,386,68
354,396,99
79,404,60
299,408,36
40,425,83
165,427,61
125,433,92
114,463,100
254,499,94
168,501,99
125,504,98
315,522,21
407,522,83
205,539,87
197,542,94
182,543,43
317,571,27
257,579,84
457,597,52
417,612,62
465,612,97
382,613,71
284,622,100
308,628,12
528,634,88
329,640,100
377,640,73
379,640,11
248,646,100
530,647,100
477,650,2
440,652,44
566,654,98
600,662,32
308,669,90
666,671,55
560,680,67
334,694,100
397,705,97
652,705,62
314,710,58
587,733,94
572,742,26
452,756,63
749,767,99
657,773,100
527,778,65
749,799,68
612,803,100
519,818,61
675,833,66
755,836,98
662,847,100
683,847,24
479,856,31
561,863,100
553,865,99
810,877,74
830,884,60
859,901,88
752,907,100
896,909,74
741,922,95
545,924,7
808,936,99
898,957,98
619,967,53
905,973,28
731,976,100
650,978,90
868,991,57
880,1008,10
1006,1031,19
987,1037,98
837,1041,100
1021,1041,100
790,1044,89
868,1046,60
842,1071,83
724,1073,100
1078,1089,49
952,1090,62
832,1099,50
854,1101,92
843,1125,97
884,1126,83
780,1131,99
931,1135,98
1121,1139,44
981,1148,14
862,1165,99
814,1173,66
905,1179,99
851,1181,100
1128,1191,91
926,1195,94
889,1202,93
824,1210,84
1170,1211,69
1042,1219,100
1004,1242,77
885,1246,76
1139,1248,99
1040,1263,90
1258,1267,30
1237,1281,38
1025,1284,100
1034,1294,100
1042,1300,81
1274,1300,100
1055,1306,74
998,1309,94
1201,1336,100
1295,1346,95
1165,1350,100
979,1351,100
1219,1353,94
1140,1362,100
1228,1363,95
1353,1365,99
1052,1383,43
1100,1408,38
1317,1412,70
1187,1414,100
1291,1414,98
1366,1421,100
1171,1425,100
1262,1452,98
1377,1455,100
1359,1480,68
1194,1485,35
1490,1494,13
1216,1513,100
1428,1513,100
1470,1523,86
1327,1524,100
1278,1529,96
1291,1541,86
1273,1547,68
1332,1556,86
1181,1576,100
1490,1582,19
1442,1593,99
1305,1597,100
1457,1603,12
1495,1605,98
1460,1607,64
1217,1609,14
1275,1618,31
1346,1650,100
1611,1651,99
1539,1661,68
1425,1673,57
1446,1679,100
1595,1701,100
1581,1702,68
1340,1703,72
1459,1707,100
1488,1709,100
1492,1722,100
1539,1727,77
1523,1746,26
1561,1752,53
1620,1756,83
1422,1759,95
1403,1766,100
1647,1766,95
1715,1770,100
1516,1779,77
1460,1790,37
1759,1801,76
1575,1809,90
1515,1811,93
1808,1811,82
1416,1813,100
1811,1819,100
1714,1822,88
1774,1822,62
1544,1831,100
1819,1833,79
1714,1845,39
1763,1853,100
1792,1853,74
1688,1864,60
1719,1867,100
1807,1885,99
1817,1894,21
1540,1896,89
1632,1901,30
1702,1911,100
1820,1929,52
1727,1941,98
1843,1941,98
1730,1949,73
1826,1971,89
1771,1974,88
1656,1975,90
1762,1983,100
1729,1986,96
1800,1989,18
1866,1990,87
1659,1993,37
1637,2000,26
1665,2000,32
1726,2000,70
1765,2000,73
1767,2000,100
1770,2000,100
1774,2000,87
1812,2000,47
1831,2000,12
1898,2000,63
1975,2000,80
2000,2000,22
