s_i,f_i,c_i
1,1,62
1,1,79
1,1,95
1,20,100
1,40,20
1,50,100
1,61,81
8,62,100
45,62,100
27,67,22
1,72,99
73,102,88
1,108,100
1,112,20
52,112,100
1,118,82
1,118,100
129,143,90
1,144,96
1,154,81
1,165,100
1,166,92
141,185,100
147,192,24
211,228,94
1,263,88
158,263,56
136,268,67
98,272,100
1,282,68
186,287,93
21,297,83
1,301,100
173,301,95
22,321,100
40,323,37
1,357,92
188,365,28
52,366,87
14,395,47
200,399,14
31,410,99
44,412,92
95,417,96
203,418,100
199,424,100
43,431,42
106,433,84
195,457,35
229,469,38
104,474,100
253,478,100
256,480,100
163,481,100
400,481,98
462,492,99
365,507,59
160,510,88
141,512,100
230,517,59
493,520,52
326,543,98
221,551,27
276,555,100
345,566,91
277,571,80
354,603,96
541,603,41
287,605,40
266,609,59
536,613,100
561,621,88
394,637,96
524,639,100
389,645,89
585,673,25
390,682,100
421,687,100
652,690,82
692,699,98
501,703,100
609,705,99
441,722,100
600,725,80
703,732,100
602,751,99
613,752,100
385,763,96
696,766,68
591,771,79
475,773,99
539,781,32
572,813,86
793,819,100
669,820,74
791,833,32
524,836,86
680,852,95
716,878,99
925,926,95
745,933,31
654,951,99
675,951,58
701,953,10
589,968,19
701,979,7
826,979,20
716,981,100
615,996,95
720,1019,91
850,1020,91
774,1027,100
950,1027,74
765,1058,73
1009,1066,96
720,1073,100
977,1073,90
717,1092,100
802,1100,16
880,1104,100
860,1112,90
906,1113,98
747,1123,89
913,1129,57
972,1140,100
783,1146,95
1127,1152,100
1061,1159,86
1080,1160,76
933,1161,100
1032,1177,89
869,1181,98
1082,1186,99
831,1188,65
1069,1207,100
921,1227,87
988,1227,91
831,1228,98
1088,1229,100
1213,1230,76
865,1232,100
886,1232,97
1050,1243,100
1251,1256,93
1168,1263,9
1121,1272,100
971,1286,48
1285,1286,18
992,1291,99
1083,1295,79
906,1302,33
1176,1305,100
1198,1306,92
1174,1307,83
1067,1308,98
1220,1334,36
1097,1346,44
1186,1356,68
1312,1370,54
1114,1379,36
1291,1382,100
1235,1389,100
1253,1391,36
1260,1400,88
1229,1408,84
1353,1418,100
1084,1434,100
1318,1457,33
1105,1459,84
1415,1481,60
1197,1483,100
1408,1490,97
1493,1499,99
1346,1503,75
1182,1518,15
1181,1526,72
1151,1532,100
1537,1538,100
1153,1545,56
1465,1550,70
1389,1562,76
1517,1563,57
1429,1570,100
1388,1585,66
1345,1603,98
1261,1604,52
1528,1626,78
1288,1628,78
1534,1628,95
1493,1630,90
1358,1634,98
1444,1636,95
1504,1636,100
1633,1647,87
1299,1649,92
1671,1672,20
1302,1679,100
1292,1680,76
1402,1688,99
1503,1715,48
1345,1717,88
1583,1744,100
1457,1752,91
1660,1753,44
1418,1763,96
1611,1766,100
1620,1771,76
1421,1787,95
1626,1792,98
1774,1797,100
1465,1802,89
1630,1806,99
1738,1808,92
1459,1821,100
1511,1827,69
1635,1838,100
1674,1857,36
1561,1870,90
1746,1870,84
1732,1875,98
1807,1885,17
1541,1897,51
1536,1903,99
1560,1909,31
1857,1911,100
1821,1915,89
1559,1921,25
1531,1925,92
1633,1936,95
1936,1937,67
1676,1952,42
1931,1955,20
1932,1970,49
1617,1975,54
1791,1981,91
1904,1994,1
1672,2000,90
1703,2000,84
1756,2000,99
1759,2000,100
1769,2000,58
1780,2000,31
1825,2000,86
1827,2000,51
1910,2000,100
1939,2000,100
1945,2000,95
1994,2000,100
2000,2000,37
2000,2000,100
