s_i,f_i,c_i
1,1,13
1,1,64
69,82,100
1,136,56
130,161,95
1,183,98
109,191,52
167,201,93
1,222,18
14,226,92
1,228,50
1,235,34
87,241,91
1,255,25
230,258,40
86,268,39
154,274,89
119,282,96
1,286,80
1,295,60
191,297,73
99,307,93
18,308,3
269,310,100
1,319,27
145,343,64
196,346,100
1,348,31
1,348,84
18,358,100
304,376,98
247,377,100
20,388,100
232,389,90
310,389,92
120,393,100
44,419,100
329,423,97
152,438,73
71,445,75
400,446,85
107,469,94
160,472,99
333,479,28
293,509,100
156,531,80
479,535,100
267,538,60
492,565,100
561,574,100
240,577,99
412,583,70
302,591,91
216,592,99
214,608,98
281,611,48
475,614,22
298,616,100
234,621,26
362,627,81
347,645,75
426,652,97
301,657,86
419,660,98
519,669,94
547,675,17
662,682,100
376,684,48
545,686,72
436,689,94
634,689,97
552,693,53
383,705,3
382,706,97
603,707,97
678,716,100
622,726,85
725,736,100
633,745,45
566,750,46
526,766,3
572,769,65
618,808,72
624,818,99
532,825,100
703,838,54
676,855,54
550,857,64
804,879,99
498,881,37
557,888,94
663,907,100
816,910,87
577,922,100
721,934,92
627,935,95
770,935,95
747,941,74
550,942,77
576,949,99
635,953,100
832,965,100
760,966,92
901,972,75
672,978,100
662,990,84
727,1015,97
643,1030,92
646,1035,100
947,1035,99
665,1056,96
696,1060,54
871,1068,91
746,1073,23
854,1081,98
949,1085,100
983,1101,71
1050,1105,100
940,1128,98
851,1130,81
902,1144,72
784,1145,92
857,1157,96
914,1173,98
978,1178,86
1141,1189,100
908,1201,74
1058,1209,89
1196,1209,94
881,1222,74
1180,1233,49
878,1255,55
903,1283,100
1049,1293,96
1235,1295,100
1216,1312,100
968,1317,96
926,1324,62
1093,1327,11
1275,1332,93
1266,1347,79
971,1361,100
1035,1363,16
1307,1365,97
1353,1370,95
988,1381,96
1104,1388,75
1287,1407,98
1369,1408,94
1150,1411,100
1032,1414,86
1208,1417,78
1041,1440,85
1268,1444,98
1105,1460,99
1156,1460,31
1442,1463,89
1299,1466,10
1165,1467,100
1308,1472,100
1426,1473,34
1221,1493,92
1117,1501,99
1324,1505,100
1490,1505,4
1222,1525,100
1468,1538,63
1440,1545,46
1181,1549,70
1517,1555,77
1299,1560,100
1431,1567,98
1383,1568,96
1429,1571,98
1221,1586,55
1537,1592,85
1289,1599,89
1494,1601,100
1222,1602,91
1421,1608,42
1320,1610,100
1388,1614,100
1350,1618,44
1468,1620,60
1437,1630,47
1341,1631,95
1468,1632,100
1351,1641,98
1502,1647,27
1552,1651,99
1407,1670,60
1510,1673,96
1412,1674,34
1484,1683,86
1602,1686,97
1636,1690,66
1681,1691,74
1536,1693,16
1518,1696,99
1565,1700,16
1335,1705,81
1613,1722,65
1447,1725,99
1704,1725,21
1421,1727,83
1652,1735,49
1405,1754,64
1614,1757,95
1554,1760,98
1432,1773,100
1521,1808,99
1735,1822,4
1549,1829,42
1613,1830,100
1722,1830,100
1678,1846,11
1484,1849,43
1851,1858,81
1721,1874,90
1492,1879,94
1847,1887,63
1874,1906,100
1721,1913,92
1698,1918,99
1914,1928,19
1593,1932,99
1727,1933,98
1713,1934,100
1611,1935,98
1804,1937,89
1606,1938,21
1924,1990,68
1771,1995,98
1667,2000,62
1696,2000,100
1697,2000,66
1749,2000,87
1773,2000,36
1778,2000,98
1791,2000,77
1802,2000,87
1849,2000,100
1884,2000,78
1898,2000,100
1940,2000,100
1941,2000,93
1960,2000,94
1973,2000,92
2000,2000,84
2000,2000,100
