s_i,f_i,c_i
1,1,46
1,21,74
1,36,100
1,45,95
1,96,100
18,96,99
77,116,38
1,140,27
1,142,97
21,144,95
106,154,82
62,159,99
145,166,68
91,176,97
176,185,97
25,193,100
165,194,94
1,199,97
112,208,52
1,216,37
51,219,5
152,222,7
174,225,100
1,228,65
131,245,97
1,246,97
16,254,32
235,259,93
1,294,58
254,296,100
308,314,79
234,326,100
119,339,100
71,357,100
1,359,76
1,360,21
294,361,100
1,364,100
264,365,9
53,374,74
69,375,86
219,399,88
90,400,73
321,413,87
197,418,100
223,440,72
384,446,40
245,451,85
437,465,81
360,491,12
417,493,95
430,511,77
275,516,14
262,536,100
353,536,100
389,540,97
404,541,61
224,552,91
249,578,75
205,579,17
540,580,100
569,580,83
392,581,99
320,583,100
415,590,37
301,621,85
430,625,82
424,637,100
583,638,47
441,642,61
534,654,91
413,662,100
518,681,100
461,713,99
355,716,36
446,719,49
576,746,73
420,749,99
513,753,99
697,753,54
390,754,86
447,764,88
736,767,4
752,796,53
484,804,37
629,812,43
634,814,92
422,815,97
785,825,97
583,830,96
764,831,81
796,835,100
527,838,57
708,840,74
485,858,37
829,889,100
659,892,100
665,906,63
871,907,31
574,925,99
669,928,89
819,928,71
646,934,100
929,936,83
855,941,91
637,943,99
880,960,100
780,966,5
732,973,59
736,976,95
904,976,83
880,977,89
858,981,19
892,1005,49
993,1016,80
765,1028,1
657,1033,95
912,1034,100
807,1043,76
956,1044,46
719,1053,98
1061,1062,99
976,1066,98
697,1074,22
795,1079,36
1065,1080,76
844,1085,100
878,1088,95
1024,1090,81
961,1102,37
1129,1134,81
1058,1137,59
1084,1156,36
984,1164,36
898,1165,98
1103,1166,100
1125,1168,86
1066,1171,100
814,1175,92
847,1194,92
822,1214,87
867,1220,59
1042,1230,99
863,1239,91
1226,1246,93
953,1247,50
1065,1251,21
1078,1287,32
1071,1290,97
1022,1293,100
1282,1296,43
1246,1318,97
980,1319,85
1042,1325,99
1155,1360,97
1287,1377,18
1108,1382,25
1219,1386,92
1351,1386,95
1210,1388,78
1101,1398,7
1148,1408,30
1133,1419,45
1169,1426,89
1340,1426,96
1271,1427,89
1324,1427,100
1311,1428,71
1235,1434,67
1068,1436,100
1361,1439,95
1426,1451,28
1379,1462,99
1222,1484,34
1349,1485,24
1368,1485,100
1381,1492,96
1390,1494,100
1131,1503,54
1238,1512,46
1467,1527,28
1263,1531,100
1369,1535,69
1349,1538,89
1351,1540,92
1529,1542,71
1451,1544,99
1434,1552,79
1267,1554,81
1260,1558,91
1481,1569,95
1391,1579,85
1443,1595,76
1444,1622,100
1387,1641,100
1338,1657,100
1628,1657,98
1431,1658,67
1298,1664,96
1365,1665,93
1353,1667,4
1588,1682,53
1663,1689,83
1330,1710,100
1577,1711,84
1557,1742,90
1361,1745,100
1596,1745,14
1700,1749,98
1587,1750,100
1507,1755,97
1412,1763,47
1753,1773,53
1454,1790,88
1776,1797,83
1456,1803,92
1614,1814,98
1611,1826,94
1516,1836,94
1625,1843,100
1719,1848,96
1538,1858,100
1710,1859,72
1528,1869,100
1832,1870,5
1758,1874,100
1513,1877,99
1611,1890,67
1533,1895,99
1727,1897,100
1770,1913,30
1864,1930,95
1817,1939,86
1723,1950,100
1827,1956,70
1885,1965,96
1619,1992,100
1891,1998,81
1651,2000,22
1691,2000,100
1713,2000,97
1738,2000,37
1841,2000,42
1845,2000,72
1885,2000,64
1912,2000,85
1953,2000,85
1957,2000,9
1969,2000,98
1982,2000,33
