s_i,f_i,c_i
1,7,96
4,75,100
40,102,69
23,114,100
1,136,100
4,154,2
153,162,98
62,176,64
95,204,40
220,225,77
141,227,100
1,276,62
1,279,60
1,280,100
43,285,76
232,303,99
1,309,96
121,315,94
1,320,23
240,322,55
240,330,9
309,339,99
42,352,80
219,368,99
301,372,100
37,374,76
82,379,46
147,402,100
384,402,90
139,411,91
195,418,80
32,419,21
77,421,35
296,423,95
68,426,98
139,432,100
387,446,92
262,451,100
175,453,100
359,465,95
414,465,97
172,467,100
263,482,78
178,487,100
436,518,91
517,531,24
516,534,100
378,543,100
418,553,49
243,556,100
523,580,100
500,584,6
377,595,45
567,597,99
342,600,30
345,606,72
564,613,99
345,641,99
468,653,83
307,663,100
588,664,100
497,671,67
530,672,85
441,679,90
424,682,100
518,694,42
688,696,70
420,697,98
355,700,100
680,719,74
667,720,95
542,727,56
562,729,100
611,739,69
586,741,100
502,744,68
661,744,94
542,748,94
475,753,100
586,763,5
489,765,16
740,766,100
530,767,80
403,778,76
511,779,29
554,783,100
643,786,56
629,798,97
773,798,67
574,826,73
549,828,100
662,837,99
552,838,1
733,852,77
598,866,80
611,867,100
745,875,95
692,884,74
866,911,88
691,918,99
847,925,47
599,930,70
580,939,59
684,941,62
587,943,80
810,950,26
919,962,100
928,969,55
861,979,99
784,985,84
860,991,99
627,995,55
725,997,47
916,1004,77
999,1004,99
985,1009,99
936,1012,99
1006,1013,77
681,1020,26
794,1059,85
882,1066,96
704,1081,67
709,1088,65
884,1090,86
915,1106,100
881,1109,37
926,1111,37
901,1118,41
999,1140,91
1089,1141,100
1134,1144,63
783,1145,100
1037,1156,94
950,1157,99
1148,1166,99
867,1175,100
1093,1177,82
1038,1197,100
1127,1201,61
1219,1221,99
873,1231,24
1013,1231,95
1042,1232,99
1073,1238,33
913,1239,28
1147,1241,100
1190,1241,63
1199,1255,95
969,1259,34
974,1265,69
1202,1278,100
1035,1291,92
1094,1296,97
1239,1298,99
1287,1302,48
1121,1307,98
1042,1324,100
1152,1324,47
1327,1330,100
1212,1337,100
1326,1338,95
1209,1346,100
1065,1355,19
1169,1366,96
1278,1372,89
1054,1378,100
1007,1384,94
1013,1385,75
1283,1396,99
1043,1397,59
1298,1400,96
1110,1416,7
1126,1418,89
1135,1446,99
1348,1476,16
1458,1477,71
1263,1493,100
1195,1508,100
1277,1509,51
1291,1509,100
1281,1523,30
1352,1545,100
1481,1559,57
1334,1560,73
1198,1573,44
1558,1579,99
1411,1580,100
1320,1596,100
1482,1597,13
1539,1607,89
1606,1635,99
1611,1639,74
1639,1659,90
1301,1665,86
1419,1694,95
1403,1695,70
1509,1701,40
1530,1722,96
1660,1722,71
1621,1735,90
1535,1738,95
1377,1746,97
1369,1767,91
1623,1772,68
1688,1772,100
1448,1773,84
1472,1776,100
1719,1785,43
1469,1797,98
1713,1805,40
1469,1808,84
1627,1824,64
1825,1834,89
1653,1851,100
1600,1861,68
1644,1869,92
1550,1870,100
1874,1885,3
1499,1889,75
1682,1892,85
1789,1897,89
1795,1900,99
1546,1901,100
1671,1922,71
1772,1934,4
1639,1941,100
1692,1948,100
1698,1949,100
1717,1950,79
1819,1951,89
1729,1954,98
1716,1956,100
1683,1960,87
1733,1961,93
1663,1963,99
1717,1965,96
1857,1969,4
1654,1977,70
1684,1978,57
1938,1981,55
1867,1992,100
1608,2000,48
1628,2000,93
1645,2000,83
1776,2000,100
1837,2000,90
1867,2000,68
1901,2000,100
1979,2000,88
2000,2000,70
