s_i,f_i,c_i
1,1,100
17,25,82
86,86,94
1,91,98
7,99,4
133,137,70
72,145,99
1,149,100
146,172,100
1,173,99
1,214,73
24,253,64
1,255,42
250,260,99
101,279,46
73,280,26
1,290,99
8,293,100
205,309,60
1,310,100
241,328,94
312,329,58
110,331,55
280,331,43
313,331,98
186,351,36
335,353,25
15,364,90
161,387,95
149,402,99
282,413,90
284,423,100
348,424,27
300,442,100
415,445,31
378,465,80
82,466,72
303,470,97
159,485,91
249,500,100
304,509,99
448,512,100
413,516,56
201,522,100
263,550,92
306,557,56
196,566,92
213,566,100
325,585,98
439,591,83
226,592,100
305,592,97
568,608,100
517,609,56
236,613,100
598,613,100
359,619,95
343,641,77
288,645,96
640,654,100
418,656,11
629,658,93
291,659,81
594,665,100
656,665,99
496,675,97
470,676,16
636,676,49
527,688,87
477,690,97
499,691,95
642,692,59
589,697,96
522,700,98
604,712,27
439,723,33
390,725,93
715,727,92
593,748,68
362,753,87
655,757,97
454,767,100
612,768,100
477,770,99
684,777,100
621,785,98
419,794,96
757,795,98
666,801,88
523,802,95
421,805,58
689,815,68
552,822,84
565,824,5
665,825,99
549,831,100
800,836,100
819,852,11
575,854,91
793,860,93
558,868,100
840,875,98
540,883,49
880,885,99
704,891,65
502,895,100
801,895,87
770,896,100
836,933,96
718,953,74
587,959,76
713,962,100
722,962,92
856,1011,95
881,1022,81
707,1051,100
818,1062,100
706,1066,69
1002,1069,98
1020,1069,61
738,1074,19
835,1075,99
924,1094,76
744,1104,86
899,1124,93
879,1126,2
925,1129,39
963,1133,42
1051,1148,29
980,1149,100
1026,1150,100
1062,1150,19
853,1158,77
961,1166,98
1152,1182,28
1149,1209,100
1209,1212,2
1111,1218,99
1001,1230,59
890,1244,29
1207,1247,47
873,1253,100
862,1254,37
883,1254,98
1257,1265,100
939,1282,73
885,1283,49
925,1284,90
898,1288,99
1019,1291,60
1235,1299,94
950,1312,13
1112,1313,81
1078,1314,100
1285,1333,100
1226,1339,100
1276,1339,71
1127,1341,100
1277,1348,100
1348,1353,100
1314,1354,100
1172,1382,100
1161,1384,33
1263,1409,100
1383,1409,93
1023,1410,47
1131,1413,100
1242,1416,99
1062,1420,34
1320,1425,81
1400,1446,100
1113,1462,100
1360,1466,100
1367,1478,88
1132,1481,100
1335,1490,97
1269,1492,95
1385,1516,100
1166,1521,100
1264,1523,100
1316,1524,60
1171,1526,19
1264,1527,100
1247,1537,96
1353,1544,100
1274,1558,97
1531,1558,83
1542,1559,72
1454,1561,38
1399,1574,82
1334,1579,75
1511,1585,100
1300,1587,86
1516,1602,100
1541,1602,100
1502,1606,100
1521,1612,51
1243,1633,97
1525,1633,52
1594,1643,93
1293,1651,80
1409,1652,90
1534,1670,61
1620,1690,57
1673,1723,86
1409,1734,93
1712,1734,97
1479,1744,62
1570,1751,59
1712,1756,100
1537,1766,31
1761,1766,100
1437,1795,83
1684,1799,82
1692,1800,2
1456,1808,75
1774,1808,95
1769,1810,84
1632,1814,36
1440,1820,27
1534,1839,94
1687,1839,100
1634,1844,100
1761,1846,99
1512,1852,62
1478,1876,47
1737,1877,61
1787,1884,31
1875,1894,22
1776,1903,99
1735,1913,74
1593,1918,57
1768,1918,97
1722,1940,74
1913,1956,45
1814,1979,100
1841,1994,100
1629,2000,99
1651,2000,96
1723,2000,95
1804,2000,93
1812,2000,73
1820,2000,93
1822,2000,72
1855,2000,54
1911,2000,97
1935,2000,66
1947,2000,85
1949,2000,95
1956,2000,51
