s_i,f_i,c_i
1,1,66
1,1,68
1,1,99
1,25,100
1,39,5
1,41,64
1,52,34
1,84,90
1,99,98
1,103,39
84,131,34
45,146,46
96,152,87
84,157,99
89,176,27
1,179,40
38,209,90
182,218,54
219,223,76
152,226,90
123,245,34
29,247,42
1,257,93
58,260,77
172,267,67
107,277,96
266,290,100
83,304,96
94,310,87
234,315,51
31,325,88
1,327,100
275,330,95
334,337,98
190,363,100
354,363,92
335,379,26
15,380,82
103,382,66
341,385,98
10,400,100
222,411,100
407,420,98
320,421,95
88,425,99
226,425,94
300,434,99
210,455,88
92,463,100
231,472,100
153,492,87
281,502,100
246,518,79
334,526,81
211,528,100
226,566,89
296,573,66
388,590,100
326,594,79
430,609,100
520,620,100
291,625,96
575,652,97
393,654,47
508,654,93
505,658,100
308,669,80
604,669,100
482,675,26
502,677,82
508,680,100
389,684,99
488,697,98
376,715,85
545,721,42
530,723,94
373,725,100
395,728,100
511,730,93
593,734,62
378,735,88
547,735,100
504,736,82
530,742,100
475,767,90
654,774,100
584,780,84
483,801,98
449,812,100
678,825,67
520,839,100
535,839,98
574,840,87
843,852,35
594,858,74
502,881,100
714,902,100
648,912,66
640,921,96
560,931,25
793,931,11
621,934,97
671,946,100
690,947,89
911,952,100
793,957,100
653,958,82
701,959,94
937,972,95
971,973,34
675,984,78
646,994,1
736,1003,81
808,1011,48
900,1025,100
1008,1025,98
885,1052,100
730,1054,100
668,1062,100
728,1069,11
694,1088,99
749,1089,63
1039,1091,33
933,1100,95
844,1111,71
859,1116,56
988,1138,93
1134,1152,66
918,1158,97
916,1184,1
1140,1191,99
1120,1193,100
1144,1202,91
838,1217,96
1103,1234,100
988,1249,100
1051,1252,82
1219,1271,36
1270,1273,100
1156,1285,19
1199,1306,46
1225,1310,26
1041,1319,48
1011,1325,100
1111,1330,40
1316,1336,89
1010,1385,60
1056,1388,57
1279,1409,74
1250,1415,100
1409,1416,100
1213,1438,100
1226,1446,98
1260,1447,99
1430,1448,55
1392,1452,74
1206,1466,72
1432,1466,98
1098,1475,92
1167,1475,79
1444,1479,56
1315,1488,100
1138,1490,96
1198,1492,63
1450,1523,97
1507,1527,90
1156,1547,95
1328,1548,99
1200,1554,80
1286,1564,99
1532,1567,100
1268,1573,89
1186,1577,46
1489,1587,100
1519,1592,100
1517,1600,17
1283,1606,100
1280,1614,93
1498,1622,98
1377,1629,85
1599,1650,96
1401,1656,45
1347,1662,2
1416,1670,94
1297,1685,96
1440,1687,40
1619,1691,12
1686,1691,36
1359,1698,69
1411,1703,75
1602,1703,55
1533,1708,48
1584,1717,97
1350,1732,93
1534,1738,77
1690,1748,99
1428,1750,94
1518,1755,73
1510,1767,100
1389,1769,38
1628,1770,64
1415,1772,89
1537,1777,99
1423,1779,63
1640,1783,100
1636,1791,100
1417,1797,100
1773,1804,71
1570,1806,53
1523,1812,27
1588,1812,89
1521,1837,98
1773,1856,100
1786,1859,64
1742,1863,100
1810,1874,98
1689,1875,1
1751,1878,42
1805,1879,69
1641,1884,92
1717,1887,100
1846,1887,51
1522,1888,80
1654,1895,97
1781,1896,97
1764,1907,100
1884,1907,76
1518,1913,76
1591,1913,100
1633,1914,62
1548,1917,62
1846,1926,98
1722,1928,46
1627,1944,97
1800,1949,97
1563,1958,97
1668,2000,51
1730,2000,29
1730,2000,85
1732,2000,35
1785,2000,100
1844,2000,100
1893,2000,51
1901,2000,39
1907,2000,100
1944,2000,39
1966,2000,14
2000,2000,3
2000,2000,96
2000,2000,97
