s_i,f_i,c_i
1,1,11
1,1,85
1,1,87
1,48,100
1,65,42
1,69,62
1,105,26
82,112,8
87,114,94
1,126,14
4,134,97
131,159,38
141,169,96
1,191,48
1,195,68
1,200,4
61,208,67
85,209,98
150,237,69
18,245,67
31,246,55
1,254,94
1,282,100
1,284,100
1,302,100
1,302,100
110,313,92
1,314,23
234,317,71
15,329,83
297,332,93
99,346,77
101,349,27
190,354,84
227,358,72
1,369,34
226,369,28
50,371,77
53,385,98
359,395,96
386,404,100
375,418,99
99,428,54
147,428,20
66,439,16
275,444,95
361,446,44
448,497,93
153,503,43
283,507,12
405,510,100
128,519,35
322,529,91
528,535,80
408,536,100
240,548,94
546,555,8
287,559,74
239,565,38
202,581,17
292,589,45
595,595,4
249,612,100
482,617,6
458,619,100
518,620,32
513,623,52
570,638,92
482,655,84
399,656,100
559,674,99
529,681,74
438,691,94
376,695,100
305,699,82
454,709,83
697,715,93
501,727,58
595,735,78
662,748,59
660,751,96
580,752,100
365,754,13
396,763,81
472,787,76
619,789,33
640,792,84
793,820,87
471,821,83
729,866,98
690,869,44
493,877,100
860,885,78
735,900,47
723,903,100
827,917,77
676,921,13
564,931,100
584,940,97
562,947,21
917,965,100
676,975,96
709,975,72
783,981,96
688,989,97
741,1030,12
921,1040,78
732,1051,99
941,1054,97
762,1059,78
898,1067,79
752,1068,4
845,1077,71
880,1086,98
880,1088,100
899,1092,99
871,1096,91
770,1099,85
1002,1110,77
822,1132,86
1081,1142,22
853,1144,29
978,1149,70
893,1153,33
964,1164,100
1082,1189,100
880,1199,56
842,1201,68
1094,1204,95
985,1211,99
1089,1217,100
1011,1222,99
948,1224,100
842,1227,100
1096,1229,65
1213,1236,99
1223,1261,36
1153,1263,65
1155,1268,60
938,1269,34
1072,1272,17
940,1283,25
1145,1284,99
900,1288,100
1078,1299,97
1197,1301,100
1139,1309,100
1206,1315,96
1054,1319,95
959,1325,42
946,1337,19
1149,1345,93
1172,1350,100
1101,1358,97
1208,1363,97
1331,1364,98
1051,1367,100
1266,1370,19
1112,1372,100
1192,1392,96
1014,1399,37
1141,1403,83
1301,1409,90
1352,1422,98
1034,1423,67
1192,1431,39
1158,1435,100
1407,1451,82
1080,1457,87
1196,1466,100
1101,1492,48
1317,1501,94
1420,1504,78
1205,1507,59
1400,1509,52
1360,1512,100
1126,1519,94
1296,1519,39
1328,1532,96
1205,1544,100
1213,1546,97
1416,1569,17
1327,1574,100
1266,1577,98
1531,1581,82
1478,1582,99
1456,1583,49
1397,1584,100
1516,1592,97
1464,1597,18
1594,1598,30
1388,1601,36
1363,1608,97
1308,1609,54
1282,1616,17
1431,1635,100
1517,1635,83
1508,1641,100
1378,1645,6
1341,1668,69
1355,1694,96
1332,1701,100
1386,1708,97
1318,1715,100
1573,1742,99
1524,1743,97
1386,1752,100
1684,1755,100
1695,1759,98
1597,1764,100
1732,1766,97
1448,1802,43
1676,1806,66
1693,1810,29
1680,1815,41
1783,1825,82
1802,1831,67
1714,1838,100
1500,1842,7
1663,1844,89
1657,1846,73
1848,1856,65
1473,1858,100
1551,1858,53
1785,1885,96
1831,1895,20
1591,1900,85
1874,1905,70
1660,1913,87
1599,1914,69
1715,1918,97
1643,1955,46
1623,1960,88
1725,1964,34
1643,1972,98
1920,1978,85
1690,1982,91
1773,1987,75
1878,1991,79
1606,2000,77
1693,2000,91
1728,2000,38
1738,2000,29
1739,2000,32
1747,2000,30
1753,2000,23
1798,2000,100
1816,2000,91
1865,2000,100
1937,2000,4
