s_i,f_i,c_i
1,1,89
1,32,85
1,39,97
1,51,100
1,52,90
1,72,100
16,92,100
1,97,64
1,99,100
1,123,95
1,126,67
55,142,3
1,150,2
117,167,100
1,173,53
94,173,87
1,182,100
1,185,100
65,189,100
180,202,60
158,225,77
83,229,89
129,236,100
229,262,92
1,265,43
11,267,16
117,282,98
20,288,88
1,300,99
278,300,8
194,308,96
98,315,89
259,317,100
181,331,94
1,336,100
1,347,98
221,347,98
182,366,86
163,378,76
203,387,100
255,395,42
182,402,57
201,403,85
187,404,67
276,405,57
88,417,39
162,419,100
165,438,83
410,440,69
219,442,100
280,445,4
294,463,89
396,478,99
254,479,99
284,489,57
155,514,68
367,528,77
262,544,94
230,554,57
230,584,81
491,587,100
339,608,100
537,613,98
444,631,95
255,633,40
280,643,100
571,669,100
686,687,20
661,720,10
417,726,88
408,736,100
658,745,98
745,751,100
362,755,25
744,756,100
634,765,78
626,769,36
520,771,66
592,776,1
759,782,63
777,786,42
477,793,63
733,793,77
720,795,33
668,799,100
447,806,100
671,814,84
600,817,85
478,822,22
587,833,100
521,837,100
812,844,77
603,858,86
494,875,96
634,916,100
646,917,100
709,920,67
778,941,93
837,943,79
749,958,94
899,959,100
758,963,97
944,967,37
871,973,34
699,974,73
608,976,87
610,977,100
918,985,92
684,1001,84
875,1021,85
916,1051,99
883,1059,85
734,1061,43
828,1061,35
1052,1079,99
727,1094,94
1042,1098,46
944,1105,56
878,1126,100
947,1132,84
759,1138,67
1063,1157,81
899,1178,60
976,1178,74
789,1182,31
798,1182,95
1180,1182,100
1154,1185,100
823,1194,55
1012,1201,57
911,1206,64
881,1210,74
1093,1213,100
839,1217,98
926,1233,50
1197,1248,84
908,1253,100
954,1254,1
1041,1256,89
978,1267,75
954,1282,12
915,1288,12
1232,1288,94
936,1291,85
1044,1296,97
1004,1306,82
1218,1314,34
1195,1326,46
1127,1327,90
961,1329,100
1122,1339,100
1015,1378,99
1318,1405,93
1119,1407,28
1237,1416,89
1060,1418,100
1253,1421,99
1362,1424,100
1052,1426,87
1106,1430,100
1263,1437,92
1299,1437,95
1055,1442,100
1079,1452,100
1299,1469,73
1220,1474,90
1235,1474,85
1104,1483,90
1313,1483,100
1202,1487,100
1170,1502,100
1267,1503,99
1267,1505,91
1166,1509,27
1389,1512,98
1347,1518,46
1537,1546,10
1191,1556,95
1386,1567,100
1189,1569,100
1448,1569,5
1538,1572,22
1393,1595,89
1510,1601,100
1246,1605,60
1448,1620,44
1249,1621,31
1469,1624,94
1282,1627,99
1384,1630,29
1399,1638,80
1532,1639,37
1417,1640,13
1646,1649,92
1462,1655,60
1271,1662,67
1405,1665,6
1539,1665,86
1563,1667,51
1297,1673,41
1495,1692,100
1645,1694,95
1405,1697,21
1351,1708,48
1466,1713,77
1557,1713,56
1705,1723,15
1511,1729,82
1604,1730,78
1377,1742,99
1566,1749,100
1630,1749,12
1384,1750,100
1623,1757,44
1745,1758,66
1640,1763,71
1720,1785,44
1753,1809,100
1748,1818,100
1691,1822,96
1793,1823,21
1738,1842,99
1540,1850,8
1739,1851,87
1820,1851,91
1660,1864,100
1655,1874,92
1723,1882,61
1813,1886,100
1825,1893,96
1740,1899,51
1752,1909,93
1846,1917,92
1751,1931,100
1618,1933,100
1755,1938,89
1823,1956,100
1904,1964,95
1816,1972,100
1807,1985,14
1617,1996,82
1719,2000,96
1728,2000,40
1757,2000,73
1771,2000,17
1786,2000,75
1810,2000,2
1859,2000,33
1922,2000,89
1940,2000,68
