s_i,f_i,c_i
1,1,16
1,1,45
1,1,80
1,1,100
16,57,97
18,78,79
1,81,95
16,100,56
24,121,53
1,124,43
1,154,98
159,159,63
13,195,75
15,195,98
123,219,71
13,223,100
179,225,34
197,225,99
1,228,93
54,229,100
164,279,21
95,283,41
280,286,100
174,300,85
1,305,66
272,306,59
138,307,99
12,313,99
19,318,11
38,327,7
1,330,100
22,338,100
1,342,96
1,350,78
62,351,91
197,353,24
231,371,57
204,389,70
75,395,17
406,406,76
35,429,100
70,433,46
390,438,24
367,442,49
265,454,100
290,456,20
134,464,90
248,479,40
343,483,71
118,484,58
91,487,100
409,489,89
458,498,46
113,502,99
210,531,49
438,552,93
419,554,94
454,562,93
526,570,2
370,580,84
241,586,87
338,598,73
536,602,84
343,606,16
260,616,66
353,616,42
403,618,99
342,631,100
244,637,53
340,638,15
351,638,48
456,643,78
369,650,88
632,653,100
522,660,100
376,676,100
315,685,94
366,688,100
396,692,96
460,707,70
486,747,94
599,755,55
361,756,100
713,770,15
479,801,100
714,802,31
807,810,87
730,811,66
427,815,55
657,817,88
500,819,96
452,826,84
821,838,99
544,845,100
488,846,53
581,847,73
806,848,100
725,851,85
807,851,95
778,863,83
591,865,5
690,865,100
478,874,33
619,878,100
620,878,14
748,889,71
564,920,32
662,931,50
579,936,7
807,937,100
575,938,16
624,953,100
853,956,18
611,962,90
826,973,50
680,987,2
716,992,88
848,996,100
928,997,61
627,1006,77
757,1010,94
857,1010,58
870,1018,69
1006,1019,1
646,1032,84
674,1049,73
732,1055,100
792,1059,100
760,1061,46
996,1062,35
866,1077,92
868,1093,98
931,1094,96
813,1098,21
1073,1121,76
755,1127,100
1033,1135,54
1126,1135,94
1111,1153,96
1065,1165,71
1161,1166,100
899,1178,99
982,1210,14
939,1234,67
1224,1240,18
875,1242,9
1097,1249,100
933,1262,56
922,1265,88
1065,1265,2
1190,1272,19
1092,1295,99
1134,1307,24
952,1308,5
922,1315,85
1009,1317,83
1182,1326,62
946,1338,100
1128,1338,64
978,1369,84
1127,1371,100
1096,1376,100
1275,1381,100
1074,1384,100
1256,1421,99
1418,1421,34
1034,1426,96
1149,1428,99
1239,1430,92
1345,1439,45
1148,1447,74
1164,1464,100
1441,1467,95
1343,1474,100
1391,1486,47
1296,1492,100
1151,1514,100
1192,1523,84
1456,1531,89
1324,1533,43
1225,1536,26
1525,1548,95
1525,1552,10
1332,1573,2
1303,1574,41
1222,1575,67
1409,1585,67
1397,1604,100
1592,1608,96
1253,1611,85
1335,1613,98
1424,1614,82
1532,1622,97
1358,1638,67
1506,1641,48
1565,1646,66
1434,1654,100
1325,1661,76
1445,1663,99
1685,1687,63
1491,1691,76
1387,1697,100
1308,1706,100
1700,1712,93
1682,1724,100
1513,1735,87
1358,1738,3
1598,1752,77
1603,1770,100
1592,1785,71
1483,1790,100
1465,1800,100
1737,1804,99
1528,1812,96
1597,1817,19
1698,1824,96
1476,1843,44
1663,1843,83
1628,1849,97
1789,1851,99
1669,1860,90
1602,1871,99
1626,1876,90
1733,1881,99
1535,1887,37
1642,1888,59
1813,1916,44
1691,1918,1
1626,1925,82
1673,1926,17
1870,1942,97
1804,1946,100
1800,1960,95
1775,1968,34
1846,1968,83
1601,1970,100
1976,1997,32
1602,1998,100
1782,2000,31
1810,2000,100
1840,2000,96
1847,2000,94
1867,2000,72
1888,2000,95
1907,2000,47
1909,2000,100
1999,2000,94
1999,2000,98
2000,2000,72
2000,2000,82
