s_i,f_i,c_i
38,58,99
1,66,100
1,67,100
1,69,100
18,80,85
1,81,100
88,91,30
49,99,99
83,106,83
39,134,100
1,150,96
146,162,73
174,181,99
1,189,100
1,204,47
186,213,80
1,228,66
1,238,96
77,255,61
1,257,4
139,263,57
1,272,99
203,280,38
1,294,82
262,304,70
13,311,100
239,320,100
322,341,99
211,346,98
1,350,99
283,362,66
228,369,82
228,381,98
237,382,80
325,382,100
209,383,91
212,402,87
98,404,65
108,418,4
409,422,69
152,424,52
190,463,91
465,471,97
283,475,100
119,478,77
311,478,70
322,495,22
128,516,67
365,531,94
290,537,98
476,544,100
171,551,37
440,565,98
389,570,79
511,575,59
260,577,99
406,585,96
237,592,46
413,595,99
558,595,91
293,601,95
226,622,14
522,642,100
388,681,86
478,699,98
463,715,23
508,721,72
445,723,83
552,727,100
337,731,92
634,744,84
391,755,100
670,781,55
715,789,87
683,798,98
751,799,47
614,800,100
523,803,98
427,810,74
640,812,12
727,813,100
537,815,100
629,825,96
711,840,95
828,855,30
805,884,97
778,925,91
556,926,69
900,932,65
610,942,100
666,946,98
922,946,84
660,965,100
761,992,100
790,992,65
596,994,55
655,1003,100
920,1005,100
964,1035,100
726,1036,66
657,1042,85
994,1051,96
774,1072,93
1036,1075,70
898,1080,44
894,1082,12
939,1084,85
702,1086,11
815,1093,96
1072,1094,47
778,1101,19
913,1107,32
1058,1111,98
1110,1117,29
768,1125,100
1087,1126,73
844,1134,21
990,1137,43
1132,1140,10
1005,1157,100
833,1166,53
803,1173,96
1074,1176,100
1125,1180,81
970,1211,98
1008,1220,82
1186,1221,97
1210,1231,34
1194,1239,35
1068,1240,85
1214,1247,100
1124,1248,83
1194,1249,100
860,1250,89
890,1265,100
967,1271,97
1199,1276,100
1102,1278,100
975,1283,64
1049,1287,100
1120,1292,20
1238,1293,99
1070,1300,70
1019,1301,96
1008,1303,48
1192,1307,69
1193,1313,92
1207,1317,25
1237,1329,59
965,1352,72
1350,1356,99
1087,1362,18
1265,1369,69
1182,1377,100
1304,1380,86
1165,1385,32
1371,1388,99
1053,1397,100
1284,1405,98
1040,1408,86
1236,1409,99
1366,1426,100
1075,1428,13
1316,1435,100
1107,1443,96
1358,1443,100
1244,1456,82
1313,1456,100
1334,1457,82
1430,1470,26
1326,1478,62
1339,1482,93
1144,1493,93
1135,1494,36
1249,1509,100
1333,1510,88
1438,1512,100
1242,1513,8
1181,1514,99
1430,1514,28
1476,1528,100
1209,1531,99
1244,1547,45
1312,1547,82
1408,1550,86
1203,1554,92
1484,1563,87
1483,1567,41
1257,1573,100
1524,1591,100
1361,1610,23
1604,1613,83
1593,1614,74
1475,1639,93
1642,1649,100
1580,1674,100
1674,1684,93
1418,1688,86
1618,1721,98
1621,1722,93
1705,1723,81
1633,1730,100
1567,1734,36
1608,1736,100
1673,1751,55
1658,1758,100
1644,1761,67
1431,1764,55
1744,1764,100
1615,1765,99
1643,1793,100
1486,1794,97
1544,1807,100
1788,1821,100
1809,1821,100
1678,1823,8
1447,1831,12
1755,1834,94
1441,1837,100
1501,1840,100
1731,1842,58
1795,1848,44
1589,1852,73
1464,1856,42
1625,1859,88
1834,1859,87
1846,1861,100
1774,1872,98
1690,1877,81
1735,1882,36
1752,1884,100
1882,1897,90
1522,1913,72
1544,1918,33
1618,1928,84
1563,1932,100
1916,1951,99
1720,1959,97
1659,1965,99
1721,1971,88
1828,1979,63
1661,2000,100
1789,2000,53
1821,2000,35
1903,2000,100
1934,2000,91
1970,2000,86
1973,2000,49
1976,2000,95
2000,2000,99
